NCAA_Link,Year,School,Conf,Class,Pos,G,Def_Solo_Tackles,Def_Ast_Tackles,Def_Tot_Tackles,Def_Loss_Tackles,Def_Sk,Def_Int,Def_Int_Yds,Def_Int_Avg,Def_Int_TD,Def_Int_PD,Def_FR,Def_Yds_Fumbles,Def_TD_Fumbles,Def_FF,Punts,Punt_Yds,Punt_Avg,Kick_XPM,Kick_XPA,Kick_XP_pct,Kick_FGM,Kick_FGA,Kick_FG_pct,Kick_Pts,Pass_Cmp,Pass_Att,Pass_Pct,Pass_Yds,Pass_Y/A,Pass_AY/A,Pass_TD,Pass_Int,Pass_Rate,Rec,Rec_Yds,Rec_Avg,Rec_TD,Rush_Att,Rush_Yds,Rush_Avg,Rush_TD,Scrim_Plays,Scrim_Yds,Scrim_Avg,Scrim_TD,Punt_Ret,Punt_ret_Yds,Punt_ret_Avg,Punt_ret_TD,Kick_Ret,Kick_ret_Yds,Kick_ret_Avg,Kick_ret_TD
https://www.sports-reference.com/cfb/players/scott-kovanda-1.html,2009,Ball State,MAC,FR,P,12.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,57.0,2278.0,40.0,,,,,,,,,,,,,,,,,,,,,1.0,-9.0,-9.0,0.0,1.0,-9.0,-9.0,0.0,,,,,,,,
https://www.sports-reference.com/cfb/players/scott-kovanda-1.html,2010,Ball State,MAC,JR,P,12.0,,,,,,,,,,,,,,,64.0,2557.0,40.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,
https://www.sports-reference.com/cfb/players/scott-kovanda-1.html,2011,Ball State,MAC,SR,P,12.0,,,,,,,,,,,,,,,61.0,2654.0,43.5,,,,,,,,,,,,,,,,,,,,,1.0,68.0,68.0,0.0,1.0,68.0,68.0,0.0,,,,,,,,
https://www.sports-reference.com/cfb/players/scott-kovanda-1.html,*2012,Ball State,MAC,SR,P,13.0,,,,,,,,,,,,,,,47.0,1892.0,40.3,,,,,,,,,,,,,,,,,,,,,1.0,-7.0,-7.0,0.0,1.0,-7.0,-7.0,0.0,,,,,,,,
https://www.sports-reference.com/cfb/players/scott-kovanda-1.html,Career,Ball State,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,229.0,9381.0,41.0,,,,,,,,,,,,,,,,,,,,,3.0,52.0,17.3,0.0,3.0,52.0,17.3,0.0,,,,,,,,
https://www.sports-reference.com/cfb/players/joe-kruger-1.html,*2010,Utah,MWC,FR,DL,13.0,3.0,1.0,4.0,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/joe-kruger-1.html,*2011,Utah,Pac-12,SO,DL,13.0,17.0,18.0,35.0,5.0,3.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/joe-kruger-1.html,2012,Utah,Pac-12,JR,DL,11.0,19.0,11.0,30.0,8.0,6.0,1.0,24.0,24.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/joe-kruger-1.html,Career,Utah,,,,,39.0,30.0,69.0,14.0,9.0,1.0,24.0,24.0,1.0,2.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/eddie-lacy-1.html,*2010,Alabama,SEC,FR,RB,12.0,0.0,4.0,4.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,2.0,18.0,9.0,0.0,56.0,406.0,7.3,6.0,58.0,424.0,7.3,6.0,,,,,,,,
https://www.sports-reference.com/cfb/players/eddie-lacy-1.html,*2011,Alabama,SEC,SO,RB,12.0,0.0,1.0,1.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,11.0,131.0,11.9,0.0,95.0,674.0,7.1,7.0,106.0,805.0,7.6,7.0,,,,,,,,
https://www.sports-reference.com/cfb/players/eddie-lacy-1.html,*2012,Alabama,SEC,JR,RB,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,189.0,8.6,2.0,204.0,1322.0,6.5,17.0,226.0,1511.0,6.7,19.0,,,,,,,,
https://www.sports-reference.com/cfb/players/eddie-lacy-1.html,Career,Alabama,,,,,0.0,5.0,5.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,35.0,338.0,9.7,2.0,355.0,2402.0,6.8,30.0,390.0,2740.0,7.0,32.0,,,,,,,,
https://www.sports-reference.com/cfb/players/marcus-lattimore-1.html,*2010,South Carolina,SEC,FR,RB,13.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,412.0,14.2,2.0,249.0,1197.0,4.8,17.0,278.0,1609.0,5.8,19.0,,,,,,,,
https://www.sports-reference.com/cfb/players/marcus-lattimore-1.html,*2011,South Carolina,SEC,SO,RB,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,182.0,9.6,1.0,163.0,818.0,5.0,10.0,182.0,1000.0,5.5,11.0,,,,,,,,
https://www.sports-reference.com/cfb/players/marcus-lattimore-1.html,*2012,South Carolina,SEC,JR,RB,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,173.0,6.7,0.0,143.0,662.0,4.6,11.0,169.0,835.0,4.9,11.0,,,,,,,,
https://www.sports-reference.com/cfb/players/marcus-lattimore-1.html,Career,South Carolina,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,767.0,10.4,3.0,555.0,2677.0,4.8,38.0,629.0,3444.0,5.5,41.0,,,,,,,,
https://www.sports-reference.com/cfb/players/alec-lemon-1.html,2009,Syracuse,Big East,FR,WR,11.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,295.0,10.2,1.0,,,,,29.0,295.0,10.2,1.0,,,,,,,,
https://www.sports-reference.com/cfb/players/alec-lemon-1.html,*2010,Syracuse,Big East,SO,WR,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,397.0,12.4,4.0,1.0,-2.0,-2.0,0.0,33.0,395.0,12.0,4.0,,,,,,,,
https://www.sports-reference.com/cfb/players/alec-lemon-1.html,2011,Syracuse,Big East,JR,WR,12.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,100.0,28.0,28.0,48.0,1.0,0.0,665.2,68.0,834.0,12.3,6.0,1.0,1.0,1.0,0.0,69.0,835.0,12.1,6.0,,,,,,,,
https://www.sports-reference.com/cfb/players/alec-lemon-1.html,*2012,Syracuse,Big East,SR,WR,12.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,1070.0,14.9,7.0,4.0,13.0,3.3,1.0,76.0,1083.0,14.3,8.0,,,,,,,,
https://www.sports-reference.com/cfb/players/alec-lemon-1.html,Career,Syracuse,,,,,1.0,1.0,2.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,1.0,1.0,100.0,28.0,28.0,48.0,1.0,0.0,665.2,201.0,2596.0,12.9,18.0,6.0,12.0,2.0,1.0,207.0,2608.0,12.6,19.0,,,,,,,,
https://www.sports-reference.com/cfb/players/corey-lemonier-1.html,*2010,Auburn,SEC,FR,DL,14.0,11.0,6.0,17.0,5.0,2.0,0.0,0.0,,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/corey-lemonier-1.html,*2011,Auburn,SEC,SO,DL,13.0,28.0,19.0,47.0,13.5,9.5,0.0,0.0,,0.0,0.0,1.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/corey-lemonier-1.html,2012,Auburn,SEC,JR,DL,,18.0,16.0,34.0,5.5,5.5,,,,,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/corey-lemonier-1.html,Career,Auburn,,,,,57.0,41.0,98.0,24.0,17.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/robert-lester-1.html,*2009,Alabama,SEC,FR,DB,8.0,6.0,2.0,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/robert-lester-1.html,*2010,Alabama,SEC,SO,DB,13.0,29.0,23.0,52.0,1.5,1.0,8.0,102.0,12.8,0.0,4.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/robert-lester-1.html,*2011,Alabama,SEC,JR,DB,13.0,22.0,17.0,39.0,1.5,0.0,2.0,30.0,15.0,0.0,3.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/robert-lester-1.html,*2012,Alabama,SEC,SR,DB,14.0,24.0,24.0,48.0,3.5,1.5,4.0,51.0,12.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/robert-lester-1.html,Career,Alabama,,,,,81.0,66.0,147.0,6.5,2.5,14.0,183.0,13.1,0.0,7.0,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kapron-lewis-moore-1.html,2009,Notre Dame,Ind,SO,DL,12.0,26.0,20.0,46.0,7.0,2.5,,,,,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kapron-lewis-moore-1.html,*2010,Notre Dame,Ind,JR,DL,13.0,20.0,42.0,62.0,2.5,2.0,0.0,0.0,,0.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kapron-lewis-moore-1.html,*2011,Notre Dame,Ind,SR,DL,7.0,16.0,16.0,32.0,4.0,1.5,0.0,0.0,,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kapron-lewis-moore-1.html,*2012,Notre Dame,Ind,SR,DL,,17.0,23.0,40.0,8.5,6.0,,,,,2.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kapron-lewis-moore-1.html,Career,Notre Dame,,,,,79.0,101.0,180.0,22.0,12.0,0.0,0.0,,0.0,4.0,1.0,0.0,0.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/zach-line-1.html,*2009,SMU,CUSA,FR,RB,13.0,4.0,1.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,68.0,6.8,0.0,49.0,189.0,3.9,7.0,59.0,257.0,4.4,7.0,,,,,,,,
https://www.sports-reference.com/cfb/players/zach-line-1.html,*2010,SMU,CUSA,SO,RB,14.0,5.0,0.0,5.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,17.0,163.0,9.6,0.0,244.0,1494.0,6.1,10.0,261.0,1657.0,6.3,10.0,,,,,,,,
https://www.sports-reference.com/cfb/players/zach-line-1.html,*2011,SMU,CUSA,JR,RB,10.0,2.0,1.0,3.0,0.0,0.0,,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,15.0,139.0,9.3,0.0,208.0,1224.0,5.9,17.0,223.0,1363.0,6.1,17.0,,,,,,,,
https://www.sports-reference.com/cfb/players/zach-line-1.html,*2012,SMU,CUSA,SR,RB,13.0,5.0,0.0,5.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,229.0,6.9,0.0,277.0,1278.0,4.6,13.0,310.0,1507.0,4.9,13.0,,,,,,,,
https://www.sports-reference.com/cfb/players/zach-line-1.html,Career,SMU,,,,,16.0,2.0,18.0,0.0,0.0,,,,,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,75.0,599.0,8.0,0.0,778.0,4185.0,5.4,47.0,853.0,4784.0,5.6,47.0,,,,,,,,
https://www.sports-reference.com/cfb/players/jeff-locke-1.html,*2009,UCLA,Pac-10,FR,P,13.0,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,70.0,3054.0,43.6,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,
https://www.sports-reference.com/cfb/players/jeff-locke-1.html,2010,UCLA,Pac-10,SO,P,12.0,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,,0.0,64.0,2934.0,45.8,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,
https://www.sports-reference.com/cfb/players/jeff-locke-1.html,*2011,UCLA,Pac-12,JR,P,14.0,0.0,1.0,1.0,0.0,0.0,,,,,0.0,0.0,,,0.0,64.0,2838.0,44.3,6.0,9.0,66.7,2.0,3.0,66.7,12.0,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,
https://www.sports-reference.com/cfb/players/jeff-locke-1.html,*2012,UCLA,Pac-12,SR,P,14.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,77.0,3337.0,43.3,,,,,,,,,,,,,,,,,,,,,1.0,8.0,8.0,0.0,1.0,8.0,8.0,0.0,,,,,,,,
https://www.sports-reference.com/cfb/players/jeff-locke-1.html,Career,UCLA,,,,,4.0,1.0,5.0,0.0,0.0,,,,,0.0,0.0,,,0.0,275.0,12163.0,44.2,6.0,9.0,66.7,2.0,3.0,66.7,12.0,,,,,,,,,,,,,,1.0,8.0,8.0,0.0,1.0,8.0,8.0,0.0,,,,,,,,
https://www.sports-reference.com/cfb/players/bennie-logan-1.html,*2010,LSU,SEC,FR,DL,3.0,1.0,4.0,5.0,0.5,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bennie-logan-1.html,*2011,LSU,SEC,SO,DL,14.0,22.0,35.0,57.0,6.5,3.0,0.0,0.0,,0.0,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bennie-logan-1.html,*2012,LSU,SEC,JR,DL,,15.0,30.0,45.0,5.5,2.0,,,,,3.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/bennie-logan-1.html,Career,LSU,,,,,38.0,69.0,107.0,12.5,5.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/star-lotulelei-1.html,*2010,Utah,MWC,SO,DL,13.0,7.0,14.0,21.0,2.5,0.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,
https://www.sports-reference.com/cfb/players/star-lotulelei-1.html,*2011,Utah,Pac-12,JR,DL,13.0,16.0,28.0,44.0,9.0,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,17.0,17.0,0.0,,,,,1.0,17.0,17.0,0.0,,,,,,,,
https://www.sports-reference.com/cfb/players/star-lotulelei-1.html,2012,Utah,Pac-12,SR,DL,,25.0,17.0,42.0,10.0,5.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,
https://www.sports-reference.com/cfb/players/star-lotulelei-1.html,Career,Utah,,,,,48.0,59.0,107.0,21.5,7.0,0.0,0.0,,0.0,4.0,0.0,0.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,1.0,17.0,17.0,0.0,0.0,0.0,,0.0,1.0,17.0,17.0,0.0,,,,,,,,
https://www.sports-reference.com/cfb/players/john-lotulelei-1.html,2011,UNLV,MWC,JR,LB,12.0,24.0,36.0,60.0,3.0,0.0,0.0,0.0,,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/john-lotulelei-1.html,2012,UNLV,MWC,SR,LB,13.0,59.0,61.0,120.0,1.5,0.0,1.0,4.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/john-lotulelei-1.html,Career,UNLV,,,,,83.0,97.0,180.0,4.5,0.0,1.0,4.0,4.0,0.0,1.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/philip-lutzenkirchen-1.html,*2009,Auburn,SEC,FR,TE,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,66.0,13.2,2.0,,,,,5.0,66.0,13.2,2.0,,,,,,,,
https://www.sports-reference.com/cfb/players/philip-lutzenkirchen-1.html,*2010,Auburn,SEC,SO,TE,13.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,15.0,185.0,12.3,5.0,,,,,15.0,185.0,12.3,5.0,,,,,2.0,14.0,7.0,0.0
https://www.sports-reference.com/cfb/players/philip-lutzenkirchen-1.html,*2011,Auburn,SEC,JR,TE,12.0,2.0,0.0,2.0,0.0,0.0,,,,,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,24.0,238.0,9.9,7.0,,,,,24.0,238.0,9.9,7.0,,,,,,,,
https://www.sports-reference.com/cfb/players/philip-lutzenkirchen-1.html,2012,Auburn,SEC,SR,TE,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,139.0,9.3,0.0,,,,,15.0,139.0,9.3,0.0,,,,,,,,
https://www.sports-reference.com/cfb/players/philip-lutzenkirchen-1.html,Career,Auburn,,,,,2.0,0.0,2.0,0.0,0.0,,,,,0.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,59.0,628.0,10.6,14.0,,,,,59.0,628.0,10.6,14.0,,,,,2.0,14.0,7.0,0.0
https://www.sports-reference.com/cfb/players/brandon-magee-1.html,2008,Arizona State,Pac-10,FR,LB,8.0,7.0,4.0,11.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-magee-1.html,2009,Arizona State,Pac-10,SO,LB,12.0,21.0,13.0,34.0,7.0,2.0,1.0,11.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-magee-1.html,2010,Arizona State,Pac-10,JR,LB,12.0,48.0,25.0,73.0,5.0,1.5,0.0,0.0,,0.0,2.0,1.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-magee-1.html,*2012,Arizona State,Pac-12,SR,LB,12.0,81.0,32.0,113.0,12.5,6.5,2.0,45.0,22.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brandon-magee-1.html,Career,Arizona State,,,,,157.0,74.0,231.0,24.5,10.0,3.0,56.0,18.7,1.0,2.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brett-maher-1.html,*2011,Nebraska,Big Ten,JR,P,13.0,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,,0.0,59.0,2626.0,44.5,43.0,44.0,97.7,19.0,23.0,82.6,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brett-maher-1.html,*2012,Nebraska,Big Ten,SR,P,14.0,,,,,,,,,,,,,,,61.0,2552.0,41.8,59.0,59.0,100.0,20.0,27.0,74.1,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/brett-maher-1.html,Career,Nebraska,,,,,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,,0.0,120.0,5178.0,43.2,102.0,103.0,99.0,39.0,50.0,78.0,219.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ej-manuel-1.html,*2009,Florida State,ACC,FR,QB,7.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,69.0,106.0,65.1,817.0,7.7,5.5,2.0,6.0,124.7,,,,,44.0,196.0,4.5,2.0,44.0,196.0,4.5,2.0,,,,,,,,
https://www.sports-reference.com/cfb/players/ej-manuel-1.html,*2010,Florida State,ACC,SO,QB,10.0,,,,,,,,,,,,,,,,,,,,,,,,,65.0,93.0,69.9,861.0,9.3,8.2,4.0,4.0,153.3,,,,,41.0,170.0,4.1,1.0,41.0,170.0,4.1,1.0,,,,,,,,
https://www.sports-reference.com/cfb/players/ej-manuel-1.html,*2011,Florida State,ACC,JR,QB,12.0,0.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,203.0,311.0,65.3,2666.0,8.6,8.6,18.0,8.0,151.2,,,,,110.0,151.0,1.4,4.0,110.0,151.0,1.4,4.0,,,,,,,,
https://www.sports-reference.com/cfb/players/ej-manuel-1.html,*2012,Florida State,ACC,SR,QB,14.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,263.0,387.0,68.0,3397.0,8.8,8.8,23.0,10.0,156.1,0.0,11.0,,0.0,103.0,310.0,3.0,4.0,103.0,321.0,3.1,4.0,,,,,,,,
https://www.sports-reference.com/cfb/players/ej-manuel-1.html,Career,Florida State,,,,,2.0,1.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,600.0,897.0,66.9,7741.0,8.6,8.3,47.0,28.0,150.4,0.0,11.0,,0.0,298.0,827.0,2.8,11.0,298.0,838.0,2.8,11.0,,,,,,,,
https://www.sports-reference.com/cfb/players/stansly-maponga-1.html,*2010,Texas Christian,MWC,FR,DL,12.0,15.0,17.0,32.0,3.0,2.5,0.0,0.0,,0.0,1.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/stansly-maponga-1.html,*2011,Texas Christian,MWC,SO,DL,13.0,33.0,22.0,55.0,13.5,9.0,0.0,0.0,,0.0,1.0,2.0,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/stansly-maponga-1.html,*2012,Texas Christian,Big 12,JR,DL,,15.0,11.0,26.0,6.5,4.0,,,,,1.0,0.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/stansly-maponga-1.html,Career,Texas Christian,,,,,63.0,50.0,113.0,23.0,15.5,0.0,0.0,,0.0,3.0,2.0,0.0,0.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/michael-mauti-1.html,*2010,Penn State,Big Ten,JR,LB,11.0,32.0,34.0,66.0,5.5,2.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/michael-mauti-1.html,*2011,Penn State,Big Ten,SR,LB,4.0,10.0,11.0,21.0,3.0,0.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/michael-mauti-1.html,2012,Penn State,Big Ten,SR,LB,11.0,49.0,47.0,96.0,4.0,2.5,3.0,125.0,41.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/michael-mauti-1.html,Career,Penn State,,,,,91.0,92.0,183.0,12.5,4.5,4.0,125.0,31.3,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/onterio-mccalebb-1.html,*2009,Auburn,SEC,FR,RB,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,58.0,9.7,0.0,105.0,565.0,5.4,4.0,111.0,623.0,5.6,4.0,,,,,11.0,272.0,24.7,0.0
https://www.sports-reference.com/cfb/players/onterio-mccalebb-1.html,*2010,Auburn,SEC,SO,RB,14.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,7.0,86.0,12.3,1.0,95.0,810.0,8.5,9.0,102.0,896.0,8.8,10.0,,,,,8.0,227.0,28.4,0.0
https://www.sports-reference.com/cfb/players/onterio-mccalebb-1.html,*2011,Auburn,SEC,JR,RB,13.0,0.0,1.0,1.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,32.0,344.0,10.8,2.0,112.0,641.0,5.7,5.0,144.0,985.0,6.8,7.0,,,,,11.0,338.0,30.7,1.0
https://www.sports-reference.com/cfb/players/onterio-mccalebb-1.html,2012,Auburn,SEC,SR,RB,12.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,132.0,7.3,0.0,94.0,570.0,6.1,6.0,112.0,702.0,6.3,6.0,,,,,23.0,523.0,22.7,1.0
https://www.sports-reference.com/cfb/players/onterio-mccalebb-1.html,Career,Auburn,,,,,1.0,1.0,2.0,0.0,0.0,,,,,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,63.0,620.0,9.8,3.0,406.0,2586.0,6.4,24.0,469.0,3206.0,6.8,27.0,,,,,53.0,1360.0,25.7,2.0
https://www.sports-reference.com/cfb/players/lerentee-mccray-1.html,*2008,Florida,SEC,FR,LB,8.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/lerentee-mccray-1.html,*2009,Florida,SEC,SO,LB,3.0,4.0,1.0,5.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/lerentee-mccray-1.html,*2010,Florida,SEC,SO,DL,10.0,5.0,1.0,6.0,0.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
