NCAA_Link,Year,School,Conf,Class,Pos,G,Def_Solo_Tackles,Def_Ast_Tackles,Def_Tot_Tackles,Def_Loss_Tackles,Def_Sk,Def_Int,Def_Int_Yds,Def_Int_Avg,Def_Int_TD,Def_Int_PD,Def_FR,Def_Yds_Fumbles,Def_TD_Fumbles,Def_FF,Rec,Rec_Yds,Rec_Avg,Rec_TD,Rush_Att,Rush_Yds,Rush_Avg,Rush_TD,Scrim_Plays,Scrim_Yds,Scrim_Avg,Scrim_TD,Punt_Ret,Punt_ret_Yds,Punt_ret_Avg,Punt_ret_TD,Kick_Ret,Kick_ret_Yds,Kick_ret_Avg,Kick_ret_TD,Pass_Cmp,Pass_Att,Pass_Pct,Pass_Yds,Pass_Y/A,Pass_AY/A,Pass_TD,Pass_Int,Pass_Rate,Punts,Punt_Yds,Punt_Avg,Kick_XPM,Kick_XPA,Kick_XP_pct,Kick_FGM,Kick_FGA,Kick_FG_pct,Kick_Pts
https://www.sports-reference.com/cfb/players/coby-fleener-1.html,*2011,Stanford,Pac-12,SR,TE,13.0,2.0,0.0,2.0,0.0,0.0,,,,,0.0,0.0,,,0.0,34.0,667.0,19.6,10.0,,,,,34.0,667.0,19.6,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/coby-fleener-1.html,Career,Stanford,,,,,3.0,0.0,3.0,0.0,0.0,,,,,0.0,0.0,,,0.0,96.0,1543.0,16.1,18.0,,,,,96.0,1543.0,16.1,18.0,,,,,2.0,5.0,2.5,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jamell-fleming-1.html,*2008,Oklahoma,Big 12,FR,DB,14.0,11.0,12.0,23.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jamell-fleming-1.html,*2009,Oklahoma,Big 12,SO,DB,13.0,8.0,6.0,14.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jamell-fleming-1.html,*2010,Oklahoma,Big 12,JR,DB,13.0,49.0,22.0,71.0,8.5,1.0,5.0,59.0,11.8,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jamell-fleming-1.html,*2011,Oklahoma,Big 12,SR,DB,11.0,50.0,10.0,60.0,4.0,0.0,2.0,23.0,11.5,0.0,,,56.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jamell-fleming-1.html,Career,Oklahoma,,,,,118.0,50.0,168.0,12.5,1.0,7.0,82.0,11.7,1.0,0.0,0.0,56.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/darius-fleming-1.html,*2008,Notre Dame,Ind,FR,LB,13.0,14.0,11.0,25.0,2.5,2.5,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/darius-fleming-1.html,2009,Notre Dame,Ind,SO,LB,11.0,21.0,8.0,29.0,12.0,3.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/darius-fleming-1.html,*2010,Notre Dame,Ind,JR,LB,13.0,27.0,21.0,48.0,10.5,5.5,1.0,0.0,0.0,0.0,4.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/darius-fleming-1.html,*2011,Notre Dame,Ind,SR,LB,13.0,24.0,31.0,55.0,7.0,3.5,1.0,34.0,34.0,0.0,3.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/darius-fleming-1.html,Career,Notre Dame,,,,,86.0,71.0,157.0,32.0,14.5,2.0,34.0,17.0,0.0,7.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/michael-floyd-1.html,*2008,Notre Dame,Ind,FR,WR,11.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,48.0,719.0,15.0,7.0,,,,,48.0,719.0,15.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/michael-floyd-1.html,2009,Notre Dame,Ind,SO,WR,7.0,,,,,,,,,,,,,,,44.0,795.0,18.1,9.0,1.0,8.0,8.0,0.0,45.0,803.0,17.8,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/michael-floyd-1.html,*2010,Notre Dame,Ind,JR,WR,12.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,79.0,1025.0,13.0,12.0,1.0,9.0,9.0,0.0,80.0,1034.0,12.9,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/michael-floyd-1.html,*2011,Notre Dame,Ind,SR,WR,13.0,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,,,0.0,100.0,1147.0,11.5,9.0,2.0,13.0,6.5,1.0,102.0,1160.0,11.4,10.0,2.0,44.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/michael-floyd-1.html,Career,Notre Dame,,,,,2.0,0.0,2.0,0.0,0.0,,,,,0.0,0.0,,,0.0,271.0,3686.0,13.6,37.0,4.0,30.0,7.5,1.0,275.0,3716.0,13.5,38.0,2.0,44.0,22.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/nick-foles-1.html,*2007,Michigan State,Big Ten,FR,QB,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,5.0,8.0,62.5,57.0,7.1,7.1,0.0,0.0,122.4,,,,,,,,,,
https://www.sports-reference.com/cfb/players/nick-foles-1.html,*2009,Arizona,Pac-10,SO,QB,12.0,,,,,,,,,,,,,,,1.0,-9.0,-9.0,0.0,28.0,-74.0,-2.6,3.0,29.0,-83.0,-2.9,3.0,,,,,,,,,260.0,410.0,63.4,2486.0,6.1,6.0,19.0,9.0,125.2,,,,,,,,,,
https://www.sports-reference.com/cfb/players/nick-foles-1.html,*2010,Arizona,Pac-10,JR,QB,11.0,,,,,,,,,,,,,,,,,,,35.0,-113.0,-3.2,1.0,35.0,-113.0,-3.2,1.0,,,,,,,,,286.0,426.0,67.1,3191.0,7.5,7.4,20.0,10.0,140.9,,,,,,,,,,
https://www.sports-reference.com/cfb/players/nick-foles-1.html,2011,Arizona,Pac-12,SR,QB,12.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,43.0,-103.0,-2.4,0.0,43.0,-103.0,-2.4,0.0,,,,,,,,,387.0,560.0,69.1,4334.0,7.7,7.6,28.0,14.0,145.6,,,,,,,,,,
https://www.sports-reference.com/cfb/players/nick-foles-1.html,Career,Overall,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,1.0,-9.0,-9.0,0.0,106.0,-290.0,-2.7,4.0,107.0,-299.0,-2.8,4.0,,,,,,,,,938.0,1404.0,66.8,10068.0,7.2,7.1,67.0,33.0,138.1,,,,,,,,,,
https://www.sports-reference.com/cfb/players/nick-foles-1.html,,Michigan State,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,5.0,8.0,62.5,57.0,7.1,7.1,0.0,0.0,122.4,,,,,,,,,,
https://www.sports-reference.com/cfb/players/nick-foles-1.html,,Arizona,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,1.0,-9.0,-9.0,0.0,106.0,-290.0,-2.7,4.0,107.0,-299.0,-2.8,4.0,,,,,,,,,933.0,1396.0,66.8,10011.0,7.2,7.1,67.0,33.0,138.2,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marcus-forston-1.html,*2008,Miami (FL),ACC,FR,DL,12.0,13.0,5.0,18.0,4.5,3.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marcus-forston-1.html,*2010,Miami (FL),ACC,SO,DL,13.0,16.0,21.0,37.0,12.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marcus-forston-1.html,2011,Miami (FL),ACC,JR,DL,3.0,3.0,2.0,5.0,1.0,1.0,0.0,0.0,,0.0,0.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marcus-forston-1.html,Career,Miami (FL),,,,,32.0,28.0,60.0,17.5,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/justin-francis-1.html,*2007,Rutgers,Big East,FR,DL,7.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/justin-francis-1.html,*2009,Rutgers,Big East,SO,DL,12.0,8.0,6.0,14.0,5.0,3.5,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/justin-francis-1.html,2010,Rutgers,Big East,JR,DL,11.0,13.0,8.0,21.0,4.0,2.0,1.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/justin-francis-1.html,*2011,Rutgers,Big East,SR,DL,13.0,33.0,31.0,64.0,13.0,6.5,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/justin-francis-1.html,Career,Rutgers,,,,,55.0,51.0,106.0,22.0,12.0,2.0,3.0,1.5,0.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/terrence-frederick-1.html,2008,Texas A&M,Big 12,FR,DB,11.0,27.0,6.0,33.0,2.0,1.0,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,1.0,,,,,,,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/terrence-frederick-1.html,*2009,Texas A&M,Big 12,SO,DB,13.0,45.0,16.0,61.0,3.0,0.0,2.0,1.0,0.5,0.0,,,,,,,,,,,,,,,,,,2.0,4.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/terrence-frederick-1.html,*2010,Texas A&M,Big 12,JR,DB,13.0,41.0,16.0,57.0,8.0,1.0,1.0,34.0,34.0,0.0,,,,,,,,,,,,,,,,,,2.0,-6.0,-3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/terrence-frederick-1.html,*2011,Texas A&M,Big 12,SR,DB,13.0,43.0,11.0,54.0,9.0,4.0,1.0,57.0,57.0,0.0,,,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/terrence-frederick-1.html,Career,Texas A&M,,,,,156.0,49.0,205.0,22.0,6.0,4.0,92.0,23.0,0.0,3.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,4.0,-2.0,-0.5,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jeff-fuller-1.html,2008,Texas A&M,Big 12,FR,WR,11.0,,,,,,,,,,,,,,,50.0,630.0,12.6,9.0,,,,,50.0,630.0,12.6,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jeff-fuller-1.html,*2009,Texas A&M,Big 12,SO,WR,9.0,,,,,,,,,,,,,,,41.0,568.0,13.9,7.0,,,,,41.0,568.0,13.9,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jeff-fuller-1.html,*2010,Texas A&M,Big 12,JR,WR,13.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,72.0,1066.0,14.8,12.0,,,,,72.0,1066.0,14.8,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jeff-fuller-1.html,*2011,Texas A&M,Big 12,SR,WR,13.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,70.0,828.0,11.8,6.0,,,,,70.0,828.0,11.8,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jeff-fuller-1.html,Career,Texas A&M,,,,,2.0,0.0,2.0,0.0,0.0,,,,,,,,,,233.0,3092.0,13.3,34.0,,,,,233.0,3092.0,13.3,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-galippo-1.html,*2007,USC,Pac-10,FR,LB,3.0,5.0,3.0,8.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-galippo-1.html,*2008,USC,Pac-10,FR,LB,10.0,5.0,7.0,12.0,2.0,0.0,1.0,50.0,50.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-galippo-1.html,*2009,USC,Pac-10,SO,LB,13.0,34.0,36.0,70.0,8.0,1.5,2.0,63.0,31.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-galippo-1.html,2010,USC,Pac-10,JR,LB,13.0,22.0,7.0,29.0,2.0,1.0,2.0,8.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-galippo-1.html,2011,USC,Pac-12,SR,LB,12.0,21.0,26.0,47.0,3.5,1.5,1.0,3.0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-galippo-1.html,Career,USC,,,,,87.0,79.0,166.0,15.5,4.0,6.0,124.0,20.7,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/terrance-ganaway-1.html,2007,Houston,CUSA,FR,RB,13.0,,,,,,,,,,,,,,,,,,,109.0,550.0,5.0,6.0,109.0,550.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/terrance-ganaway-1.html,2009,Baylor,Big 12,SO,RB,12.0,,,,,,,,,,,0.0,0.0,0.0,,2.0,37.0,18.5,0.0,68.0,200.0,2.9,5.0,70.0,237.0,3.4,5.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/terrance-ganaway-1.html,*2010,Baylor,Big 12,JR,RB,13.0,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,4.0,44.0,11.0,0.0,46.0,295.0,6.4,2.0,50.0,339.0,6.8,2.0,0.0,0.0,,0.0,1.0,38.0,38.0,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/terrance-ganaway-1.html,*2011,Baylor,Big 12,SR,RB,13.0,3.0,0.0,3.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,6.0,52.0,8.7,1.0,250.0,1547.0,6.2,21.0,256.0,1599.0,6.2,22.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/terrance-ganaway-1.html,Career,Overall,,,,,4.0,0.0,4.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,12.0,133.0,11.1,1.0,473.0,2592.0,5.5,34.0,485.0,2725.0,5.6,35.0,0.0,0.0,,0.0,1.0,38.0,38.0,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/terrance-ganaway-1.html,,Houston,,,,,,,,,,,,,,,,,,,,,,,109.0,550.0,5.0,6.0,109.0,550.0,5.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/terrance-ganaway-1.html,,Baylor,,,,,4.0,0.0,4.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,12.0,133.0,11.1,1.0,364.0,2042.0,5.6,28.0,376.0,2175.0,5.8,29.0,0.0,0.0,,0.0,1.0,38.0,38.0,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/garth-gerhart-1.html,2009,Arizona State,Pac-10,SO,OL,8.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/garth-gerhart-1.html,2010,Arizona State,Pac-10,JR,OL,12.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,1.0,1.0,1.0,0.0,,,,,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/garth-gerhart-1.html,*2011,Arizona State,Pac-12,SR,OL,12.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/garth-gerhart-1.html,Career,Arizona State,,,,,2.0,0.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/stephon-gilmore-1.html,*2009,South Carolina,SEC,FR,DB,13.0,39.0,17.0,56.0,6.0,3.0,1.0,-1.0,-1.0,0.0,,,,,,,,,,5.0,20.0,4.0,0.0,5.0,20.0,4.0,0.0,15.0,152.0,10.1,0.0,,,,,1.0,1.0,100.0,39.0,39.0,39.0,0.0,0.0,427.6,,,,,,,,,,
https://www.sports-reference.com/cfb/players/stephon-gilmore-1.html,*2010,South Carolina,SEC,SO,DB,14.0,66.0,13.0,79.0,6.0,3.0,3.0,97.0,32.3,1.0,,,,,,,,,,2.0,17.0,8.5,0.0,2.0,17.0,8.5,0.0,9.0,47.0,5.2,0.0,,,,,1.0,2.0,50.0,29.0,14.5,14.5,0.0,0.0,171.8,,,,,,,,,,
https://www.sports-reference.com/cfb/players/stephon-gilmore-1.html,*2011,South Carolina,SEC,JR,DB,13.0,35.0,11.0,46.0,3.0,1.0,4.0,-10.0,-2.5,0.0,,,,,,,,,,,,,,0.0,0.0,,0.0,4.0,7.0,1.8,0.0,2.0,47.0,23.5,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/stephon-gilmore-1.html,Career,South Carolina,,,,,140.0,41.0,181.0,15.0,7.0,8.0,86.0,10.8,1.0,,,,,,,,,,7.0,37.0,5.3,0.0,7.0,37.0,5.3,0.0,28.0,206.0,7.4,0.0,2.0,47.0,23.5,0.0,2.0,3.0,66.7,68.0,22.7,22.7,0.0,0.0,257.1,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-givens-2.html,2009,Wake Forest,ACC,FR,WR,12.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,45.0,629.0,14.0,8.0,15.0,98.0,6.5,0.0,60.0,727.0,12.1,8.0,,,,,15.0,320.0,21.3,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-givens-2.html,2010,Wake Forest,ACC,SO,WR,11.0,2.0,0.0,2.0,0.0,0.0,,,,,,,18.0,1.0,,35.0,514.0,14.7,4.0,16.0,63.0,3.9,2.0,51.0,577.0,11.3,6.0,1.0,10.0,10.0,0.0,24.0,435.0,18.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-givens-2.html,*2011,Wake Forest,ACC,JR,WR,13.0,,,,,,,,,,,,,,,83.0,1330.0,16.0,9.0,14.0,77.0,5.5,0.0,97.0,1407.0,14.5,9.0,1.0,15.0,15.0,0.0,1.0,18.0,18.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-givens-2.html,Career,Wake Forest,,,,,3.0,0.0,3.0,0.0,0.0,,,,,,,18.0,1.0,,163.0,2473.0,15.2,21.0,45.0,238.0,5.3,2.0,208.0,2711.0,13.0,23.0,2.0,25.0,12.5,0.0,40.0,773.0,19.3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
https://www.sports-reference.com/cfb/players/cordy-glenn-1.html,*2009,Georgia,SEC,SO,OL,13.0,1.0,0.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/cordy-glenn-1.html,*2010,Georgia,SEC,JR,OL,13.0,0.0,1.0,1.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/cordy-glenn-1.html,Career,Georgia,,,,,1.0,1.0,2.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/najee-goode-1.html,*2008,West Virginia,Big East,FR,LB,13.0,5.0,7.0,12.0,0.0,0.0,1.0,28.0,28.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/najee-goode-1.html,*2009,West Virginia,Big East,SO,LB,13.0,6.0,5.0,11.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/najee-goode-1.html,*2010,West Virginia,Big East,JR,LB,13.0,26.0,21.0,47.0,8.5,3.0,0.0,0.0,,0.0,3.0,0.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/najee-goode-1.html,*2011,West Virginia,Big East,SR,LB,13.0,43.0,44.0,87.0,14.0,5.0,1.0,15.0,15.0,0.0,1.0,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/najee-goode-1.html,Career,West Virginia,,,,,80.0,77.0,157.0,22.5,8.0,2.0,43.0,21.5,0.0,6.0,1.0,0.0,0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tj-graham-1.html,*2008,North Carolina State,ACC,FR,WR,13.0,,,,,,,,,,,,,,,16.0,251.0,15.7,0.0,2.0,3.0,1.5,0.0,18.0,254.0,14.1,0.0,15.0,123.0,8.2,0.0,41.0,1028.0,25.1,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tj-graham-1.html,2009,North Carolina State,ACC,SO,WR,7.0,,,,,,,,,,,,,,,12.0,129.0,10.8,1.0,,,,,12.0,129.0,10.8,1.0,15.0,156.0,10.4,0.0,23.0,574.0,25.0,1.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tj-graham-1.html,*2010,North Carolina State,ACC,JR,WR,13.0,,,,,,,,,,,,,,,25.0,316.0,12.6,4.0,1.0,-7.0,-7.0,0.0,26.0,309.0,11.9,4.0,19.0,154.0,8.1,1.0,29.0,565.0,19.5,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tj-graham-1.html,*2011,North Carolina State,ACC,SR,WR,13.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,46.0,757.0,16.5,7.0,2.0,-5.0,-2.5,0.0,48.0,752.0,15.7,7.0,17.0,195.0,11.5,1.0,44.0,986.0,22.4,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tj-graham-1.html,Career,North Carolina State,,,,,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,99.0,1453.0,14.7,12.0,5.0,-9.0,-1.8,0.0,104.0,1444.0,13.9,12.0,66.0,628.0,9.5,2.0,137.0,3153.0,23.0,2.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jonas-gray-1.html,*2008,Notre Dame,Ind,FR,RB,8.0,,,,,,,,,,,,,,,,,,,21.0,90.0,4.3,0.0,21.0,90.0,4.3,0.0,,,,,2.0,9.0,4.5,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jonas-gray-1.html,2009,Notre Dame,Ind,SO,RB,8.0,,,,,,,,,,,,,,,4.0,54.0,13.5,0.0,34.0,119.0,3.5,0.0,38.0,173.0,4.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jonas-gray-1.html,*2010,Notre Dame,Ind,JR,RB,7.0,,,,,,,,,,,,,,,1.0,13.0,13.0,0.0,20.0,100.0,5.0,0.0,21.0,113.0,5.4,0.0,,,,,1.0,16.0,16.0,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jonas-gray-1.html,*2011,Notre Dame,Ind,SR,RB,11.0,,,,,,,,,,,,,,,6.0,38.0,6.3,0.0,114.0,791.0,6.9,12.0,120.0,829.0,6.9,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jonas-gray-1.html,Career,Notre Dame,,,,,,,,,,,,,,,,,,,11.0,105.0,9.5,0.0,189.0,1100.0,5.8,12.0,200.0,1205.0,6.0,12.0,,,,,3.0,25.0,8.3,0.0,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/cyrus-gray-1.html,2008,Texas A&M,Big 12,FR,RB,12.0,,,,,,,,,,,,,,,10.0,60.0,6.0,0.0,75.0,363.0,4.8,1.0,85.0,423.0,5.0,1.0,,,,,49.0,1169.0,23.9,1.0,,,,,,,,,,,,,,,,,,,
