NCAA_Link,Year,School,Conf,Class,Pos,G,Rush_Att,Rush_Yds,Rush_Avg,Rush_TD,Rec,Rec_Yds,Rec_Avg,Rec_TD,Scrim_Plays,Scrim_Yds,Scrim_Avg,Scrim_TD,Pass_Cmp,Pass_Att,Pass_Pct,Pass_Yds,Pass_Y/A,Pass_AY/A,Pass_TD,Pass_Int,Pass_Rate,Kick_Ret,Kick_ret_Yds,Kick_ret_Avg,Kick_ret_TD,Punt_Ret,Punt_ret_Yds,Punt_ret_Avg,Punt_ret_TD,Def_Solo_Tackles,Def_Ast_Tackles,Def_Tot_Tackles,Def_Loss_Tackles,Def_Sk,Def_Int,Def_Int_Yds,Def_Int_Avg,Def_Int_TD,Def_Int_PD,Def_FR,Def_Yds_Fumbles,Def_TD_Fumbles,Def_FF,Punts,Punt_Yds,Punt_Avg,Kick_XPM,Kick_XPA,Kick_XP_pct,Kick_FGM,Kick_FGA,Kick_FG_pct,Kick_Pts
https://www.sports-reference.com/cfb/players/shaun-alexander-1.html,1996,Alabama,SEC,,RB,11.0,77.0,589.0,7.6,6.0,7.0,53.0,7.6,0.0,84.0,642.0,7.6,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/shaun-alexander-1.html,1997,Alabama,SEC,,RB,9.0,90.0,415.0,4.6,3.0,4.0,37.0,9.3,0.0,94.0,452.0,4.8,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/shaun-alexander-1.html,1998,Alabama,SEC,,RB,11.0,258.0,1178.0,4.6,13.0,26.0,385.0,14.8,4.0,284.0,1563.0,5.5,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/shaun-alexander-1.html,1999,Alabama,SEC,,RB,11.0,302.0,1383.0,4.6,19.0,25.0,323.0,12.9,4.0,327.0,1706.0,5.2,23.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,90.0,45.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/shaun-alexander-1.html,Career,Alabama,,,,,727.0,3565.0,4.9,41.0,62.0,798.0,12.9,8.0,789.0,4363.0,5.5,49.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,90.0,45.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/lavar-arrington-1.html,1998,Penn State,Big Ten,,LB,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,16.0,8.0,1.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/lavar-arrington-1.html,1999,Penn State,Big Ten,,LB,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,27.0,27.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/lavar-arrington-1.html,Career,Penn State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,43.0,14.3,1.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/john-baker-3.html,1997,North Texas,Big West,,P,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,2925.0,47.2,,,,,,,
https://www.sports-reference.com/cfb/players/john-baker-3.html,1998,North Texas,Big West,,P,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,2783.0,42.2,,,,,,,
https://www.sports-reference.com/cfb/players/john-baker-3.html,1999,North Texas,Big West,,P,11.0,,,,,,,,,,,,,1.0,1.0,100.0,27.0,27.0,27.0,0.0,0.0,326.8,,,,,,,,,,,,,,,,,,,,,,,82.0,3535.0,43.1,,,,,,,
https://www.sports-reference.com/cfb/players/john-baker-3.html,Career,North Texas,,,,,,,,,,,,,,,,,1.0,1.0,100.0,27.0,27.0,27.0,0.0,0.0,326.8,,,,,,,,,,,,,,,,,,,,,,,210.0,9243.0,44.0,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-becht-1.html,*1996,West Virginia,Big East,,TE,6.0,,,,,10.0,140.0,14.0,1.0,10.0,140.0,14.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-becht-1.html,*1997,West Virginia,Big East,,TE,11.0,,,,,9.0,135.0,15.0,1.0,9.0,135.0,15.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-becht-1.html,*1998,West Virginia,Big East,,TE,12.0,,,,,29.0,393.0,13.6,4.0,29.0,393.0,13.6,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-becht-1.html,1999,West Virginia,Big East,,TE,11.0,,,,,35.0,510.0,14.6,5.0,35.0,510.0,14.6,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/anthony-becht-1.html,Career,West Virginia,,,,,,,,,83.0,1178.0,14.2,11.0,83.0,1178.0,14.2,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tom-brady-1.html,1996,Michigan,Big Ten,,QB,2.0,,,,,,,,,0.0,0.0,,0.0,3.0,5.0,60.0,26.0,5.2,-3.8,0.0,1.0,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tom-brady-1.html,1997,Michigan,Big Ten,,QB,4.0,2.0,-14.0,-7.0,0.0,,,,,2.0,-14.0,-7.0,0.0,12.0,15.0,80.0,103.0,6.9,6.9,0.0,0.0,137.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tom-brady-1.html,1998,Michigan,Big Ten,,QB,12.0,54.0,-105.0,-1.9,2.0,,,,,54.0,-105.0,-1.9,2.0,200.0,323.0,61.9,2427.0,7.5,7.0,14.0,10.0,133.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tom-brady-1.html,1999,Michigan,Big Ten,,QB,11.0,34.0,-31.0,-0.9,1.0,,,,,34.0,-31.0,-0.9,1.0,180.0,295.0,61.0,2217.0,7.5,7.7,16.0,6.0,138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tom-brady-1.html,Career,Michigan,,,,,90.0,-150.0,-1.7,3.0,,,,,90.0,-150.0,-1.7,3.0,395.0,638.0,61.9,4773.0,7.5,7.2,30.0,17.0,134.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ralph-brown-2.html,1996,Nebraska,Big 12,,DB,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,83.0,20.8,1.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ralph-brown-2.html,1997,Nebraska,Big 12,,DB,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,28.0,14.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ralph-brown-2.html,1998,Nebraska,Big 12,,DB,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,2.3,0.0,,,,,,2.0,60.0,30.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ralph-brown-2.html,1999,Nebraska,Big 12,,DB,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,1.0,,,,,,3.0,82.0,27.3,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ralph-brown-2.html,Career,Nebraska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7.0,2.3,1.0,,,,,,11.0,253.0,23.0,1.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/courtney-brown-1.html,1999,Penn State,Big Ten,,DL,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,25.0,25.0,1.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/courtney-brown-1.html,Career,Penn State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,25.0,25.0,1.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marc-bulger-1.html,*1996,West Virginia,Big East,,QB,6.0,3.0,-17.0,-5.7,0.0,,,,,3.0,-17.0,-5.7,0.0,19.0,42.0,45.2,352.0,8.4,8.7,3.0,1.0,134.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marc-bulger-1.html,*1997,West Virginia,Big East,,QB,12.0,52.0,-93.0,-1.8,2.0,1.0,-1.0,-1.0,0.0,53.0,-94.0,-1.8,2.0,192.0,323.0,59.4,2465.0,7.6,7.1,14.0,10.0,131.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marc-bulger-1.html,*1998,West Virginia,Big East,,QB,12.0,33.0,-92.0,-2.8,0.0,,,,,33.0,-92.0,-2.8,0.0,274.0,419.0,65.4,3607.0,8.6,9.0,31.0,10.0,157.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marc-bulger-1.html,1999,West Virginia,Big East,,QB,8.0,19.0,-124.0,-6.5,0.0,,,,,19.0,-124.0,-6.5,0.0,145.0,239.0,60.7,1729.0,7.2,5.7,11.0,13.0,125.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/marc-bulger-1.html,Career,West Virginia,,,,,107.0,-326.0,-3.0,2.0,1.0,-1.0,-1.0,0.0,108.0,-327.0,-3.0,2.0,630.0,1023.0,61.6,8153.0,8.0,7.6,59.0,34.0,140.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/plaxico-burress-1.html,1998,Michigan State,Big Ten,,WR,12.0,,,,,65.0,1013.0,15.6,8.0,65.0,1013.0,15.6,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/plaxico-burress-1.html,*1999,Michigan State,Big Ten,,WR,12.0,,,,,66.0,1142.0,17.3,12.0,66.0,1142.0,17.3,12.0,1.0,1.0,100.0,7.0,7.0,7.0,0.0,0.0,158.8,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/plaxico-burress-1.html,Career,Michigan State,,,,,,,,,131.0,2155.0,16.5,20.0,131.0,2155.0,16.5,20.0,1.0,1.0,100.0,7.0,7.0,7.0,0.0,0.0,158.8,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/trung-canidate-1.html,1996,Arizona,Pac-10,,WR,11.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,1.0,13.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/trung-canidate-1.html,1997,Arizona,Pac-10,,RB,8.0,138.0,804.0,5.8,4.0,3.0,24.0,8.0,0.0,141.0,828.0,5.9,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/trung-canidate-1.html,1998,Arizona,Pac-10,,RB,11.0,167.0,1220.0,7.3,10.0,9.0,191.0,21.2,0.0,176.0,1411.0,8.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/trung-canidate-1.html,1999,Arizona,Pac-10,,RB,12.0,253.0,1602.0,6.3,11.0,30.0,253.0,8.4,1.0,283.0,1855.0,6.6,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/trung-canidate-1.html,Career,Arizona,,,,,558.0,3626.0,6.5,25.0,42.0,468.0,11.1,1.0,600.0,4094.0,6.8,26.0,,,,,,,,,,,,,,1.0,13.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tyrone-carter-1.html,1996,Minnesota,Big Ten,,DB,11.0,,,,,,,,,,,,,,,,,,,,,,19.0,357.0,18.8,0.0,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tyrone-carter-1.html,1997,Minnesota,Big Ten,,DB,12.0,,,,,,,,,,,,,,,,,,,,,,17.0,455.0,26.8,0.0,,,,,,,,,,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tyrone-carter-1.html,1998,Minnesota,Big Ten,,DB,11.0,,,,,,,,,,,,,,,,,,,,,,13.0,347.0,26.7,1.0,,,,,,,,,,1.0,8.0,8.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tyrone-carter-1.html,*1999,Minnesota,Big Ten,,DB,12.0,,,,,,,,,,,,,,,,,,,,,,17.0,300.0,17.6,0.0,30.0,356.0,11.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/tyrone-carter-1.html,Career,Minnesota,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,1459.0,22.1,1.0,30.0,356.0,11.9,0.0,,,,,,3.0,8.0,2.7,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kwame-cavil-1.html,1997,Texas,Big 12,,WR,9.0,,,,,23.0,316.0,13.7,1.0,23.0,316.0,13.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kwame-cavil-1.html,1998,Texas,Big 12,,WR,11.0,2.0,2.0,1.0,0.0,51.0,775.0,15.2,3.0,53.0,777.0,14.7,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kwame-cavil-1.html,*1999,Texas,Big 12,,WR,13.0,1.0,-2.0,-2.0,0.0,100.0,1188.0,11.9,6.0,101.0,1186.0,11.7,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/kwame-cavil-1.html,Career,Texas,,,,,3.0,0.0,0.0,0.0,174.0,2279.0,13.1,10.0,177.0,2279.0,12.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/doug-chapman-1.html,*1997,Marshall,MAC,,RB,13.0,176.0,1060.0,6.0,11.0,17.0,108.0,6.4,1.0,193.0,1168.0,6.1,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/doug-chapman-1.html,*1998,Marshall,MAC,,RB,13.0,278.0,1265.0,4.6,17.0,26.0,279.0,10.7,3.0,304.0,1544.0,5.1,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/doug-chapman-1.html,1999,Marshall,MAC,,RB,12.0,164.0,686.0,4.2,12.0,24.0,321.0,13.4,1.0,188.0,1007.0,5.4,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/doug-chapman-1.html,Career,Marshall,,,,,618.0,3011.0,4.9,40.0,67.0,708.0,10.6,5.0,685.0,3719.0,5.4,45.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ike-charlton-1.html,1997,Virginia Tech,Big East,,DB,11.0,1.0,16.0,16.0,0.0,2.0,15.0,7.5,0.0,3.0,31.0,10.3,0.0,,,,,,,,,,17.0,352.0,20.7,0.0,,,,,,,,,,2.0,28.0,14.0,0.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ike-charlton-1.html,1998,Virginia Tech,Big East,,DB,11.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,7.0,154.0,22.0,0.0,,,,,,,,,,5.0,81.0,16.2,1.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ike-charlton-1.html,*1999,Virginia Tech,Big East,,DB,12.0,,,,,,,,,0.0,0.0,,0.0,,,,,,,,,,,,,,4.0,88.0,22.0,0.0,,,,,,1.0,34.0,34.0,1.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ike-charlton-1.html,Career,Virginia Tech,,,,,1.0,16.0,16.0,0.0,2.0,15.0,7.5,0.0,3.0,31.0,10.3,0.0,,,,,,,,,,24.0,506.0,21.1,0.0,4.0,88.0,22.0,0.0,,,,,,8.0,143.0,17.9,2.0,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-cole-2.html,1997,Texas A&M,Big 12,,WR,12.0,2.0,59.0,29.5,0.0,25.0,333.0,13.3,3.0,27.0,392.0,14.5,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-cole-2.html,1998,Texas A&M,Big 12,,WR,13.0,2.0,-14.0,-7.0,0.0,38.0,667.0,17.6,5.0,40.0,653.0,16.3,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-cole-2.html,1999,Texas A&M,Big 12,,WR,11.0,,,,,22.0,363.0,16.5,0.0,22.0,363.0,16.5,0.0,,,,,,,,,,2.0,38.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-cole-2.html,Career,Texas A&M,,,,,4.0,45.0,11.3,0.0,85.0,1363.0,16.0,8.0,89.0,1408.0,15.8,8.0,,,,,,,,,,2.0,38.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-coleman-1.html,1996,North Carolina State,ACC,,WR,11.0,,,,,15.0,284.0,18.9,1.0,15.0,284.0,18.9,1.0,,,,,,,,,,,,,,1.0,47.0,47.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-coleman-1.html,1997,North Carolina State,ACC,,WR,11.0,,,,,14.0,262.0,18.7,1.0,14.0,262.0,18.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-coleman-1.html,1998,North Carolina State,ACC,,WR,11.0,,,,,52.0,876.0,16.8,5.0,52.0,876.0,16.8,5.0,,,,,,,,,,,,,,1.0,30.0,30.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-coleman-1.html,1999,North Carolina State,ACC,,WR,9.0,1.0,0.0,0.0,0.0,41.0,487.0,11.9,1.0,42.0,487.0,11.6,1.0,,,,,,,,,,1.0,19.0,19.0,0.0,7.0,46.0,6.6,0.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/chris-coleman-1.html,Career,North Carolina State,,,,,1.0,0.0,0.0,0.0,122.0,1909.0,15.6,8.0,123.0,1909.0,15.5,8.0,,,,,,,,,,1.0,19.0,19.0,0.0,9.0,123.0,13.7,2.0,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/laveranues-coles-1.html,1996,Florida State,ACC,,RB,9.0,14.0,91.0,6.5,0.0,10.0,104.0,10.4,2.0,24.0,195.0,8.1,2.0,,,,,,,,,,5.0,124.0,24.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/laveranues-coles-1.html,1997,Florida State,ACC,,WR,11.0,6.0,41.0,6.8,0.0,21.0,384.0,18.3,1.0,27.0,425.0,15.7,1.0,,,,,,,,,,8.0,169.0,21.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/laveranues-coles-1.html,1998,Florida State,ACC,,WR,11.0,15.0,128.0,8.5,1.0,19.0,397.0,20.9,3.0,34.0,525.0,15.4,4.0,,,,,,,,,,13.0,369.0,28.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/laveranues-coles-1.html,1999,Florida State,ACC,,WR,4.0,,,,,12.0,179.0,14.9,1.0,12.0,179.0,14.9,1.0,,,,,,,,,,6.0,154.0,25.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/laveranues-coles-1.html,Career,Florida State,,,,,35.0,260.0,7.4,1.0,62.0,1064.0,17.2,7.0,97.0,1324.0,13.6,8.0,,,,,,,,,,32.0,816.0,25.5,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/casey-crawford-1.html,1996,Virginia,ACC,,TE,11.0,,,,,4.0,71.0,17.8,0.0,4.0,71.0,17.8,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/casey-crawford-1.html,1997,Virginia,ACC,,TE,4.0,,,,,10.0,110.0,11.0,0.0,10.0,110.0,11.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/casey-crawford-1.html,1998,Virginia,ACC,,TE,9.0,,,,,11.0,136.0,12.4,0.0,11.0,136.0,12.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/casey-crawford-1.html,1999,Virginia,ACC,,TE,6.0,,,,,11.0,183.0,16.6,1.0,11.0,183.0,16.6,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/casey-crawford-1.html,Career,Virginia,,,,,,,,,36.0,500.0,13.9,1.0,36.0,500.0,13.9,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jajuan-dawson-1.html,1996,Tulane,CUSA,,WR,11.0,,,,,18.0,211.0,11.7,1.0,18.0,211.0,11.7,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jajuan-dawson-1.html,1997,Tulane,CUSA,,WR,8.0,,,,,52.0,839.0,16.1,10.0,52.0,839.0,16.1,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jajuan-dawson-1.html,*1998,Tulane,CUSA,,WR,12.0,,,,,74.0,1030.0,13.9,12.0,74.0,1030.0,13.9,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jajuan-dawson-1.html,1999,Tulane,CUSA,,WR,10.0,1.0,3.0,3.0,0.0,96.0,1051.0,10.9,8.0,97.0,1054.0,10.9,8.0,,,,,,,,,,14.0,328.0,23.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/jajuan-dawson-1.html,Career,Tulane,,,,,1.0,3.0,3.0,0.0,240.0,3131.0,13.0,31.0,241.0,3134.0,13.0,31.0,,,,,,,,,,14.0,328.0,23.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ron-dayne-1.html,*1996,Wisconsin,Big Ten,,RB,13.0,325.0,2109.0,6.5,21.0,14.0,133.0,9.5,0.0,339.0,2242.0,6.6,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ron-dayne-1.html,*1997,Wisconsin,Big Ten,,RB,11.0,263.0,1457.0,5.5,15.0,10.0,117.0,11.7,0.0,273.0,1574.0,5.8,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ron-dayne-1.html,*1998,Wisconsin,Big Ten,,RB,11.0,295.0,1525.0,5.2,15.0,6.0,45.0,7.5,0.0,301.0,1570.0,5.2,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ron-dayne-1.html,1999,Wisconsin,Big Ten,,RB,12.0,337.0,2034.0,6.0,20.0,1.0,9.0,9.0,0.0,338.0,2043.0,6.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ron-dayne-1.html,Career,Wisconsin,,,,,1220.0,7125.0,5.8,71.0,31.0,304.0,9.8,0.0,1251.0,7429.0,5.9,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/reuben-droughns-1.html,*1998,Oregon,Pac-10,,RB,5.0,112.0,824.0,7.4,9.0,3.0,44.0,14.7,2.0,115.0,868.0,7.5,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/reuben-droughns-1.html,*1999,Oregon,Pac-10,,RB,12.0,277.0,1234.0,4.5,9.0,17.0,163.0,9.6,1.0,294.0,1397.0,4.8,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/reuben-droughns-1.html,Career,Oregon,,,,,389.0,2058.0,5.3,18.0,20.0,207.0,10.4,3.0,409.0,2265.0,5.5,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ron-dugans-1.html,1995,Florida State,ACC,,WR,11.0,,,,,14.0,157.0,11.2,0.0,14.0,157.0,11.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ron-dugans-1.html,1996,Florida State,ACC,,WR,11.0,,,,,7.0,66.0,9.4,1.0,7.0,66.0,9.4,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ron-dugans-1.html,1997,Florida State,ACC,,WR,2.0,,,,,3.0,37.0,12.3,0.0,3.0,37.0,12.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ron-dugans-1.html,1998,Florida State,ACC,,WR,12.0,,,,,38.0,616.0,16.2,3.0,38.0,616.0,16.2,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ron-dugans-1.html,1999,Florida State,ACC,,WR,10.0,,,,,43.0,644.0,15.0,3.0,43.0,644.0,15.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.sports-reference.com/cfb/players/ron-dugans-1.html,Career,Florida State,,,,,,,,,105.0,1520.0,14.5,7.0,105.0,1520.0,14.5,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
