Combine_Year,Player_ID,Top_Talent,Rnd,Round_Cat,Pick,Draft_Team,Player,AV,Exp_AV,Success,Class,Underclassman,Pos,Pos_Group,Pos_Type,Draft_age,School,Conf,Power_Conf,Ht,Wt,BMI,Arm_length,Hand_size,40yd,Speed_Score,HASS,Vertical,Vertical_Jump_Power,Bench,Exp_Bench,Bench_Diff,BroadJump,Broad_Jump_Power,3Cone,Shuttle,Quix_Score,School_Off_Rnk,School_Def_Rnk,School_Off_Rating,School_Def_Rating,School_Rating,Consensus_AA,Dominator_Rating_Prior,Dominator_Rating_Draft,Pass_Att_PG_Prior,Pass_Att_PG_Draft,Pass_Cmp_PG_Prior,Pass_Cmp_PG_Draft,Pass_Pct_Prior,Pass_Pct_Draft,Pass_Yds_PG_Prior,Pass_Yds_PG_Draft,Pass_TD_PG_Prior,Pass_TD_PG_Draft,Pass_Int_PG_Prior,Pass_Int_PG_Draft,Pass_YA_Prior,Pass_YA_Draft,Pass_AYA_Prior,Pass_AYA_Draft,Pass_Rate_Prior,Pass_Rate_Draft,Rush_Att_PG_Prior,Rush_Att_PG_Draft,Rush_Yds_PG_Prior,Rush_Yds_PG_Draft,Rush_Avg_Prior,Rush_Avg_Draft,Rush_TD_PG_Prior,Rush_TD_PG_Draft,Rec_PG_Prior,Rec_PG_Draft,Rec_Yds_PG_Prior,Rec_Yds_PG_Draft,Rec_TD_PG_Prior,Rec_TD_PG_Draft,Scrim_Yds_PG_Prior,Scrim_Yds_PG_Draft,Scrim_TD_PG_Prior,Scrim_TD_PG_Draft,Kick_FGA_PG_Prior,Kick_FGA_PG_Draft,Kick_FGM_PG_Prior,Kick_FGM_PG_Draft,Kick_FG_pct_Prior,Kick_FG_pct_Draft,Kick_XPA_PG_Prior,Kick_XPA_PG_Draft,Kick_XPM_PG_Prior,Kick_XPM_PG_Draft,Kick_XP_pct_Prior,Kick_XP_pct_Draft,Non_offensive_TD_PG_Prior,Non_offensive_TD_PG_Draft,Def_Solo_Tackles_PG_Prior,Def_Solo_Tackles_PG_Draft,Def_Ast_Tackles_PG_Prior,Def_Ast_Tackles_PG_Draft,Def_Tot_Tackles_PG_Prior,Def_Tot_Tackles_PG_Draft,Def_Loss_Tackles_PG_Prior,Def_Loss_Tackles_PG_Draft,Def_Sk_PG_Prior,Def_Sk_PG_Draft,Def_Int_PG_Prior,Def_Int_PG_Draft,Def_PD_PG_Prior,Def_PD_PG_Draft,Def_FF_PG_Prior,Def_FF_PG_Draft,Def_FR_PG_Prior,Def_FR_PG_Draft,Def_Int_TD_PG_Prior,Def_Int_TD_PG_Draft,Def_TD_Fumbles_PG_Prior,Def_TD_Fumbles_PG_Draft
2003,paul-arnold-1,0,8,Undrafted,999,Undrafted,Paul Arnold,NULL,NULL,Success,SR,0,WR,Receivers,Offense,NULL,Washington,Pac-10,1,73,213,28.1,NULL,NULL,4.53,101.16,100.13,40.5,8565.13,NULL,16.6,NULL,131,22518.24,6.84,4.11,103.71,32,60,5.35,3.01,8.36,0,0.24,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.08,-0.55,-0.31,-6,-4,0,0,3.91,2.85,59,39.77,0.36,0.38,58.45,39.46,0.36,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,paul-dawson-1,1,3,Rounds 1-3,99,CIN,Paul Dawson,1,6.9,Bust,SR,0,ILB,LB,Defense,22,Texas Christian,Big 12,1,72,235,31.87,31.5,9.5,4.93,79.56,77.14,28,7089.88,21,20.1,0.9,109,19578.29,NULL,4.49,NULL,2,8,11.2,7.76,18.96,1,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6.23,4.55,4.23,9.55,10.46,1,1.54,0.05,0.46,0.09,0.31,0.27,0.38,0.09,0.15,0,0.23,0,0.08,0,0
2008,paul-hubbard-1,0,6,Rounds 4-7,191,CLE,Paul Hubbard,0,1.4,Bust,SR,0,WR,Receivers,Offense,23,Wisconsin,Big Ten,1,75,221,27.62,33.25,8.5,4.49,108.75,112.1,29.5,7033.52,15,16.1,-1.1,126,21911.7,NULL,NULL,NULL,50,37,3.06,2.25,5.31,0,0.12,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,1.75,35.06,38.13,0.28,0,35.06,38.13,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,paul-kruger-1,1,2,Rounds 1-3,57,BAL,Paul Kruger,32,11.9,Success,SO,1,DE,DL,Defense,23,Utah,MWC,1,76,263,32.01,NULL,NULL,4.79,99.92,105.06,32.5,8358.91,24,20.5,3.5,108,19999.35,7.52,4.47,89.08,15,12,8.13,5.65,13.79,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85,2.38,3,2.31,4.85,4.69,0.58,1.27,0.23,0.58,0.08,0.08,0,0,0,0,0,0,0,0,0,0
2016,paul-perkins-1,0,5,Rounds 4-7,149,NYG,Paul Perkins,5,3.5,Success,JR,1,RB,OB,Offense,21,UCLA,Pac-12,1,70,208,29.84,31.625,9,4.54,97.92,91.01,32,7151.89,19,18.2,0.8,124,21336.27,NULL,NULL,NULL,45,55,4.04,4.7,8.73,0,0.19,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.77,18.23,82.5,103.31,5.59,5.7,0.58,1.08,1.92,2.31,19.12,18.62,0.08,0.08,101.62,121.92,0.65,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.08,0.04,0,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,paul-pinegar-1,0,8,Undrafted,999,Undrafted,Paul Pinegar,NULL,NULL,Success,SR,0,QB,QB,Offense,NULL,Fresno State,WAC,0,77,232,27.51,31.25,9.75,5.1,68.59,73.54,29,7182.42,NULL,15.9,NULL,110,19670.84,7.36,4.49,82.36,6,32,4.43,1.28,5.72,0,NULL,NULL,27.47,32,16.03,20.38,0.58,63.7,188.92,256.54,1.5,2.31,0.94,1.15,6.88,8,6.42,7.8,127.25,147.6,4.28,3.54,-1.39,4.54,-0.32,1.3,0.14,0.23,0.06,0,-0.28,0,0,0,-1.67,4.54,0.14,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,paul-posluszny-1,1,2,Rounds 1-3,34,BUF,Paul Posluszny,59,16.7,Success,SR,0,OLB,LB,Defense,22,Penn State,Big Ten,1,74,238,30.55,33.75,9.5,4.7,97.55,98.54,37,8539.11,22,18.9,3.1,116,20719.17,6.94,4.2,108.18,72,9,-2.04,8.93,6.89,1,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.37,5.31,1.93,3.62,4.3,8.92,0.41,0.73,0.11,0.23,0.07,0,0.11,0.31,0,0.15,0,0,0.04,0,0,0
2014,paul-richardson-1,1,2,Rounds 1-3,45,SEA,Paul Richardson,14,14.1,Bust,JR,1,WR,Receivers,Offense,22,Colorado,Pac-12,1,72,175,23.73,32.63,8.88,4.4,93.38,90.54,38,7399,NULL,12.6,NULL,124,20658.31,7.09,NULL,NULL,94,118,0.13,-2.12,-1.99,0,0.22,0.49,0,0.17,0,0.08,0,50,0,6.25,0,0.08,0,0,0,37.5,0,47.5,0,530,0.38,0.08,1.48,0.58,3.88,7,0,0,3.48,6.92,50.9,111.92,0.52,0.83,52.38,112.5,0.52,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,paul-smith-2,0,8,Undrafted,999,Undrafted,Paul Smith,NULL,NULL,Success,SR,0,QB,QB,Offense,NULL,Tulsa,CUSA,0,73,208,27.44,31.63,9.75,4.95,69.29,68.58,26.5,6303.91,NULL,16,NULL,111,19331.96,7.02,4.29,88.98,6,101,7.32,-7.22,0.1,0,NULL,NULL,22.67,38.86,14.58,23.36,0.64,60.1,177.91,361.79,1.09,3.36,0.48,1.36,7.85,9.3,7.85,9.5,141.84,159.8,6.76,7.5,16.58,8.5,2.45,1.1,0.45,0.93,0,0,0,0,0,0,16.58,8.5,0.45,0.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.07,0,0,0.03,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,paul-smith-6,0,5,Rounds 4-7,132,SFO,Paul Smith,3,4.5,Bust,NULL,N/A,FB,OB,Offense,22,UTEP,WAC,0,71,220,30.68,31,9.25,4.65,94.11,89.35,26.5,6550.44,25,18.9,6.1,111,19578.49,7.02,4.29,94.12,NULL,NULL,0.73,-7.93,-7.2,0,NULL,NULL,0,0.08,0,0.08,0,100,0,1.92,0,0,0,0,0,23,0,23,0,293.2,10.34,22.67,40.03,104.83,3.87,4.6,0.13,1,0.72,0.58,8.19,7,0,0.08,48.22,111.83,0.13,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,paul-soliai-1,0,4,Rounds 4-7,108,MIA,Paul Soliai,41,6.2,Success,SR,0,DT,DL,Defense,23,Utah,MWC,1,76,344,41.87,34,9.75,5.1,101.7,106.93,29.5,9560.46,NULL,30.6,NULL,103,20892.54,7.66,4.69,103.51,33,38,2.18,1.14,3.32,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,1,0.36,2,0.45,3,0.14,0.29,0.09,0.17,0,0,0,0.33,0,0.08,0,0,0,0,0,0
2007,paul-thompson-1,0,8,Undrafted,999,Undrafted,Paul Thompson,NULL,NULL,Success,SR,0,WR,Receivers,Offense,NULL,Oklahoma,Big 12,1,76,216,26.29,NULL,NULL,4.62,94.82,99.7,33.5,7547.51,NULL,14.7,NULL,127,21963.16,6.81,4.11,106.33,19,19,5.49,7.27,12.75,0,NULL,NULL,2.61,24,1.5,14.57,0.58,60.7,15.29,190.5,0.14,1.57,0.11,0.79,5.86,7.9,5.11,7.8,116.65,142.4,1.25,5.07,6.57,10.79,5.26,2.1,0.11,0.21,0.39,0,3.79,0,0,0,10.36,10.79,0.11,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.07,0,0,0.04,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,paul-williams-2,1,3,Rounds 1-3,80,TEN,Paul Williams,0,8.7,Bust,SR,0,WR,Receivers,Offense,23,Fresno State,WAC,0,73,205,27.04,36,10.25,4.45,104.55,103.49,38.5,8092.42,NULL,15.6,NULL,125,21428.81,7.03,4.24,88.95,64,98,-1.55,-4.21,-5.76,0,0.08,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.86,4.06,6.86,12.6,8,0.03,0,1.65,3,26.42,32.71,0.23,0.14,30.48,39.57,0.26,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.13,0.29,0.03,0,0.16,0.29,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,paxton-lynch-1,1,1,Rounds 1-3,26,DEN,Paxton Lynch,2,19.2,Bust,JR,1,QB,QB,Offense,22,Memphis,American,0,79,244,27.48,34.25,10.25,4.86,87.47,97.47,36,8508.2,NULL,15.9,NULL,118,21150.79,7.14,4.26,101.13,11,66,5.99,0.55,6.55,0,NULL,NULL,30.48,34.08,18.48,22.77,0.61,66.8,203.48,290.46,1.24,2.15,0.76,0.31,6.68,8.5,6.37,9.4,125.15,157.5,8.04,6.69,17.92,18.38,2.23,2.7,0.6,0.15,0,0,0,0,0,0,17.92,18.38,0.6,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.23,0.12,0,0.32,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,percy-harvin-1,1,1,Rounds 1-3,22,MIN,Percy Harvin,43,20.6,Success,JR,1,WR,Receivers,Offense,21,Florida,SEC,1,71,192,26.78,NULL,NULL,4.39,103.39,98.16,NULL,NULL,19,15.5,3.5,NULL,NULL,NULL,NULL,NULL,4,4,11.01,14.36,25.37,0,0.17,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.17,5.83,49.67,55,9.61,9.4,0.38,0.83,3.88,3.33,53.54,53.67,0.25,0.58,103.21,108.67,0.63,1.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,peria-jerry-1,1,1,Rounds 1-3,24,ATL,Peria Jerry,14,19.9,Bust,SR,0,DT,DL,Defense,25,Ole Miss,SEC,1,74,299,38.39,NULL,NULL,4.98,97.23,98.22,NULL,NULL,NULL,26.5,NULL,NULL,NULL,NULL,NULL,NULL,28,20,6.42,5.69,12.11,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08,2.08,1.12,2,3.19,4.08,0.58,1.5,0.17,0.58,0.04,0,0,0.08,0,0.17,0,0.08,0,0,0,0.08
2011,pernell-mcphee-1,0,5,Rounds 4-7,165,BAL,Pernell McPhee,23,2.6,Success,SR,0,DE,DL,Defense,22,Mississippi State,SEC,1,75,278,34.74,34.38,9,4.91,95.66,98.61,28.5,8050.37,20,23.1,-3.1,107,20153.34,7.13,4.59,103.14,49,21,0.13,8.98,9.11,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,1.08,2,1.62,4.67,2.69,1,0.77,0.42,0.15,0,0,0.25,0.31,0.08,0.08,0,0,0,0,0,0
2010,perrish-cox-1,0,5,Rounds 4-7,137,DEN,Perrish Cox,19,4.2,Success,SR,0,CB,DB,Defense,23,Oklahoma State,Big 12,1,71,195,27.19,NULL,NULL,4.58,88.63,84.15,32.5,6961.91,12,15.8,-3.8,113,19373.24,NULL,NULL,NULL,56,31,2.24,5.76,8.01,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13,0.09,1.97,3,0.61,0.27,2.58,3.27,0.03,0.09,0,0,0.16,0.36,0,0,0,0,0,0,0,0,0,0
2010,perry-riley-1,0,4,Rounds 4-7,103,WAS,Perry Riley,30,6.6,Success,SR,0,OLB,LB,Defense,22,LSU,SEC,1,73,239,31.53,NULL,NULL,4.69,98.8,97.79,35.5,8328.39,NULL,19.8,NULL,119,21202.25,6.97,4.25,105.57,77,11,2.28,10.42,12.7,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,3.08,1.21,4.38,2.59,7.46,0.25,0.35,0.06,0,0.03,0.08,0,0,0,0,0,0,0,0,0,0
2002,pete-rebstock-1,0,8,Undrafted,999,Undrafted,Pete Rebstock,NULL,NULL,Success,SR,0,WR,Receivers,Offense,NULL,Colorado State,MWC,0,69,190,28.06,NULL,NULL,4.5,92.67,84.29,NULL,NULL,NULL,16.7,NULL,NULL,NULL,NULL,NULL,NULL,82,41,-0.68,2.59,1.91,0,0.28,0.3,0.06,0.11,0.03,0,0.5,0,0.13,0,0.03,0,0,0,2,0,12,0,231.8,0,0.13,0.33,-0.23,1.11,-1.75,3.3,0,0,3.32,3.11,47.19,60.67,0.32,0.33,46.97,61.78,0.32,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,peter-kalambayi-1,0,6,Rounds 4-7,214,HOU,Peter Kalambayi,2,0.4,Success,SR,0,OLB,LB,Defense,23,Stanford,Pac-12,1,75,252,31.49,33.5,9,4.57,115.55,119.1,34,8364.19,19,19.9,-0.9,121,21777.68,7.13,4.36,101.21,38,35,5.73,5.11,10.84,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1,2.43,1.26,1.71,3.36,4.14,0.51,0.5,0.37,0.29,0.03,0,0.15,0.07,0.03,0,0,0,0,0,0,0
2000,peter-sirmon-1,0,4,Rounds 4-7,128,TEN,Peter Sirmon,25,4.8,Success,SR,0,ILB,LB,Defense,23,Oregon,Pac-10,1,74,246,31.58,31.13,9.63,4.84,89.66,90.57,34.5,8318.02,20,19.9,0.1,115,20729.35,7.21,4.27,99.14,NULL,NULL,6.88,1.29,8.17,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.17,0,0,0,0,0,0,0,0,0,0
2000,peter-warrick-1,1,1,Rounds 1-3,4,CIN,Peter Warrick,28,32.6,Bust,SR,0,WR,Receivers,Offense,23,Florida State,ACC,1,71,194,27.05,NULL,NULL,4.58,88.18,83.72,NULL,NULL,NULL,15.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,13.05,10.44,23.5,1,NULL,NULL,0.09,0.33,0.04,0.11,0.5,33.3,1.33,3.89,0.02,0.11,0,0,15,11.7,20,18.3,258.5,241.3,0.56,1.78,2.04,10.67,3.68,6,0.02,0.33,3.02,7.89,57.4,103.78,0.53,0.89,59.44,114.44,0.56,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,peyton-barber-1,0,8,Undrafted,999,Undrafted,Peyton Barber,NULL,NULL,Success,SO,1,RB,OB,Offense,NULL,Auburn,SEC,1,70,228,32.71,30.25,9.375,4.64,98.38,91.43,32.5,7639.87,20,20.7,-0.7,111,19742.84,7,4.21,101.07,74,76,2.89,4.27,7.16,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18.31,10.8,78.23,5.4,4.3,0,1,0,0.85,0,8.62,0,0,10.8,86.85,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0,0,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,peyton-hillis-1,0,7,Rounds 4-7,227,DEN,Peyton Hillis,21,0.1,Success,SR,0,FB,OB,Offense,22,Arkansas,SEC,1,73,240,31.66,31.13,9,4.64,103.55,102.5,30.5,7578.04,26,19.9,6.1,117,20914.44,7.15,NULL,NULL,13,55,7.99,0.92,8.91,0,0.12,0.14,0.03,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,4.77,19.74,26.69,4.34,5.6,0.32,0.15,2.23,3.77,21.23,41.31,0.19,0.38,40.97,68,0.52,0.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.08,0,0,0.1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,pharaoh-brown-1,0,8,Undrafted,999,Undrafted,Pharaoh Brown,NULL,NULL,Success,SR,0,TE,Receivers,Offense,NULL,Oregon,Pac-12,1,78,255,29.46,35.625,10.375,NULL,NULL,NULL,34,8425.83,24,18,6,NULL,NULL,NULL,4.62,NULL,27,126,11.12,-10.42,0.7,0,0.04,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,3.67,21.67,47.33,0.3,0.56,21.67,47.33,0.3,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,pharoh-cooper-1,0,4,Rounds 4-7,117,LAR,Pharoh Cooper,5,5.5,Bust,JR,1,WR,Receivers,Offense,21,South Carolina,SEC,1,71,203,28.31,32.25,9.125,4.52,97.27,92.35,31,6894.99,15,16.8,-1.8,115,19845.95,NULL,NULL,NULL,110,70,-0.43,-1.75,-2.18,0,0.31,0.43,0.62,0.42,0.38,0.17,0.63,40,6,0.92,0.15,0.08,0,0,9.75,2.2,14.75,6.2,226.9,124.5,2.08,2,15.38,9.25,7.41,4.6,0.15,0.08,5.31,5.5,87.38,81.08,0.69,0.67,102.77,90.33,0.85,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,phil-haynes-1,0,4,Rounds 4-7,124,SEA,Phil Haynes,0,5,Bust,SR,0,OG,OL,Offense,23,Wake Forest,ACC,1,76,322,39.19,33.5,9.5,5.2,88.08,92.61,31,9339.76,33,27.8,5.2,108,21211.46,7.76,4.95,86.37,37,102,4.56,-2.15,2.41,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,philip-lutzenkirchen-1,0,8,Undrafted,999,Undrafted,Philip Lutzenkirchen,NULL,NULL,Success,SR,0,TE,Receivers,Offense,NULL,Auburn,SEC,1,75,258,32.24,33.28,10.28,4.94,86.64,89.31,30.5,7947.84,21,20.7,0.3,112,20513.34,7.15,4.35,103.26,114,66,-6.65,5.72,-0.92,0,0.14,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16,2.5,12.87,23.17,0.37,0,12.87,23.17,0.37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0,0,0,0,0
2004,philip-rivers-1,1,1,Rounds 1-3,4,NYG,Philip Rivers,145,32.6,Success,SR,0,QB,QB,Offense,22,North Carolina State,ACC,1,77,229,27.15,32.13,9.25,5.08,68.77,73.74,NULL,NULL,NULL,15.6,NULL,NULL,NULL,NULL,NULL,NULL,8,81,13.25,-2.84,10.41,0,NULL,NULL,34.08,37.15,20.53,26.77,0.6,72,249.81,345.46,1.69,2.62,0.75,0.54,7.33,9.3,7.33,10.1,133.8,170.5,4.83,6,-0.36,8.38,-0.07,1.4,0.39,0.23,0.06,0.08,0.61,-0.38,0.03,0,0.25,8,0.42,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,philip-wheeler-1,1,3,Rounds 1-3,93,IND,Philip Wheeler,29,7.5,Success,SR,0,ILB,LB,Defense,23,Georgia Tech,ACC,1,74,248,31.84,33,9.75,4.76,96.62,97.6,31,7819.48,24,20.2,3.8,118,21232.97,7.11,4.29,102.79,69,21,0.34,3.59,3.94,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.42,3.54,2.5,3.31,5.92,6.85,1,0.69,0.52,0.46,0.15,0,0.19,0.38,0.04,0.08,0.04,0.08,0,0,0,0
2002,phillip-buchanon-1,1,1,Rounds 1-3,17,OAK,Phillip Buchanon,34,22.8,Success,JR,1,CB,DB,Defense,21,Miami (FL),Big East,1,70,186,26.69,NULL,NULL,4.31,107.8,100.2,NULL,NULL,NULL,15.5,NULL,NULL,NULL,NULL,NULL,NULL,3,1,9.65,16.52,26.17,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18,0,0,0,0,0,0,0,0,0,0,0.18,0.45,0,0,0,0,0,0,0.09,0.09,0.09,0
2010,phillip-dillard-1,0,4,Rounds 4-7,115,NYG,Phillip Dillard,0,5.7,Bust,SR,0,ILB,LB,Defense,23,Nebraska,Big 12,1,72,245,33.22,NULL,NULL,4.65,104.81,101.61,31.5,7834.94,NULL,21.3,NULL,106,19321.2,7.16,4.43,95.05,75,1,-3.4,14.81,11.41,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,3.75,1.36,3.17,2.73,6.92,0.09,0.88,0.02,0.25,0,0.08,0.09,0,0,0,0,0,0,0,0,0
2015,phillip-dorsett-1,1,1,Rounds 1-3,29,IND,Phillip Dorsett,14,18.2,Bust,SR,0,WR,Receivers,Offense,22,Miami (FL),ACC,1,70,185,26.54,30.25,9.38,4.33,105.26,97.83,37,7450.27,13,15.4,-2.4,122,20555.4,6.7,4.11,94.83,63,36,1.26,6.78,8.04,0,0.11,0.33,0.1,0,0.1,0,1,0,1.35,0,0.03,0,0,0,14,0,20.67,0,327.6,0,0.16,0.17,0.26,-0.5,1.6,-3,0,0,2.74,3,40.68,72.58,0.23,0.83,40.94,72.08,0.23,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.25,0.06,0,0.1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,phillip-gaines-1,1,3,Rounds 1-3,87,KAN,Phillip Gaines,8,8,Success,SR,0,CB,DB,Defense,23,Rice,CUSA,0,72,193,26.17,31.88,9.63,4.38,104.88,101.69,36.5,7537.53,11,14.9,-3.9,122,20719.75,6.62,4.04,104.62,61,42,-0.25,0.39,0.15,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,1.85,1.16,0.92,5.56,2.77,0.28,0.31,0.08,0,0,0.31,1.16,0.69,0.04,0,0.08,0.08,0,0,0.08,0
