Combine_Year,Player_ID,Top_Talent,Rnd,Round_Cat,Pick,Draft_Team,Player,AV,Exp_AV,Success,Class,Underclassman,Pos,Pos_Group,Pos_Type,Draft_age,School,Conf,Power_Conf,Ht,Wt,BMI,Arm_length,Hand_size,40yd,Speed_Score,HASS,Vertical,Vertical_Jump_Power,Bench,Exp_Bench,Bench_Diff,BroadJump,Broad_Jump_Power,3Cone,Shuttle,Quix_Score,School_Off_Rnk,School_Def_Rnk,School_Off_Rating,School_Def_Rating,School_Rating,Consensus_AA,Dominator_Rating_Prior,Dominator_Rating_Draft,Pass_Att_PG_Prior,Pass_Att_PG_Draft,Pass_Cmp_PG_Prior,Pass_Cmp_PG_Draft,Pass_Pct_Prior,Pass_Pct_Draft,Pass_Yds_PG_Prior,Pass_Yds_PG_Draft,Pass_TD_PG_Prior,Pass_TD_PG_Draft,Pass_Int_PG_Prior,Pass_Int_PG_Draft,Pass_YA_Prior,Pass_YA_Draft,Pass_AYA_Prior,Pass_AYA_Draft,Pass_Rate_Prior,Pass_Rate_Draft,Rush_Att_PG_Prior,Rush_Att_PG_Draft,Rush_Yds_PG_Prior,Rush_Yds_PG_Draft,Rush_Avg_Prior,Rush_Avg_Draft,Rush_TD_PG_Prior,Rush_TD_PG_Draft,Rec_PG_Prior,Rec_PG_Draft,Rec_Yds_PG_Prior,Rec_Yds_PG_Draft,Rec_TD_PG_Prior,Rec_TD_PG_Draft,Scrim_Yds_PG_Prior,Scrim_Yds_PG_Draft,Scrim_TD_PG_Prior,Scrim_TD_PG_Draft,Kick_FGA_PG_Prior,Kick_FGA_PG_Draft,Kick_FGM_PG_Prior,Kick_FGM_PG_Draft,Kick_FG_pct_Prior,Kick_FG_pct_Draft,Kick_XPA_PG_Prior,Kick_XPA_PG_Draft,Kick_XPM_PG_Prior,Kick_XPM_PG_Draft,Kick_XP_pct_Prior,Kick_XP_pct_Draft,Non_offensive_TD_PG_Prior,Non_offensive_TD_PG_Draft,Def_Solo_Tackles_PG_Prior,Def_Solo_Tackles_PG_Draft,Def_Ast_Tackles_PG_Prior,Def_Ast_Tackles_PG_Draft,Def_Tot_Tackles_PG_Prior,Def_Tot_Tackles_PG_Draft,Def_Loss_Tackles_PG_Prior,Def_Loss_Tackles_PG_Draft,Def_Sk_PG_Prior,Def_Sk_PG_Draft,Def_Int_PG_Prior,Def_Int_PG_Draft,Def_PD_PG_Prior,Def_PD_PG_Draft,Def_FF_PG_Prior,Def_FF_PG_Draft,Def_FR_PG_Prior,Def_FR_PG_Draft,Def_Int_TD_PG_Prior,Def_Int_TD_PG_Draft,Def_TD_Fumbles_PG_Prior,Def_TD_Fumbles_PG_Draft
2011,curtis-marsh-1,1,3,Rounds 1-3,90,PHI,Curtis Marsh,1,7.7,Bust,SR,0,CB,DB,Defense,23,Utah State,WAC,0,72,197,26.72,32,9,4.42,103.23,100.09,37.5,7773.89,12,15.3,-3.3,123,20956.1,6.87,4.07,96.27,95,101,-3.18,-4.46,-7.64,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,3.08,0.75,0.67,2.67,3.75,0,0.08,0,0,0.08,0.17,0,0,0,0,0,0,0,0,0,0
2009,curtis-painter-1,0,6,Rounds 4-7,201,IND,Curtis Painter,2,1,Success,SR,0,QB,QB,Offense,24,Purdue,Big Ten,1,75,225,28.12,NULL,9.25,4.87,80,82.46,29,7038.61,NULL,16.6,NULL,102,18293.6,7,4.48,90.68,70,64,-1.12,0.58,-0.54,0,NULL,NULL,35.25,37.9,21.11,22.7,0.6,59.9,243.42,240,1.5,1.3,0.97,1.1,6.91,6.3,6.52,5.7,126.42,118.6,5.03,4.4,9.39,1,1.87,0.2,0.36,0,0,0.1,0.03,1.8,0,0,9.42,2.8,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0.2,0,0,0.06,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,curtis-samuel-1,1,2,Rounds 1-3,40,CAR,Curtis Samuel,12,15.2,Bust,JR,1,WR,Receivers,Offense,21,Ohio State,Big Ten,1,71,196,27.33,31.25,9.5,4.31,113.6,107.85,37,7676.25,18,16,2,119,20318.85,7.09,4.33,80.67,13,3,3.69,15.13,18.82,0,0.07,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78,7.46,19.07,59.31,6.87,7.9,0.26,0.62,1.22,5.69,14.22,66.54,0.07,0.54,33.3,125.85,0.33,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.08,0.15,0,0.3,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,curtis-taylor-1,0,7,Rounds 4-7,219,SFO,Curtis Taylor,1,0.2,Success,SR,0,FS,DB,Defense,24,LSU,SEC,1,74,209,26.83,NULL,NULL,4.49,102.85,103.9,37.5,8020.42,13,15.3,-2.3,129,22127.7,7.25,4.23,84.23,30,56,6,-0.09,5.91,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.85,0.86,1.46,1.86,3.31,0.03,0.08,0.03,0.08,0.08,0.15,0.05,0,0,0,0,0,0,0,0,0
2020,curtis-weaver-1,0,5,Rounds 4-7,164,MIA,Curtis Weaver,0,2.7,Bust,JR,1,DE,DL,Defense,NULL,Boise State,MWC,0,74,265,34.02,32.375,10,NULL,NULL,NULL,32.5,8400,NULL,22.3,NULL,116,21273.87,7,4.27,114.99,19,31,4.18,4.76,8.94,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.54,2.29,1.38,1.43,2.92,3.71,1.08,1.39,0.79,0.96,0.04,0.07,0.12,0.21,0.08,0.07,0.04,0,0,0,0.04,0
2016,curt-maggitt-1,0,8,Undrafted,999,Undrafted,Curt Maggitt,NULL,NULL,Success,SR,0,OLB,LB,Defense,NULL,Tennessee,SEC,1,75,247,30.87,33,10.125,4.73,98.69,101.73,NULL,NULL,NULL,19.3,NULL,NULL,NULL,NULL,NULL,NULL,29,16,9.07,4.87,13.94,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,2,2.29,1.5,5.58,3.5,1.06,1.5,0.56,0,0,0,0.04,0,0.17,0,0,0,0,0,0,0
2012,cyhl-quarles-1,0,8,Undrafted,999,Undrafted,Cyhl Quarles,NULL,NULL,Success,SR,0,SS,DB,Defense,NULL,Wake Forest,ACC,1,73,213,28.1,32,9.38,4.54,100.27,99.25,32.5,7331.7,19,16.6,2.4,119,20668.1,7.21,4.32,84.36,68,65,0.38,-1.04,-0.66,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,4,1.33,3.77,3.83,7.77,0.04,0.08,0,0,0.06,0,0,0.23,0,0,0,0.15,0,0,0,0
2012,cyrus-gray-1,0,6,Rounds 4-7,182,KAN,Cyrus Gray,1,1.8,Bust,SR,0,RB,OB,Offense,22,Texas A&M,Big 12,1,70,206,29.55,29.5,9.13,4.4,109.92,102.17,32.5,7187.89,21,18,3,114,19753.4,7.17,NULL,NULL,11,70,11.59,1.78,13.36,0,0.15,0.23,0.03,0.09,0.03,0,1,0,0.37,0,0.03,0,0,0,14,0,34,0,547.6,0,11.42,18,59.29,95,5.19,5.3,0.47,1.09,1.89,2.82,14.13,21.73,0.08,0.27,73.42,116.73,0.55,1.36,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0.05,0.09,0,0,0.05,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,dadi-nicolas-1,0,6,Rounds 4-7,203,KAN,Dadi Nicolas,1,0.9,Success,SR,0,DE,DL,Defense,23,Virginia Tech,ACC,1,75,235,29.37,34.75,10.375,4.74,93.11,95.97,41,9094.19,14,17.8,-3.8,116,20657.54,7.04,4.38,96.72,53,58,4.52,0.52,5.04,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,1.62,2.25,1.85,5,3.46,1.19,0.54,0.6,0.19,0.04,0,0.21,0.15,0.04,0.15,0.04,0.15,0,0,0,0
2018,daesean-hamilton-1,0,4,Rounds 4-7,113,DEN,Daesean Hamilton,4,5.8,Bust,SR,0,WR,Receivers,Offense,23,Penn State,Big Ten,1,73,203,26.78,31,9.375,NULL,NULL,NULL,34.5,7434.62,NULL,15.3,NULL,118,20308.48,6.84,4.15,97.41,7,7,11.03,10.59,21.62,0,0.19,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24,0.08,0.53,0.15,2.22,2,0,0,4.24,4.08,52.24,65.92,0.24,0.69,52.76,66.08,0.24,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.08,0,0,0.05,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,daeshon-hall-1,1,3,Rounds 1-3,77,CAR,Daeshon Hall,1,9.1,Bust,SR,0,DE,DL,Defense,22,Texas A&M,SEC,1,77,266,31.54,35,9.625,4.76,103.63,111.12,36,8960.17,18,20.1,-2.1,123,22373.66,7.03,4.38,109.86,34,40,5.4,3.37,8.77,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3,2.33,2.3,1.83,3.6,4.17,0.75,1.08,0.35,0.29,0.03,0,0.07,0.08,0.07,0.17,0,0.17,0,0,0,0
2003,dahrran-diedrick-1,0,8,Undrafted,999,Undrafted,Dahrran Diedrick,NULL,NULL,Success,SR,0,RB,OB,Offense,NULL,Nebraska,Big 12,1,72,228,30.92,30,9.75,4.62,100.09,97.04,37,8333.67,19,19.2,-0.2,117,20667.91,7.32,4.44,83.45,58,45,0.16,3.93,4.09,0,0.15,0.16,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5,12.79,53.35,66.5,5.62,5.2,0.59,0.43,0.09,0.29,0.47,1.36,0,0,53.82,67.86,0.59,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,daimion-stafford-1,0,7,Rounds 4-7,248,TEN,Daimion Stafford,7,0.1,Success,SR,0,FS,DB,Defense,22,Nebraska,Big Ten,1,72,221,29.97,31.18,9.25,4.69,91.35,88.57,30.5,7187.7,21,18.3,2.7,111,19599.03,7.06,NULL,NULL,28,59,8.87,0.91,9.79,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.54,3.64,2.62,3.21,6.15,6.86,0.19,0.25,0.04,0.07,0,0.29,0.77,0,0.08,0,0,0,0,0,0,0
2008,dajuan-morgan-1,1,3,Rounds 1-3,82,KAN,DaJuan Morgan,3,8.5,Bust,JR,1,FS,DB,Defense,22,North Carolina State,ACC,1,72,205,27.8,32.75,9,4.5,99.98,96.94,33,7244.44,21,16.3,4.7,119,20503.75,7.12,4.41,81.2,101,68,-2.92,-0.21,-3.13,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,1.79,0,21.5,0,0,0,0,0,0,0,0,0,1.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96,6.08,1.33,2,4.29,8.08,0.1,0.17,0,0,0.13,0.25,0,0,0,0,0,0,0,0,0,0
2019,dakota-allen-1,0,7,Rounds 4-7,251,LAR,Dakota Allen,0,0.1,Bust,SR,0,ILB,LB,Defense,23,Texas Tech,Big 12,1,73,232,30.61,31.25,9.25,4.77,89.63,88.72,31.5,7567.87,23,18.9,4.1,116,20595.91,6.88,4.04,114.21,17,86,5.12,-0.03,5.09,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29,3.1,3.54,3,7.83,6.1,0.5,0.55,0.08,0,0.17,0,0.21,0.2,0.04,0,0.04,0.2,0,0,0,0.1
2016,dak-prescott-1,0,4,Rounds 4-7,135,DAL,Dak Prescott,56,4.3,Success,SR,0,QB,QB,Offense,23,Mississippi State,SEC,1,74,226,29.01,32.25,10.875,4.79,85.86,86.74,32.5,7598.78,NULL,17.4,NULL,116,20472.64,7.11,4.32,92.69,33,36,8.45,5.14,13.59,0,NULL,NULL,19.22,36.69,11.61,24.31,0.6,66.2,155.08,291.77,1.14,2.23,0.5,0.38,8.07,8,8.08,8.7,142.52,151,10.44,12.31,53.69,45.23,5.14,3.7,0.86,0.77,0.11,0,2.44,0,0.08,0,56.14,45.23,0.94,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,dale-robinson-1,0,8,Undrafted,999,Undrafted,Dale Robinson,NULL,NULL,Success,SR,0,ILB,LB,Defense,NULL,Arizona State,Pac-10,1,72,231,31.33,31.88,9.38,4.76,89.99,87.25,33,7778.59,18,19.6,-1.6,108,19341.94,7.29,4.3,89.61,7,87,11.21,-1.59,9.63,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.17,0,3.42,0,9.58,0,1.25,0,0.33,0.08,0,0,0.08,0,0.25,0,0.08,0,0,0,0
2007,dallas-baker-1,0,7,Rounds 4-7,227,PIT,Dallas Baker,0,0.1,Bust,SR,0,WR,Receivers,Offense,24,Florida,SEC,1,75,208,26,36.5,10.13,4.53,98.79,101.83,36,7768.61,NULL,14.5,NULL,129,22107.16,6.69,4.19,103.91,24,6,7.58,12.08,19.66,0,0.15,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46,4.29,35.57,65.71,0.3,0.71,35.57,65.71,0.3,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,dallas-clark-1,1,1,Rounds 1-3,24,IND,Dallas Clark,51,19.9,Success,JR,1,TE,Receivers,Offense,24,Iowa,Big Ten,1,75,257,32.12,32,10.13,4.65,109.94,113.32,37.5,9006.54,NULL,20.5,NULL,123,22188.76,NULL,NULL,NULL,7,24,7.19,8.76,15.94,1,0.21,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,3.31,44.92,57.08,0.33,0.31,44.92,57.08,0.33,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,dallas-sartz-1,0,5,Rounds 4-7,143,WAS,Dallas Sartz,0,3.8,Bust,SR,0,OLB,LB,Defense,NULL,USC,Pac-10,1,77,235,27.86,33.5,9,4.71,95.5,102.4,33.5,7937.85,20,16.3,3.7,111,19886.65,6.85,4.13,113.18,18,11,9.19,11.17,20.36,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,3.23,0.03,2.15,0.23,5.38,0.06,0.73,0.05,0.54,0.05,0,0,0.38,0,0.08,0,0,0,0,0,0
2020,dalton-keene-1,1,3,Rounds 1-3,101,NWE,Dalton Keene,0,6.8,Bust,JR,1,TE,Receivers,Offense,21,Virginia Tech,ACC,1,76,253,30.79,32.25,9.75,4.71,102.82,108.11,34,8384.74,21,19.3,1.7,125,22414.94,7.07,4.19,110.17,50,46,3.48,-0.11,3.37,0,0.07,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,0,3.3,0,3,0,0,2.24,2.1,29.88,24,0.18,0.5,29.88,27.3,0.18,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,dalton-schultz-1,0,4,Rounds 4-7,137,DAL,Dalton Schultz,1,4.2,Bust,SR,0,TE,Receivers,Offense,22,Stanford,Pac-12,1,77,244,28.93,31.75,9.25,4.75,95.86,102.79,32,7891.49,15,17.4,-2.4,120,21459.15,7,4.4,101.13,38,35,5.73,5.11,10.84,0,0.06,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,2,15.59,19.27,0.09,0.27,15.59,19.27,0.09,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,dalvin-cook-1,1,2,Rounds 1-3,41,MIN,Dalvin Cook,23,15,Success,JR,1,RB,OB,Offense,22,Florida State,ACC,1,70,210,30.13,32.375,9.25,4.49,103.34,96.05,30.5,6961.71,22,18.5,3.5,116,20143.93,7.27,4.53,75.82,31,45,9.49,5.52,15.01,1,0.28,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.96,22.15,107.96,135.77,6.76,6.1,1.08,1.46,1.84,2.54,17.88,37.54,0.04,0.08,125.84,173.31,1.12,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0.08,0.12,0.08,0.24,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,dalvin-tomlinson-1,1,2,Rounds 1-3,55,NYG,Dalvin Tomlinson,20,12.2,Success,SR,0,DT,DL,Defense,23,Alabama,SEC,1,75,310,38.74,33.5,10.125,5.19,85.45,88.08,27,8476.51,NULL,27.1,NULL,110,21273.29,7.68,4.59,95.74,15,1,8.01,17.62,25.62,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,1.13,1.65,3,2.61,4.13,0.22,0.37,0.04,0.2,0,0,0.22,0.27,0,0.07,0,0,0,0,0,0
2015,damarious-randall-1,1,1,Rounds 1-3,30,GNB,Damarious Randall,21,17.9,Success,SR,0,FS,DB,Defense,23,Arizona State,Pac-12,1,71,196,27.33,30.25,8.63,4.46,99.07,94.06,38,7830.43,14,16,-2,120,20473.03,6.83,4.07,97.2,16,75,10.24,3.02,13.26,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36,6.69,2.09,1.46,6.45,8.15,0.5,0.73,0,0.08,0.27,0.23,0.27,0.69,0.18,0.15,0,0.08,0.09,0.08,0,0
2006,damarius-bilbo-1,0,8,Undrafted,999,Undrafted,Damarius Bilbo,NULL,NULL,Success,SR,0,WR,Receivers,Offense,NULL,Georgia Tech,ACC,1,74,214,27.47,31.63,9.38,4.7,87.71,88.61,36.5,7968.96,19,16,3,115,20071.93,6.9,4.18,99.39,103,23,-1.03,8.35,7.31,0,0.01,0.21,0.75,0.08,0.19,0.08,0.25,100,1.81,2.75,0,0,0,0,2.42,33,2.42,33,45.3,377.2,0.44,0,0.44,0,1,0,0,0,0.38,3.33,5.5,49.25,0,0.17,5.94,49.25,0,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,damarius-travis-1,0,8,Undrafted,999,Undrafted,Damarius Travis,NULL,NULL,Success,SR,0,SS,DB,Defense,NULL,Minnesota,Big Ten,1,73,206,27.18,31.75,9,NULL,NULL,NULL,32.5,7187.89,13,15.7,-2.7,115,19907.58,7.08,4.28,86.59,63,21,4,4.65,8.65,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.31,4.31,1.77,2.08,4.08,6.38,0.15,0.31,0,0,0.08,0.15,0.35,0.31,0.04,0,0.04,0.08,0,0,0,0
2002,dameon-hunter-1,0,8,Undrafted,999,Undrafted,Dameon Hunter,NULL,NULL,Success,SR,0,RB,OB,Offense,NULL,Utah,MWC,1,71,219,30.54,31.25,9.5,4.68,91.3,86.69,30.5,7146.61,NULL,18.8,NULL,113,19866.3,NULL,NULL,NULL,40,15,0.38,7.49,7.86,0,0.07,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9,23.36,33.9,126.91,3.81,5.4,0.1,0.82,0.1,0.55,-0.4,6.36,0,0,33.5,133.27,0.1,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,damian-copeland-1,0,8,Undrafted,999,Undrafted,Damian Copeland,NULL,NULL,Success,SR,0,WR,Receivers,Offense,NULL,Louisville,American,1,71,184,25.66,31.38,9,4.5,89.74,85.2,40,7892.26,12,14.5,-2.5,120,20226.5,6.53,3.9,108.84,25,2,-0.18,10.18,9.99,0,0.07,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.23,0.14,1.62,3,7,0,0,2.76,4.46,35.29,60,0.1,0.38,35.43,61.62,0.1,0.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,damian-swann-1,0,5,Rounds 4-7,167,NOR,Damian Swann,1,2.5,Bust,SR,0,CB,DB,Defense,22,Georgia,SEC,1,72,189,25.63,31,8.88,4.5,92.18,89.37,33,6915.73,NULL,14.4,NULL,118,20020.86,NULL,NULL,NULL,8,16,10.88,7.96,18.84,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.11,2.92,0.92,2.5,3.03,5.42,0.14,0.38,0.05,0.17,0.11,0.33,0.21,0.67,0,0.33,0,0.08,0,0,0,0.08
2010,damian-williams-1,1,3,Rounds 1-3,77,TEN,Damian Williams,9,9.1,Bust,SR,0,WR,Receivers,Offense,22,USC,Pac-10,1,73,197,25.99,31.75,9.25,4.52,94.39,93.43,38,7850.97,19,14.6,4.4,118,20185.21,6.79,4.24,93.17,65,22,2.21,6.9,9.11,0,0.18,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.17,1.85,1.33,9.6,8,0,0,2.96,5.83,42.46,84.17,0.42,0.5,44.31,85.5,0.42,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17,0.12,0.08,0,0,0.12,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,damien-anderson-1,0,8,Undrafted,999,Undrafted,Damien Anderson,NULL,NULL,Success,SR,0,RB,OB,Offense,NULL,Northwestern,Big Ten,1,70,211,30.27,29,9.5,4.56,97.6,90.71,33.5,7444.79,27,18.6,8.4,112,19547.77,6.93,4.02,102.74,39,104,4.82,-5.83,-1.01,0,0.42,0.18,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.31,21.5,106.51,94.63,4.77,4.4,0.86,1,1.29,1.63,11.29,13.38,0,0,117.8,108,0.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,damien-berry-1,0,8,Undrafted,999,Undrafted,Damien Berry,NULL,NULL,Success,SR,0,RB,OB,Offense,NULL,Miami (FL),ACC,1,70,211,30.27,32.25,9.38,4.58,95.91,89.14,33.5,7444.79,23,18.6,4.4,120,20781.19,7,4.12,96.6,66,27,2.12,6.14,8.26,0,0.15,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15,15.83,47.38,74.92,6.62,4.7,0.62,0.42,0.38,0.83,5.23,8.08,0,0.08,52.62,83,0.62,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38,0.08,0.08,0.08,0.46,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,damien-harris-1,1,3,Rounds 1-3,87,NWE,Damien Harris,0,8,Bust,SR,0,RB,OB,Offense,22,Alabama,SEC,1,70,216,30.99,30.75,9.75,4.57,99.04,92.05,37,8087.14,16,19.2,-3.2,121,21038.09,NULL,NULL,NULL,3,12,12.19,13.1,25.29,0,0.1,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.38,10,56.26,58.4,6.71,5.8,0.36,0.6,0.77,1.47,5.21,13.6,0.05,0,61.46,72,0.41,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0.03,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,damien-williams-1,0,8,Undrafted,999,Undrafted,Damien Williams,NULL,NULL,Success,SR,0,RB,OB,Offense,NULL,Oklahoma,Big 12,1,71,222,30.96,30.63,9.13,4.45,113.23,107.5,35.5,7979.14,16,19.2,-3.2,121,21161.35,7.37,4.25,85.24,42,22,6.42,6.77,13.19,0,0.2,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.54,12.67,72.77,61.44,5.38,4.9,0.85,0.78,2.62,1,24.62,10,0.08,0,97.38,71.44,0.92,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.11,0,0,0.08,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,damien-wilson-1,0,4,Rounds 4-7,127,DAL,Damien Wilson,19,4.8,Success,SR,0,ILB,LB,Defense,22,Minnesota,Big Ten,1,72,245,33.22,33.75,9.38,4.77,94.65,91.77,37,8682.92,22,21.3,0.7,119,21325.52,7.21,4.2,101.19,69,34,3.41,3.32,6.74,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75,4.67,2.58,4.5,6.33,9.17,0.46,0.79,0.08,0.33,0,0.08,0,0.25,0,0.08,0,0.08,0,0,0,0
