Combine_Year,Player_ID,Top_Talent,Rnd,Round_Cat,Pick,Draft_Team,Player,AV,Exp_AV,Success,Class,Underclassman,Pos,Pos_Group,Pos_Type,Draft_age,School,Conf,Power_Conf,Ht,Wt,BMI,Arm_length,Hand_size,40yd,Speed_Score,HASS,Vertical,Vertical_Jump_Power,Bench,Bench_Diff,BroadJump,Broad_Jump_Power,3Cone,Shuttle,Quix_Score,School_Off_Rnk,School_Def_Rnk,School_Off_Rating,School_Def_Rating,School_Rating,Consensus_AA,Dominator_Rating_Prior,Dominator_Rating_Draft,Adj_Pass_Att_PG_Prior,Adj_Pass_Att_PG_Draft,Adj_Pass_Cmp_PG_Prior,Adj_Pass_Cmp_PG_Draft,Pass_Pct_Prior,Pass_Pct_Draft,Adj_Pass_Yds_PG_Prior,Adj_Pass_Yds_PG_Draft,Adj_Pass_TD_PG_Prior,Adj_Pass_TD_PG_Draft,Adj_Pass_Int_PG_Prior,Adj_Pass_Int_PG_Draft,Pass_YA_Prior,Pass_YA_Draft,Pass_AYA_Prior,Pass_AYA_Draft,Pass_Rate_Prior,Pass_Rate_Draft,Adj_Rush_Att_PG_Prior,Adj_Rush_Att_PG_Draft,Adj_Rush_Yds_PG_Prior,Adj_Rush_Yds_PG_Draft,Rush_Avg_Prior,Rush_Avg_Draft,Adj_Rush_TD_PG_Prior,Adj_Rush_TD_PG_Draft,Adj_Rec_PG_Prior,Adj_Rec_PG_Draft,Adj_Rec_Yds_PG_Prior,Adj_Rec_Yds_PG_Draft,Adj_Rec_TD_PG_Prior,Adj_Rec_TD_PG_Draft,Adj_Scrim_Yds_PG_Prior,Adj_Scrim_Yds_PG_Draft,Adj_Scrim_TD_PG_Prior,Adj_Scrim_TD_PG_Draft,Non_offensive_TD_PG_Prior,Non_offensive_TD_PG_Draft,Adj_Def_Solo_Tackles_PG_Prior,Adj_Def_Solo_Tackles_PG_Draft,Adj_Def_Ast_Tackles_PG_Prior,Adj_Def_Ast_Tackles_PG_Draft,Adj_Def_Tot_Tackles_PG_Prior,Adj_Def_Tot_Tackles_PG_Draft,Adj_Def_Loss_Tackles_PG_Prior,Adj_Def_Loss_Tackles_PG_Draft,Adj_Def_Sk_PG_Prior,Adj_Def_Sk_PG_Draft,Adj_Def_Int_PG_Prior,Adj_Def_Int_PG_Draft,Adj_Def_PD_PG_Prior,Adj_Def_PD_PG_Draft,Adj_Def_FF_PG_Prior,Adj_Def_FF_PG_Draft,Adj_Def_FR_PG_Prior,Adj_Def_FR_PG_Draft,Adj_Def_Int_TD_PG_Prior,Adj_Def_Int_TD_PG_Draft,Adj_Def_TD_Fumbles_PG_Prior,Adj_Def_TD_Fumbles_PG_Draft
2005,jonathan-babineaux-1,1,2,Rounds 1-3,59,ATL,Jonathan Babineaux,53,11.6,Success,SR,0,DT,DL,Defense,23,Iowa,Big Ten,1,74,286,36.72,32.13,9.88,4.87,101.69,102.73,29.5,8368.9,21,-3.9,109,20626.05,7.7,4.57,88.33,71,17,4.43,9.96,14.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.08,0,0,0,0
2001,jonathan-beasley-1,0,8,Undrafted,999,Undrafted,Jonathan Beasley,NULL,NULL,Success,SR,0,QB,QB,Offense,NULL,Kansas State,Big 12,1,72,227,30.78,NULL,NULL,4.85,82.05,79.55,29.5,7156.79,NULL,NULL,102,18334.69,7.55,4.38,78.44,6,17,8.92,6.8,15.72,0,0,0,0,27.78,0,13.85,47.33,49.8,0,233.36,0,1.51,0,0.89,8.1,8.4,8.33,8.1,135.23,132.1,0,8.76,0,28.92,4.33,3.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,jonathan-bostic-1,1,2,Rounds 1-3,50,CHI,Jon Bostic,25,13.1,Success,SR,0,OLB,LB,Defense,22,Florida,SEC,1,73,245,32.32,33.08,9.63,4.59,110.39,109.27,32.5,7989.12,22,1.5,118,21171.34,6.99,4.24,107.83,78,5,2.27,15.09,17.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.67,3.41,2.1,1.74,5.77,5.16,0.48,0.49,0.19,0.2,0.12,0.13,0.09,0,0.04,0,0,0,0,0.07,0,0
2014,jonathan-brown-1,0,8,Undrafted,999,Undrafted,Jonathan Brown,NULL,NULL,Success,SR,0,OLB,LB,Defense,NULL,Illinois,Big Ten,1,72,238,32.28,33,9.38,5.03,74.36,72.09,31,7614.04,16,-4.4,108,19485.75,7.77,4.56,72.08,59,105,3.96,-7.82,-3.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,4.64,2.11,4.27,3.87,8.91,0.58,1.12,0.21,0.42,0.06,0.08,0.1,0.34,0.06,0.07,0.06,0,0.03,0,0,0
2016,jonathan-bullard-1,1,3,Rounds 1-3,72,CHI,Jonathan Bullard,8,9.7,Bust,SR,0,DE,DL,Defense,22,Florida,SEC,1,75,285,35.62,33.625,10,4.93,96.49,99.46,32,8733.8,23,-1,116,21684.75,7.31,4.56,100.49,100,11,-0.6,10.26,9.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11,2.79,1.29,1.6,2.39,4.39,0.3,1.26,0.11,0.46,0,0,0.05,0.14,0,0,0,0,0,0,0,0
2009,jonathan-casillas-1,0,8,Undrafted,999,Undrafted,Jonathan Casillas,NULL,NULL,Success,SR,0,OLB,LB,Defense,NULL,Wisconsin,Big Ten,1,73,228,30.08,NULL,NULL,4.5,111.2,110.07,NULL,NULL,24,5.6,NULL,NULL,NULL,NULL,NULL,47,66,2.63,-0.81,1.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,3.01,3.36,2.01,2.77,5.02,6.13,0.59,0.59,0.08,0.1,0.03,0.1,0.02,0,0.05,0,0,0,0,0,0,0
2019,jonathan-crawford-1,0,8,Undrafted,999,Undrafted,Jonathan Crawford,NULL,NULL,Success,SR,0,SS,DB,Defense,NULL,Indiana,Big Ten,1,73,205,27.04,31.5,9.25,NULL,NULL,NULL,31.5,7013.17,16,0.4,115,19887.03,NULL,NULL,NULL,88,81,3.9,-1.46,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,3.6,1.69,1.53,4.79,5.14,0.11,0.27,0.02,0.08,0.17,0.08,0.43,0.24,0.04,0.08,0.09,0.08,0,0.08,0,0
2013,jonathan-cyprien-1,1,2,Rounds 1-3,33,JAX,Jonathan Cyprien,23,17,Success,SR,0,SS,DB,Defense,23,Florida International,Sun Belt,0,72,217,29.43,NULL,NULL,4.64,93.63,90.78,38.5,8338.95,NULL,NULL,NULL,NULL,NULL,NULL,NULL,84,91,-3.97,-5.14,-9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.87,4.06,2.75,2.93,6.62,6.99,0.24,0.26,0.02,0,0.07,0.27,0,0,0,0,0,0,0.02,0,0,0
2014,jonathan-dowling-1,0,7,Rounds 4-7,247,OAK,Jonathan Dowling,0,0.1,Bust,JR,1,FS,DB,Defense,22,Western Kentucky,Sun Belt,0,75,190,23.75,33.13,9.25,4.52,91.04,93.84,33.5,7013.36,8,-4.2,118,20041.41,7.04,4.24,82.15,53,45,-0.01,-0.51,-0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.31,4.36,2.32,1.11,5.63,5.48,0.21,0.09,0,0,0.49,0.31,0,0.63,0,0.56,0,0.09,0.08,0,0,0
2010,jonathan-dwyer-1,0,6,Rounds 4-7,188,PIT,Jonathan Dwyer,8,1.5,Success,JR,1,RB,OB,Offense,21,Georgia Tech,ACC,1,71,229,31.94,31,8.63,4.64,98.81,93.81,33,7737.5,15,-5.1,107,19146.67,7.56,4.67,71.65,15,56,11.79,1.75,13.54,0,0.25,0.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.08,10.39,52.13,61.27,6.15,5.9,0.62,0.62,0.81,0.89,19.7,6.61,0.09,0,71.84,67.88,0.71,0.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,jonathan-garvin-1,0,7,Rounds 4-7,242,GNB,Jonathan Garvin,0,0.1,Bust,JR,1,DE,DL,Defense,21,Miami (FL),ACC,1,76,263,32.01,34,9.625,4.82,97.45,102.47,36,8898.54,23,2.5,125,22620.38,NULL,NULL,NULL,90,23,-3.58,5.55,1.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08,1.75,1.79,1.33,2.88,3.08,0.84,0.75,0.38,0.43,0,0,0.24,0,0.06,0.17,0.2,0,0,0,0.04,0
2008,jonathan-goff-1,0,5,Rounds 4-7,165,NYG,Jonathan Goff,9,2.6,Success,SR,0,ILB,LB,Defense,22,Vanderbilt,SEC,1,74,245,31.45,34.25,10,4.63,106.63,107.72,31.5,7834.94,28,8.2,118,21171.34,6.86,4.26,112.16,94,34,-1.98,5.06,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.97,4.76,1.83,4.67,6.81,9.43,0.39,0.54,0.17,0.25,0.05,0.16,0.09,0,0,0,0,0,0,0,0,0
2020,jonathan-greenard-1,1,3,Rounds 1-3,90,HOU,Jonathan Greenard,0,7.7,Bust,SO,1,DE,DL,Defense,23,Florida,SEC,1,75,263,32.87,34.875,9.25,4.87,93.51,96.39,30.5,8050.56,22,0.7,113,20770.24,7.13,4.34,106.37,29,7,4.83,10.38,15.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.98,2.57,0.95,2.47,1.93,5.04,0.62,1.52,0.27,0.91,0.04,0.09,0.1,0.36,0.02,0.29,0,0.1,0,0,0,0.1
2008,jonathan-hefney-1,0,8,Undrafted,999,Undrafted,Jonathan Hefney,NULL,NULL,Success,SR,0,FS,DB,Defense,NULL,Tennessee,SEC,1,68,190,28.89,29.63,8.63,4.52,91.04,81.01,29,6319.56,14,-3.5,117,19887.23,7.1,4.44,74.99,37,62,8.03,3.65,11.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,3.76,1.36,2.26,4.55,6.02,0.19,0.13,0,0,0.26,0.06,0,0,0,0,0,0,0,0,0,0
2016,jonathan-jones-3,0,8,Undrafted,999,Undrafted,Jonathan Jones,NULL,NULL,Success,SR,0,CB,DB,Defense,NULL,Auburn,SEC,1,69,186,27.46,30.25,8.75,4.33,105.83,96.26,36,7316.63,19,2.8,123,20730.12,7.25,4.25,74.44,74,76,2.89,4.27,7.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,3.25,0.31,1.73,1.53,4.98,0.09,0.11,0,0,0.14,0.07,0.27,0.92,0.02,0.07,0,0.14,0,0,0,0
2019,jonathan-ledbetter-1,0,8,Undrafted,999,Undrafted,Jonathan Ledbetter,NULL,NULL,Success,SR,0,DE,DL,Defense,NULL,Georgia,SEC,1,76,280,34.08,34.5,9.875,5.14,80.23,84.36,26.5,7783.1,22,-0.6,108,20348.6,NULL,NULL,NULL,14,15,9.53,11.17,20.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,1.18,1.68,3.22,2.81,4.4,0.26,0.51,0.12,0.08,0,0,0,0,0,0.16,0,0,0,0,0,0
2006,jonathan-lewis-2,0,6,Rounds 4-7,177,ARI,Jonathan Lewis,0,2,Bust,SR,0,DT,DL,Defense,22,Virginia Tech,ACC,1,73,309,40.76,32.38,9.75,4.97,101.29,100.26,33.5,9458.13,24,-4.5,111,21406.92,7.4,4.4,111.57,19,2,6.14,12.83,18.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.24,0,1.89,0,3.13,0,0.62,0,0.35,0.07,0,0,0.23,0,0,0,0,0,0,0,0
2012,jonathan-massaquoi-1,0,5,Rounds 4-7,164,ATL,Jonathan Massaquoi,6,2.7,Success,JR,1,OLB,LB,Defense,24,Troy,Sun Belt,0,74,264,33.89,34.13,10.5,4.81,98.64,99.65,33.5,8533.64,20,-2.2,120,21870.03,7.38,4.53,91.84,94,101,-6.81,-8.73,-15.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7,2.03,1.71,1.61,5.4,3.64,1.46,0.74,0.95,0.46,0,0,0.07,0.15,0.07,0.07,0,0,0,0,0,0
2014,jonathan-newsome-2,0,5,Rounds 4-7,166,IND,Jonathan Newsome,4,2.6,Success,SR,0,OLB,LB,Defense,23,Ball State,MAC,0,75,247,30.87,33.25,9.63,4.73,98.69,101.73,34,8261.47,21,1.7,117,21058.25,7.31,4.63,85.07,15,47,6.64,-4.35,2.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.75,0,2.92,0,4.67,0,0.91,0,0.64,0,0.07,0,0.07,0,0.15,0,0,0,0,0,0
2006,jonathan-orr-1,0,6,Rounds 4-7,172,TEN,Jonathan Orr,0,2.3,Bust,SR,0,WR,Receivers,Offense,NULL,Wisconsin,Big Ten,1,74,198,25.42,34,9.63,4.44,101.9,102.94,35.5,7486.07,NULL,NULL,119,20359.94,7.31,4.16,80.08,14,48,8.09,3.71,11.81,0,0.22,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07,3.56,35.12,61.25,0.34,0.71,35.12,61.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,jonathan-smith-1,0,7,Rounds 4-7,214,BUF,Jonathan Smith,2,0.4,Success,SR,0,WR,Receivers,Offense,22,Georgia Tech,ACC,1,70,194,27.83,NULL,NULL,4.78,74.32,69.08,32.5,6941.36,NULL,NULL,114,19506.87,NULL,4.35,NULL,90,27,-1.42,7.02,5.6,0,0.1,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.56,1.03,3.73,3.09,7.73,3,0.02,0,2.44,6.16,27.92,89.84,0.17,0.39,31.65,92.93,0.19,0.39,0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,jonathan-stewart-1,1,1,Rounds 1-3,13,CAR,Jonathan Stewart,49,25,Success,JR,1,RB,OB,Offense,21,Oregon,Pac-10,1,70,235,33.72,31.5,9.13,4.46,118.78,110.4,36.5,8400.39,28,6.4,128,22507.68,7.44,4.53,80.13,12,41,11.59,6.23,17.82,0,0.16,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.39,15.93,45.76,98.8,4.45,6.2,0.67,0.63,0.88,1.6,6.12,10.53,0.07,0.15,51.88,109.33,0.73,0.77,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,jonathan-stewart-4,0,8,Undrafted,999,Undrafted,Jonathan Stewart,NULL,NULL,Success,SR,0,ILB,LB,Defense,NULL,Texas A&M,SEC,1,76,242,29.45,32.58,9.38,4.68,100.89,106.08,31,7696.22,19,1.1,118,21109.7,7.44,4.53,82.52,5,26,14.01,6.05,20.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63,0,1.28,0,2.91,0,0.16,0,0.06,0,0,0,0.04,0,0.04,0,0.02,0,0,0,0,0
2020,jonathan-taylor-1,1,2,Rounds 1-3,41,IND,Jonathan Taylor,0,15,Bust,JR,1,RB,OB,Offense,21,Wisconsin,Big Ten,1,70,226,32.42,31.125,9.5,4.39,121.7,113.11,36,8138.4,17,-3.4,123,21551.89,7.01,4.24,98.76,23,10,5.48,12.25,17.73,1,0.33,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.77,18.48,121.97,116.44,6.85,6.3,0.85,1.21,0.76,2.22,7.35,21.54,0,0.43,129.32,137.97,0.85,1.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,jonathan-wade-1,1,3,Rounds 1-3,84,STL,Jonathan Wade,7,8.3,Bust,SR,0,CB,DB,Defense,23,Tennessee,SEC,1,70,195,27.98,32,9.13,4.36,107.92,100.31,40.5,8195.33,NULL,NULL,126,21377.55,7.07,4.4,78.86,35,34,7.82,6.34,14.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.34,3.49,0.54,0.73,2.88,4.23,0.09,0.49,0,0,0.16,0.36,0,0,0,0,0,0,0.08,0,0,0
2002,jonathan-wells-1,0,4,Rounds 4-7,99,HOU,Jonathan Wells,10,6.9,Success,SR,0,RB,OB,Offense,23,Ohio State,Big Ten,1,73,243,32.06,NULL,NULL,4.52,116.43,115.25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,67,20,2.92,5.64,8.56,0,0.18,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05,15.83,13.4,85.47,4.97,5.4,0.13,1.02,0.27,1.33,2.65,14.1,0,0,16.05,99.57,0.13,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,jonathan-wilhite-1,0,4,Rounds 4-7,129,NWE,Jonathan Wilhite,10,4.7,Success,SR,0,CB,DB,Defense,24,Auburn,SEC,1,69,185,27.32,31,9.5,4.38,100.53,91.44,33.5,6910.64,20,3.9,119,20092.86,NULL,NULL,NULL,85,6,-0.3,12.17,11.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.86,1.81,0.52,0.66,3.37,2.47,0.04,0.12,0.04,0.08,0.04,0.16,0.29,0,0.05,0,0,0,0,0,0,0
2016,jonathan-williams-2,0,5,Rounds 4-7,156,BUF,Jonathan Williams,3,3.1,Bust,SR,0,RB,OB,Offense,22,Arkansas,SEC,1,71,220,30.68,31.625,10,4.56,101.76,96.62,NULL,NULL,16,-2.9,NULL,NULL,NULL,NULL,NULL,27,67,11.32,1.47,12.79,0,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.68,0,54.89,0,5.57,0,0.35,0,0.73,0,9.14,0,0.17,0,64.03,0,0.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,jonathan-zenon-1,0,8,Undrafted,999,Undrafted,Jonathan Zenon,NULL,NULL,Success,SR,0,CB,DB,Defense,NULL,LSU,SEC,1,72,191,25.9,32,8.75,4.48,94.83,91.94,33,6956.82,NULL,NULL,NULL,NULL,NULL,NULL,NULL,11,17,10.5,7.92,18.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.79,2.13,0.53,1.06,1.32,3.19,0.01,0.14,0,0,0.16,0.2,0,0,0,0,0,0,0.05,0.07,0,0
2010,jonathon-amaya-1,0,8,Undrafted,999,Undrafted,Jonathon Amaya,NULL,NULL,Success,SR,0,FS,DB,Defense,NULL,Nevada,WAC,0,73,203,26.78,NULL,NULL,4.43,105.42,104.34,28,6432.46,8,-7.3,118,20308.48,NULL,NULL,NULL,6,86,4.38,-2.19,2.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,4.22,1.93,2.74,4.44,6.96,0.22,0.2,0.03,0,0.15,0.07,0,0,0,0,0,0,0.04,0,0,0
2011,jon-baldwin-1,0,8,Undrafted,999,Undrafted,Jon Baldwin,NULL,NULL,Success,JR,1,WR,Receivers,Offense,NULL,Pitt,Big East,1,76,228,27.75,33.63,10.13,4.49,112.2,117.97,42,9104.56,20,3.8,129,22518.04,7.07,4.34,94.17,68,15,1.76,5.64,7.4,0,0.3,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.22,2.38,0.22,32.5,1,0,0,3.24,4.42,65.21,68.5,0.47,0.42,67.59,68.72,0.47,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,jon-beason-1,1,1,Rounds 1-3,25,CAR,Jon Beason,55,19.5,Success,JR,1,OLB,LB,Defense,22,Miami (FL),ACC,1,72,237,32.14,33.5,9.5,4.72,95.5,92.59,NULL,NULL,19,-1.3,111,19927.74,NULL,NULL,NULL,88,13,-3.31,6.33,3.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,4.77,2.04,2.34,4.4,7.11,0.59,0.75,0,0.13,0,0.09,0.17,0,0,0,0,0,0,0,0,0
2007,jon-cornish-1,0,8,Undrafted,999,Undrafted,Jon Cornish,NULL,NULL,Success,SR,0,RB,OB,Offense,NULL,Kansas,Big 12,1,71,206,28.73,33,9.75,4.62,90.43,85.86,34,7419.16,NULL,NULL,118,20370.11,7.09,NULL,NULL,29,81,4.66,-4.13,0.53,0,0.08,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83,19.98,16.18,115.87,2.83,5.8,0.19,0.64,0.3,1.98,2.85,15.99,0.04,0.08,18.98,131.86,0.22,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,jon-mcgraw-1,1,2,Rounds 1-3,57,NYJ,Jon McGraw,18,11.9,Success,SR,0,SS,DB,Defense,23,Kansas State,Big 12,1,75,208,26,31.5,9,4.5,101.45,104.57,39.5,8308.23,13,-1.5,126,21644.63,6.51,3.92,123.03,34,7,-0.34,9.97,9.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.46,0,0,0,0,0,0,0.03,0,0,0
2017,jonnu-smith-1,1,3,Rounds 1-3,100,TEN,Jonnu Smith,7,6.9,Success,SR,0,TE,Receivers,Offense,22,Florida International,CUSA,0,75,248,30.99,32.875,9.25,4.62,108.87,112.22,38,8898.73,22,2.6,127,22620.57,NULL,4.18,NULL,106,104,-6.88,-5.94,-12.82,0,0.27,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0,0.45,0,5,0,0,4.44,3.38,48.73,40.7,0.45,0.32,48.73,41.15,0,0.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,jonny-harline-1,0,8,Undrafted,999,Undrafted,Jonny Harline,NULL,NULL,Success,SR,0,TE,Receivers,Offense,NULL,BYU,MWC,0,76,248,30.18,33,10.75,4.84,90.39,95.04,28.5,7434.04,15,-3.7,106,19382.83,7.05,4.68,91.7,5,10,9.25,5.96,15.21,0,NULL,NULL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66,3.85,49.59,62.06,0.29,0.8,49.59,62.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,jordan-akins-1,1,3,Rounds 1-3,98,HOU,Jordan Akins,6,7,Bust,SR,0,TE,Receivers,Offense,26,UCF,American,0,75,249,31.12,32.5,9.5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,53,14.05,2.85,16.9,0,0.09,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36,2.67,28.62,43.04,0.25,0.33,28.62,43.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,jordan-brailford-1,0,7,Rounds 4-7,253,WAS,Jordan Brailford,0,0.1,Bust,JR,1,DE,DL,Defense,23,Oklahoma State,Big 12,1,75,252,31.49,32.5,9.125,4.65,107.8,111.12,37.5,8903.82,22,2.1,126,22548.57,NULL,NULL,NULL,13,97,10.15,-3.33,6.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99,2.54,1.01,1.13,2.99,3.67,0.53,1.13,0.21,0.66,0.03,0,0,0.07,0.03,0.13,0,0,0,0,0,0
2020,jordan-elliott-1,1,3,Rounds 1-3,88,CLE,Jordan Elliott,0,7.9,Bust,JR,1,DT,DL,Defense,22,Missouri,SEC,1,76,302,36.76,32.375,10.25,5.02,95.11,100,27.5,8389.25,24,-1.4,NULL,NULL,NULL,4.73,NULL,95,15,-2.29,5.17,2.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22,2.62,0.74,1.1,1.96,3.72,0.53,0.72,0.13,0.22,0,0,0.04,0.26,0.05,0,0,0,0,0,0,0
2020,jordan-fuller-1,0,6,Rounds 4-7,199,LAR,Jordan Fuller,0,1.1,Bust,SR,0,SS,DB,Defense,22,Ohio State,Big Ten,1,74,203,26.06,31,9,4.67,85.36,86.23,35.5,7588.8,NULL,NULL,122,20925.19,NULL,4.27,NULL,3,4,14.04,13.36,27.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.19,3.11,0.99,1.48,4.18,4.59,0.13,0,0,0,0.07,0.15,0.14,0.31,0,0,0.05,0.07,0,0,0,0
