Combine_Year,Player_ID,Top_Talent,Rnd,Round_Cat,Pick,Draft_Team,Player,AV,Exp_AV,Success,Class,Underclassman,Pos,Pos_Group,Pos_Type,Draft_age,School,Conf,Power_Conf,Ht,Wt,BMI,Arm_length,Hand_size,40yd,Speed_Score,HASS,Vertical,Vertical_Jump_Power,Bench,Bench_Diff,BroadJump,Broad_Jump_Power,3Cone,Shuttle,Quix_Score,School_Off_Rnk,School_Def_Rnk,School_Off_Rating,School_Def_Rating,School_Rating,Consensus_AA,Dominator_Rating_Prior,Dominator_Rating_Draft,Adj_Pass_Att_PG_Prior,Adj_Pass_Att_PG_Draft,Adj_Pass_Cmp_PG_Prior,Adj_Pass_Cmp_PG_Draft,Pass_Pct_Prior,Pass_Pct_Draft,Adj_Pass_Yds_PG_Prior,Adj_Pass_Yds_PG_Draft,Adj_Pass_TD_PG_Prior,Adj_Pass_TD_PG_Draft,Adj_Pass_Int_PG_Prior,Adj_Pass_Int_PG_Draft,Pass_YA_Prior,Pass_YA_Draft,Pass_AYA_Prior,Pass_AYA_Draft,Pass_Rate_Prior,Pass_Rate_Draft,Adj_Rush_Att_PG_Prior,Adj_Rush_Att_PG_Draft,Adj_Rush_Yds_PG_Prior,Adj_Rush_Yds_PG_Draft,Rush_Avg_Prior,Rush_Avg_Draft,Adj_Rush_TD_PG_Prior,Adj_Rush_TD_PG_Draft,Adj_Rec_PG_Prior,Adj_Rec_PG_Draft,Adj_Rec_Yds_PG_Prior,Adj_Rec_Yds_PG_Draft,Adj_Rec_TD_PG_Prior,Adj_Rec_TD_PG_Draft,Adj_Scrim_Yds_PG_Prior,Adj_Scrim_Yds_PG_Draft,Adj_Scrim_TD_PG_Prior,Adj_Scrim_TD_PG_Draft,Non_offensive_TD_PG_Prior,Non_offensive_TD_PG_Draft,Adj_Def_Solo_Tackles_PG_Prior,Adj_Def_Solo_Tackles_PG_Draft,Adj_Def_Ast_Tackles_PG_Prior,Adj_Def_Ast_Tackles_PG_Draft,Adj_Def_Tot_Tackles_PG_Prior,Adj_Def_Tot_Tackles_PG_Draft,Adj_Def_Loss_Tackles_PG_Prior,Adj_Def_Loss_Tackles_PG_Draft,Adj_Def_Sk_PG_Prior,Adj_Def_Sk_PG_Draft,Adj_Def_Int_PG_Prior,Adj_Def_Int_PG_Draft,Adj_Def_PD_PG_Prior,Adj_Def_PD_PG_Draft,Adj_Def_FF_PG_Prior,Adj_Def_FF_PG_Draft,Adj_Def_FR_PG_Prior,Adj_Def_FR_PG_Draft,Adj_Def_Int_TD_PG_Prior,Adj_Def_Int_TD_PG_Draft,Adj_Def_TD_Fumbles_PG_Prior,Adj_Def_TD_Fumbles_PG_Draft
2015,jordan-hicks-1,1,3,Rounds 1-3,84,PHI,Jordan Hicks,27,8.3,Success,SR,0,OLB,LB,Defense,23,Texas,Big 12,1,73,236,31.13,32,10,4.68,98.39,97.39,38,8652.2,20,0.6,124,21911.51,6.78,4.15,115.75,109,31,-4.98,8.96,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.17,4.02,1.55,3.76,3.73,7.78,0.22,0.87,0.04,0.25,0,0.14,0.05,0.14,0,0,0.02,0,0,0,0,0
2013,jordan-hill-2,1,3,Rounds 1-3,87,SEA,Jordan Hill,6,8,Bust,SR,0,DT,DL,Defense,22,Penn State,Big Ten,1,73,303,39.97,33.48,10.25,5.23,81,80.17,22.5,7638.9,28,0.3,103,20050.23,7.49,4.51,102.29,62,16,2.14,7.56,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58,2.18,2.65,2.63,4.23,4.81,0.57,0.64,0.25,0.31,0,0.07,0.14,0,0.07,0,0,0,0,0,0,0
2016,jordan-howard-1,0,5,Rounds 4-7,150,CHI,Jordan Howard,24,3.4,Success,JR,1,RB,OB,Offense,21,Indiana,Big Ten,1,72,230,31.19,32.25,9,4.57,105.46,102.25,34,7912.22,16,-3.4,122,21479.89,NULL,NULL,NULL,25,117,12.97,-10.71,2.26,0,0.23,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.79,16.73,82.38,103.74,5.65,6.2,0.45,0.77,0.6,1.03,7.17,9.94,0.09,0.09,89.55,113.67,0.55,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,jordan-jefferson-1,0,8,Undrafted,999,Undrafted,Jordan Jefferson,NULL,NULL,Success,SR,0,QB,QB,Offense,NULL,LSU,SEC,1,76,223,27.14,33,10.25,4.58,101.36,106.58,36.5,8153.86,14,-1.6,116,20411.01,6.81,4.06,111.81,17,2,7.52,16.75,24.27,0,0,0,19.93,15.08,11.48,9.2,55.77,61,136.48,111.56,0.97,0.9,0.6,0.3,6.6,7.4,6.3,7.7,121.6,138.7,8.06,6.22,20.53,21.77,2.63,3.5,0.22,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,jordan-jenkins-2,1,3,Rounds 1-3,83,NYJ,Jordan Jenkins,23,8.4,Success,SR,0,OLB,LB,Defense,22,Georgia,SEC,1,75,259,32.37,34.25,11.25,4.8,97.58,100.58,36.5,8893.45,16,-4.8,121,21921.49,NULL,NULL,NULL,85,8,0.64,8.35,8.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.49,2.5,1.27,2.87,2.76,5.36,0.52,0.88,0.27,0.41,0,0,0.08,0,0.07,0.18,0.07,0,0,0,0,0
2019,jordan-jones-2,0,8,Undrafted,999,Undrafted,Jordan Jones,NULL,NULL,Success,SR,0,ILB,LB,Defense,NULL,Kentucky,SEC,1,74,234,30.04,31.75,9,4.62,102.73,103.78,32.5,7763.13,23,4.6,123,21716.24,NULL,4.37,NULL,85,6,0.57,11.49,12.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.17,2.61,2.23,3.12,5.4,5.73,0.63,0.46,0.18,0.13,0,0,0.15,0.35,0.06,0.08,0.06,0.08,0,0,0,0
2007,jordan-kent-1,0,6,Rounds 4-7,210,SEA,Jordan Kent,0,0.6,Bust,SR,0,WR,Receivers,Offense,23,Oregon,Pac-10,1,76,217,26.41,NULL,NULL,4.49,106.78,112.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,25,89,7.07,-1.13,5.94,0,0.03,0.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,1.63,0,22,0,0,0.28,2.72,10.62,30.31,0.09,0.25,10.62,31.94,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,jordan-lasley-1,0,5,Rounds 4-7,162,BAL,Jordan Lasley,0,2.8,Bust,JR,1,WR,Receivers,Offense,21,UCLA,Pac-12,1,73,203,26.78,32.75,9.625,4.5,99.01,98,34.5,7434.62,8,-7.3,112,19383.41,NULL,4.19,NULL,37,117,6.49,-5.85,0.64,0,0.1,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,-0.77,0,-1.5,0,0,1.74,5.58,22.69,102.21,0.17,0.73,22.69,101.44,0,0.73,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,jordan-leggett-1,0,5,Rounds 4-7,150,NYJ,Jordan Leggett,1,3.4,Bust,SR,0,TE,Receivers,Offense,22,Clemson,ACC,1,77,258,30.59,33.5,10.375,NULL,NULL,NULL,33,8333.28,18,-1.2,114,20821.7,7.12,4.33,105.07,14,10,9.4,10.68,20.08,0,0.09,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.66,2.53,21.74,40.51,0.26,0.39,21.74,40.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,jordan-lomax-1,0,8,Undrafted,999,Undrafted,Jordan Lomax,NULL,NULL,Success,SR,0,FS,DB,Defense,NULL,Iowa,Big Ten,1,70,202,28.98,32,8.75,4.75,79.36,73.76,36,7645.34,8,-9.5,120,20596.29,7.18,4.15,85.81,54,19,3.7,7.1,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.67,3.18,1.42,3.38,3.08,6.55,0.13,0.07,0,0,0.03,0.06,0.39,0.37,0.03,0.14,0,0,0,0,0,0
2020,jordan-love-2,1,1,Rounds 1-3,26,GNB,Jordan Love,0,19.2,Bust,JR,1,QB,QB,Offense,21,Utah State,MWC,0,76,224,27.26,32.625,10.5,4.74,88.75,93.32,35.5,8020.22,NULL,NULL,118,20739.91,7.21,4.52,82.82,65,90,0.97,-2.89,-1.93,0,0,0,22.22,28.15,13.43,17.44,59.45,61.9,176.19,202.71,1.33,1.19,0.42,1.01,7.75,7.2,7.95,6.4,138.8,129.1,3.37,6.23,8.83,13.71,2.55,2.2,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,jordan-lucas-1,0,6,Rounds 4-7,204,MIA,Jordan Lucas,4,0.8,Success,SR,0,SS,DB,Defense,23,Penn State,Big Ten,1,72,201,27.26,30.125,10,4.54,94.62,91.74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,101,27,-0.65,7.11,6.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.12,3.62,1.01,2.34,3.14,5.96,0.21,0.27,0.07,0.12,0.07,0,0.53,0.35,0.05,0.11,0,0,0,0,0,0
2014,jordan-lynch-1,0,8,Undrafted,999,Undrafted,Jordan Lynch,NULL,NULL,Success,SR,0,QB,QB,Offense,NULL,Northern Illinois,MAC,0,72,217,29.43,29.75,8.88,4.76,84.54,81.97,29.5,6951.35,NULL,NULL,109,19208.5,6.55,4.2,113.74,11,51,8.19,-4.63,3.56,0,0,0,10.42,28.93,6.37,18.11,67.3,62.6,81.89,208.27,0.68,1.72,0.15,0.57,6.17,7.2,7.77,7.5,148.67,138.4,7.51,15.6,51.23,102.98,7.8,6.6,0.52,1.23,0,0.07,0,1.22,0,0.07,0,104.2,0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,jordan-mack-1,0,8,Undrafted,999,Undrafted,Jordan Mack,NULL,NULL,Success,SR,0,ILB,LB,Defense,NULL,Virginia,ACC,1,75,241,30.12,31.25,8.75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,40,62,5.89,0.4,6.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.51,3.02,3.86,2.76,6.37,5.78,0.51,0.63,0.23,0.64,0,0,0.04,0,0.1,0.17,0,0,0,0,0,0
2014,jordan-matthews-1,1,2,Rounds 1-3,42,PHI,Jordan Matthews,23,14.7,Success,SR,0,WR,Receivers,Offense,22,Vanderbilt,SEC,1,75,212,26.5,33.25,10.38,4.46,107.16,110.46,35.5,7773.69,21,6,120,20801.73,6.95,4.18,96.71,55,44,4.66,3.34,8.01,0,0.34,0.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0.42,1.36,3.75,6.77,9,0.02,0,4.29,8.94,65.31,117.85,0.48,0.56,66.67,121.6,0.25,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,jordan-miller-3,0,5,Rounds 4-7,172,ATL,Jordan Miller,1,2.3,Bust,SR,0,CB,DB,Defense,22,Washington,Pac-12,1,73,186,24.54,32.875,9.625,4.49,91.53,90.6,37,7470.81,6,-7.2,125,21038.47,NULL,NULL,NULL,89,5,-0.2,11.62,11.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47,2.2,0.37,0.66,1.84,2.86,0,0.22,0,0,0.23,0.2,0.22,0.61,0.05,0.22,0.04,0,0,0,0,0
2014,jordan-najvar-1,0,8,Undrafted,999,Undrafted,Jordan Najvar,NULL,NULL,Success,SR,0,TE,Receivers,Offense,NULL,Baylor,Big 12,1,78,256,29.58,32.25,10,4.93,86.67,94.75,32.5,8215.1,18,-0.2,112,20472.26,7.14,4.47,98.63,1,36,12.51,4.35,16.87,0,0.04,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.03,0,0.5,0,0.03,0,0.85,1.45,7.69,12.32,0.13,0,7.72,12.32,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,jordan-norwood-1,0,8,Undrafted,999,Undrafted,Jordan Norwood,NULL,NULL,Success,SR,0,WR,Receivers,Offense,NULL,Penn State,Big Ten,1,71,179,24.96,NULL,NULL,4.58,81.36,77.25,38,7481.18,NULL,NULL,119,19969.6,6.8,4.2,85.58,11,8,8.19,9.62,17.82,0,0.16,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14,0.16,1.18,-0.73,5.93,-4.5,0,0,3.18,3.78,38.08,58.8,0.17,0.55,39.27,58.07,0.12,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,jordan-palmer-1,0,6,Rounds 4-7,205,WAS,Jordan Palmer,0,0.8,Bust,SR,0,QB,QB,Offense,23,UTEP,CUSA,0,78,231,26.69,33.38,10,4.98,75.11,82.12,30.5,7393.14,NULL,NULL,104,18725.23,7.32,4.58,80.63,38,107,0.79,-8.57,-7.78,0,0,0,25.05,28.73,14.15,18.88,55.7,65.7,185.37,241.31,1.52,1.74,1.28,0.94,7.23,8.4,6,8.1,124.87,149.6,4.71,5.71,1.04,-10.28,0.1,-1.8,0.17,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016,jordan-payton-1,0,5,Rounds 4-7,154,CLE,Jordan Payton,0,3.2,Bust,SR,0,WR,Receivers,Offense,23,UCLA,Pac-12,1,73,207,27.31,32.5,10.125,4.47,103.7,102.64,34.5,7516.79,NULL,NULL,121,20853.19,7.08,4.33,85.49,45,55,4.04,4.7,8.73,0,0.14,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,4.59,38.43,65,0.21,0.29,38.43,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,jordan-phillips-1,1,2,Rounds 1-3,52,MIA,Jordan Phillips,21,12.7,Success,SO,1,DT,DL,Defense,22,Oklahoma,Big 12,1,77,329,39.01,34.75,9.38,5.17,92.1,98.76,30,9329.39,28,0,105,20892.74,7.88,4.68,92.54,20,55,5.98,4.23,10.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1.45,0.63,1.31,0.88,2.76,0.25,0.51,0.18,0.13,0,0,0.12,0.06,0,0,0,0.07,0,0,0,0
2013,jordan-poyer-1,0,7,Rounds 4-7,218,PHI,Jordan Poyer,25,0.3,Success,SR,0,CB,DB,Defense,22,Oregon State,Pac-12,1,72,191,25.9,31.68,9.75,4.54,89.92,87.18,30.5,6571.37,8,-6.6,118,20061.95,6.87,4.18,89.68,37,22,4.2,7.94,12.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,1.64,2.68,0.97,1.34,2.61,4.02,0.05,0.39,0.03,0.14,0.17,0.48,0.46,0,0.03,0,0.03,0,0.06,0.07,0,0
2013,jordan-reed-1,1,3,Rounds 1-3,85,WAS,Jordan Reed,24,8.2,Success,JR,1,TE,Receivers,Offense,23,Florida,SEC,1,74,236,30.3,33.08,10.08,4.72,95.1,96.07,NULL,NULL,16,-2.7,NULL,NULL,NULL,NULL,NULL,78,5,2.27,15.09,17.35,0,0.14,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1,4.67,33.99,58.03,0.22,0.31,33.99,58.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015,jordan-richards-2,1,2,Rounds 1-3,64,NWE,Jordan Richards,8,10.8,Bust,SR,0,SS,DB,Defense,22,Stanford,Pac-12,1,71,211,29.43,32.5,9.38,4.65,90.26,85.7,32,7213.53,13,-4.8,111,19393.59,6.74,4.22,102.36,80,2,-2.79,15.21,12.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.19,4.02,1.56,1.93,3.75,5.95,0.23,0.11,0.02,0,0.11,0.21,0.08,0.35,0,0.15,0,0,0.02,0,0,0
2019,jordan-scarlett-1,0,5,Rounds 4-7,154,CAR,Jordan Scarlett,0,3.2,Bust,JR,1,RB,OB,Offense,23,Florida,SEC,1,71,208,29.01,30.375,8.875,4.47,104.2,98.93,30,6843.54,21,3.5,116,20102.85,7.37,4.63,70.22,22,20,5.91,7.75,13.66,0,0.12,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.74,8.75,44.27,51.63,5.15,5.9,0.29,0.33,0.2,0.82,0.9,6.92,0,0,45.17,58.55,0.29,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010,jordan-shipley-1,1,3,Rounds 1-3,84,CIN,Jordan Shipley,7,8.3,Bust,SR,0,WR,Receivers,Offense,24,Texas,Big 12,1,71,193,26.92,30.5,9.63,4.6,86.21,81.85,36.5,7537.53,16,0.4,116,19794.68,NULL,NULL,NULL,3,12,11.08,9.12,20.21,1,0.19,0.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0.07,3.82,0,9.57,0,0,0,3.04,6.44,39.45,82.5,0.47,0.72,43.27,82.5,0.47,0.72,0.05,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,jordan-taamu-1,0,8,Undrafted,999,Undrafted,Jordan Ta'amu,NULL,NULL,Success,SR,0,QB,QB,Offense,NULL,Ole Miss,SEC,1,75,221,27.62,32.25,9.875,4.77,85.38,88.01,27.5,6725.17,NULL,NULL,109,19290.67,7.06,4.36,90.95,30,114,7,-4.19,2.81,0,0,0,20.51,28.37,13.64,18.05,66.5,63.6,198.98,266.69,1.3,1.29,0.47,0.54,9.7,9.4,10,9.4,164.5,153.5,9.24,9.71,26.78,28.17,2.9,2.9,0.65,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,jordan-thomas-3,0,8,Undrafted,999,Undrafted,Jordan Thomas,NULL,NULL,Success,SR,0,CB,DB,Defense,NULL,Oklahoma,Big 12,1,72,186,25.22,32.25,9.625,4.64,80.25,77.81,38,7624.99,4,-10,124,20884.3,6.28,3.94,119.35,3,68,17.63,1.42,19.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52,2.57,0.62,0.32,3.14,2.89,0.05,0.21,0,0,0.16,0.1,0.57,0.21,0,0,0,0,0.02,0,0,0
2018,jordan-thomas-6,0,6,Rounds 4-7,211,HOU,Jordan Thomas,2,0.6,Success,SR,0,TE,Receivers,Offense,22,Mississippi State,SEC,1,77,265,31.42,32.25,9.625,4.74,104.99,112.58,27,7552.02,16,-4,111,20502.98,7.5,4.75,82.38,41,27,2.48,9.37,11.85,0,0.03,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.42,2.02,7.58,24.2,0.16,0.28,7.58,24.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,jordan-todman-1,0,6,Rounds 4-7,183,SDG,Jordan Todman,5,1.8,Success,JR,1,RB,OB,Offense,21,Connecticut,Big East,0,69,203,29.97,32,9.38,4.4,108.32,98.53,38,7974.24,25,6.7,126,21541.9,7.24,4.18,83.55,63,35,0.12,1.52,1.63,0,0.18,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.39,25.3,49.8,129.05,5.7,5.1,0.57,1.06,0.94,1.73,7.62,8.55,0,0,57.42,137.59,0.57,1.06,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,jordan-white-1,0,7,Rounds 4-7,244,NYJ,Jordan White,0,0.1,Bust,SR,0,WR,Receivers,Offense,24,Western Michigan,MAC,0,72,208,28.21,31.5,9.25,4.63,90.53,87.77,35,7614.43,14,-2.7,119,20565.38,6.84,4.13,100.54,18,76,5.32,-4.9,0.42,0,0.2,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09,0.09,0.88,2.42,3.23,27,0,0,3.87,7.58,52.52,103.48,0.34,0.92,53.4,105.9,0.21,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,jordan-whitehead-1,0,4,Rounds 4-7,117,TAM,Jordan Whitehead,8,5.5,Success,JR,1,FS,DB,Defense,21,Pitt,ACC,1,71,195,27.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,21,5.2,NULL,NULL,NULL,NULL,NULL,101,65,-1.03,2.24,1.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.13,4.46,2.28,2.07,7.41,6.53,0.35,0,0.02,0,0.08,0.1,0.31,0.41,0.09,0,0.09,0.11,0.04,0,0.04,0
2018,jordan-wilkins-1,0,5,Rounds 4-7,169,IND,Jordan Wilkins,5,2.4,Success,SR,0,RB,OB,Offense,24,Ole Miss,SEC,1,73,216,28.49,30.125,9.375,NULL,NULL,NULL,36,7932.96,16,-1,117,20421.38,NULL,4.27,NULL,33,110,8.37,-5.6,2.78,0,0.06,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63,14.66,27.61,95.3,6.1,6.5,0.19,0.85,0.19,1.8,2.51,16.66,0,0.07,30.13,111.96,0.19,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,jordan-willis-1,1,3,Rounds 1-3,73,CIN,Jordan Willis,5,9.6,Bust,SR,0,DE,DL,Defense,22,Kansas State,Big 12,1,76,255,31.04,33.5,9.875,4.53,121.11,127.34,39,9196.72,24,4.5,125,22456.03,6.85,4.28,116.32,45,25,1.7,6.39,8.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27,2.53,0.57,1.34,1.84,3.88,0.83,1.3,0.6,0.73,0,0,0.09,0.19,0.07,0.22,0.02,0.07,0,0,0,0
2014,jordan-zumwalt-1,0,6,Rounds 4-7,192,PIT,Jordan Zumwalt,0,1.4,Bust,SR,0,OLB,LB,Defense,22,UCLA,Pac-12,1,76,235,28.6,31.25,8.75,4.76,91.55,96.26,33,7860.77,NULL,NULL,116,20657.54,6.99,4.25,103.06,20,35,10.15,6.95,17.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61,2.73,1.29,1.88,3.89,4.61,0.38,0.34,0.14,0,0.02,0.18,0.02,0,0,0.09,0,0,0,0,0,0
2008,jordon-dizon-1,1,2,Rounds 1-3,45,DET,Jordon Dizon,2,14.1,Bust,SR,0,OLB,LB,Defense,22,Colorado,Big 12,1,72,229,31.05,31.25,8.5,4.71,93.06,90.23,30.5,7352.05,NULL,NULL,118,20842.63,7.01,4.35,96.25,63,79,2.28,0.37,2.65,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05,8.23,3.14,3.47,7.19,11.7,0.65,0.79,0.27,0.25,0,0.13,0.03,0,0.04,0,0,0,0,0.06,0,0
2020,jordyn-brooks-1,1,1,Rounds 1-3,27,SEA,Jordyn Brooks,0,18.8,Bust,SR,0,OLB,LB,Defense,22,Texas Tech,Big 12,1,72,240,32.55,32.88,9.13,4.54,112.98,109.54,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,53,84,2.01,-2.66,-0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,5.36,2.28,3.41,6.08,8.78,0.3,1.63,0.09,0.24,0.05,0,0.14,0,0.02,0.08,0.02,0.16,0,0,0,0
2008,jordy-nelson-1,1,2,Rounds 1-3,36,GNB,Jordy Nelson,73,16.2,Success,SR,0,WR,Receivers,Offense,23,Kansas State,Big 12,1,75,217,27.12,32.5,10,4.51,104.9,108.13,31,7182.61,NULL,NULL,123,21366.99,7.03,4.35,90.57,18,87,6.48,-2.85,3.63,1,0.29,0.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0.3,-0.08,-0.69,-1,-2.3,0,0,3.53,7.18,51.33,94.47,0.41,0.65,51.25,93.78,0.38,0.65,0.05,0.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,joseph-addai-1,1,1,Rounds 1-3,30,IND,Joseph Addai,50,17.9,Success,SR,0,RB,OB,Offense,23,LSU,SEC,1,71,214,29.84,31.38,9.5,4.4,114.19,108.42,38.5,8277.32,18,-0.2,125,21613.71,7.09,4.47,83.88,43,3,4.35,9.83,14.18,0,0.1,0.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12.83,31.37,62.88,5.05,4.9,0.15,0.62,1.07,1.67,10.82,15,0.12,0.08,39.01,77.88,0.27,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
