Combine_Year,Player_ID,Top_Talent,Rnd,Round_Cat,Pick,Draft_Team,Player,AV,Exp_AV,Success,Class,Underclassman,Pos,Pos_Group,Pos_Type,Draft_age,School,Conf,Power_Conf,Ht,Wt,BMI,Arm_length,Hand_size,40yd,Speed_Score,HASS,Vertical,Vertical_Jump_Power,Bench,Bench_Diff,BroadJump,Broad_Jump_Power,3Cone,Shuttle,Quix_Score,School_Off_Rnk,School_Def_Rnk,School_Off_Rating,School_Def_Rating,School_Rating,Consensus_AA,Dominator_Rating_Prior,Dominator_Rating_Draft,Non_offensive_TD_PG_Prior,Non_offensive_TD_PG_Draft,Adj_Def_Solo_Tackles_PG_Prior,Adj_Def_Solo_Tackles_PG_Draft,Adj_Def_Ast_Tackles_PG_Prior,Adj_Def_Ast_Tackles_PG_Draft,Adj_Def_Tot_Tackles_PG_Prior,Adj_Def_Tot_Tackles_PG_Draft,Adj_Def_Loss_Tackles_PG_Prior,Adj_Def_Loss_Tackles_PG_Draft,Adj_Def_Sk_PG_Prior,Adj_Def_Sk_PG_Draft,Adj_Def_Int_PG_Prior,Adj_Def_Int_PG_Draft,Adj_Def_PD_PG_Prior,Adj_Def_PD_PG_Draft,Adj_Def_FF_PG_Prior,Adj_Def_FF_PG_Draft,Adj_Def_FR_PG_Prior,Adj_Def_FR_PG_Draft,Adj_Def_Int_TD_PG_Prior,Adj_Def_Int_TD_PG_Draft,Adj_Def_TD_Fumbles_PG_Prior,Adj_Def_TD_Fumbles_PG_Draft
2017,carl-lawson-2,0,4,Rounds 4-7,116,CIN,Carl Lawson,5,5.6,Bust,JR,1,DE,DL,Defense,22,Auburn,SEC,1,74,261,33.51,31.5,10.375,4.67,109.75,110.87,33,8394.91,35,13.2,114,20883.33,7.46,4.19,99.18,49,7,-1.04,13.02,11.97,0,0,0,0,0,0.92,1.21,1.06,1.06,1.98,2.28,0.52,1.06,0.22,0.66,0,0,0,0,0.08,0.08,0,0,0,0,0,0
2016,carl-nassib-1,1,3,Rounds 1-3,65,CLE,Carl Nassib,15,10.6,Success,SR,0,DE,DL,Defense,23,Penn State,Big Ten,1,79,277,31.2,34.5,10.375,4.84,100.96,112.5,28.5,8029.82,21,1,114,21212.04,7.27,4.37,105.62,101,27,-0.65,7.11,6.46,1,0,0,0,0,1.01,2.97,0.36,1.44,1.37,4.4,0.38,1.87,0.16,1.63,0,0.1,0.06,0.1,0.06,0.57,0,0,0,0,0,0
2001,carl-nesmith-1,0,8,Undrafted,999,Undrafted,Carl Nesmith,NULL,NULL,Success,SR,0,FS,DB,Defense,NULL,Kansas,Big 12,1,74,223,28.63,31,8.5,4.95,74.29,75.05,31.5,7382.97,5,-12.1,112,19794.3,NULL,NULL,NULL,71,96,1.32,-3.26,-1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0
2020,carlos-davis-3,0,7,Rounds 4-7,232,PIT,Carlos Davis,0,0.1,Bust,SR,0,DT,DL,Defense,24,Nebraska,Big Ten,1,74,313,40.18,32,9.625,4.82,115.98,117.17,NULL,NULL,27,-1.2,NULL,NULL,NULL,4.52,NULL,72,67,2.91,-0.25,2.67,0,0,0,0,0,0.84,1.46,1.02,1.28,1.86,2.74,0.23,0.39,0.11,0.36,0,0,0.1,0.27,0,0.09,0.02,0.09,0,0,0,0
2010,carlos-dunlap-1,1,2,Rounds 1-3,54,CIN,Carlos Dunlap,61,12.4,Success,JR,1,DE,DL,Defense,21,Florida,SEC,1,78,277,32.01,34.63,10,4.68,115.49,126.25,31.5,8492.36,21,0.2,111,20749.51,7.21,4.61,99.34,10,4,5.61,15.54,21.15,0,0,0,0,0,0.99,2.4,0.69,0.75,1.69,3.15,0.57,0.87,0.35,0.73,0,0,0.03,0.49,0.04,0,0,0,0,0,0,0
2002,carlos-hall-1,0,7,Rounds 4-7,240,TEN,Carlos Hall,17,0.1,Success,SR,0,DE,DL,Defense,23,Arkansas,SEC,1,76,259,31.52,35,9.5,4.67,108.91,114.51,40,9433.07,20,0,129,23154.91,6.97,4.19,116.88,61,52,5.25,3.16,8.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0
2001,carlos-polk-1,0,4,Rounds 4-7,112,SDG,Carlos Polk,7,5.9,Success,SR,0,ILB,LB,Defense,24,Nebraska,Big 12,1,74,251,32.22,34,9,4.76,97.79,98.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4,27,11.08,7.93,19.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0.08,0,0
2005,carlos-rogers-1,1,1,Rounds 1-3,9,WAS,Carlos Rogers,49,27.6,Success,SR,0,CB,DB,Defense,24,Auburn,SEC,1,72,196,26.58,31.38,8.88,4.44,100.87,97.8,40.5,8215.88,15,-0.2,126,21398.09,6.48,3.82,121.9,18,1,6.69,13.18,19.86,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.19,0.16,0,0,0,0,0,0,0,0.08,0,0
2017,carlos-watkins-1,0,4,Rounds 4-7,142,HOU,Carlos Watkins,5,3.9,Success,SR,0,DT,DL,Defense,23,Clemson,ACC,1,75,309,38.62,34.625,10.375,NULL,NULL,NULL,NULL,NULL,25,-2,NULL,NULL,NULL,4.73,NULL,14,10,9.4,10.68,20.08,0,0,0,0,0,0.57,1.94,0.67,1.29,1.25,3.23,0.31,0.81,0.06,0.65,0.02,0,0.06,0.25,0,0,0,0.06,0.02,0,0,0
2018,carlton-davis-1,1,2,Rounds 1-3,63,TAM,Carlton Davis,9,10.9,Bust,JR,1,CB,DB,Defense,21,Auburn,SEC,1,73,203,26.78,NULL,NULL,4.53,96.41,95.43,34,7357.53,16,0.7,124,21233.55,NULL,NULL,NULL,25,11,5.78,12.17,17.95,0,0,0,0,0,2.89,2.06,1.05,0.63,3.94,2.7,0.13,0,0.02,0,0.11,0.08,0.65,0.82,0.08,0.08,0,0.08,0,0,0,0
2008,carlton-powell-1,0,5,Rounds 4-7,148,DEN,Carlton Powell,0,3.6,Bust,SR,0,DT,DL,Defense,23,Virginia Tech,ACC,1,74,292,37.49,32.25,9.38,5.1,86.32,87.21,22.5,7412.92,23,-2.6,108,20595.14,7.78,4.87,79.82,54,3,2.42,11.8,14.22,0,0,0,0,0,0.91,0.74,1.29,1.9,2.2,2.64,0.35,0.47,0.14,0.2,0,0,0.05,0,0,0,0,0,0,0,0,0
2017,carroll-phillips-1,0,8,Undrafted,999,Undrafted,Carroll Phillips,NULL,NULL,Success,SR,0,OLB,LB,Defense,NULL,Illinois,Big Ten,1,75,242,30.24,33,9.75,4.64,104.42,107.63,30,7542.04,23,4.3,123,21880.59,7.06,4.37,99.25,122,94,-5.92,-1.83,-7.75,0,0,0,0,0,0.87,2.3,0.73,2,1.61,4.3,0.28,1.41,0.18,0.88,0,0,0.09,0,0,0.07,0.12,0.07,0,0,0,0
2020,carter-coughlin-1,0,7,Rounds 4-7,218,NYG,Carter Coughlin,0,0.3,Bust,SR,0,OLB,LB,Defense,23,Minnesota,Big Ten,1,75,236,29.49,31.375,9.5,4.57,108.21,111.54,36,8343.84,NULL,NULL,126,22219.86,NULL,NULL,NULL,22,37,9.23,2.5,11.73,0,0,0,0,0,2.17,2.4,0.92,1.65,3.09,4.05,0.85,0.78,0.49,0.38,0,0,0,0.34,0.13,0.25,0,0,0,0,0,0
2009,cary-harris-1,0,6,Rounds 4-7,183,BUF,Cary Harris,1,1.8,Bust,SR,0,CB,DB,Defense,22,USC,Pac-10,1,71,187,26.08,NULL,NULL,4.66,79.31,75.3,NULL,NULL,18,3.1,NULL,NULL,NULL,NULL,NULL,14,1,5.49,16.76,22.24,0,0,0,0,0,1.86,2.12,0.93,0.98,2.79,3.1,0.09,0.33,0,0,0.05,0.24,0.03,0,0,0,0,0,0,0,0,0
2012,casey-hayward-1,1,2,Rounds 1-3,62,GNB,Casey Hayward,42,11.1,Success,SR,0,CB,DB,Defense,22,Vanderbilt,SEC,1,71,192,26.78,30.25,NULL,4.47,96.18,91.32,34,7131.54,19,3.5,119,20236.67,6.76,3.9,104.08,61,29,2.76,4.33,7.09,0,0,0,0,0,2.5,3.43,0.94,1.19,3.44,4.63,0.27,0.56,0,0,0.24,0.53,0.08,0,0.03,0,0,0,0,0.08,0,0
2011,casey-matthews-1,0,4,Rounds 4-7,116,PHI,Casey Matthews,10,5.6,Success,SR,0,ILB,LB,Defense,22,Oregon,Pac-10,1,73,231,30.47,31.5,8.5,4.78,88.5,87.6,NULL,NULL,13,-5.8,NULL,NULL,NULL,NULL,NULL,1,12,13.04,8.5,21.54,0,0,0,0,0,1.93,2.5,1.79,2.83,3.72,5.33,0.48,0.61,0.13,0.18,0.02,0.18,0,0,0,0,0,0,0,0,0,0
2020,casey-toohill-1,0,7,Rounds 4-7,233,PHI,Casey Toohill,0,0.1,Bust,SO,1,OLB,LB,Defense,24,Stanford,Pac-12,1,76,250,30.43,33.5,9.5,4.62,109.75,115.4,39,9094,17,-1.9,126,22507.48,7.08,4.21,107.71,109,80,-2.36,-0.02,-2.38,0,0,0,0,0,0.87,2.93,0.89,1.59,1.76,4.52,0.26,0.91,0.14,0.58,0.02,0,0.09,0.07,0,0.08,0.02,0,0,0,0,0
2016,cassanova-mckinzy-1,0,8,Undrafted,999,Undrafted,Cassanova McKinzy,NULL,NULL,Success,SR,0,ILB,LB,Defense,NULL,Auburn,SEC,1,73,248,32.72,31.25,9.875,4.83,91.14,90.21,NULL,NULL,21,0.1,NULL,NULL,NULL,NULL,NULL,74,76,2.89,4.27,7.16,0,0,0,0,0,2.34,2.9,1.47,2.9,3.81,5.8,0.43,0.78,0.08,0.38,0.05,0,0.02,0.08,0.02,0.08,0.02,0,0,0,0,0
2014,cassius-marsh-1,0,4,Rounds 4-7,108,SEA,Cassius Marsh,12,6.2,Success,SR,0,DE,DL,Defense,22,UCLA,Pac-12,1,76,252,30.67,32.75,9.5,4.89,88.14,92.68,32,8055.84,14,-5.2,108,19773.37,7.08,4.25,107.05,20,35,10.15,6.95,17.1,0,0,0,0,0,1.43,2.3,0.76,1.31,2.18,3.61,0.31,0.56,0.2,0.41,0,0,0.03,0.07,0,0,0.03,0.07,0,0,0,0
2019,cece-jefferson-1,0,8,Undrafted,999,Undrafted,Cece Jefferson,NULL,NULL,Success,SR,0,DE,DL,Defense,NULL,Florida,SEC,1,73,266,35.09,33.625,9.625,5.02,83.77,82.92,30.5,8112.19,17,-6.2,108,20060.99,7.5,4.53,88.9,22,20,5.91,7.75,13.66,0,0,0,0,0,1.52,0.87,1.56,1.08,3.08,1.95,0.84,0.65,0.31,0.11,0,0,0.06,0.23,0.03,0,0.03,0.11,0,0,0,0
2006,cedric-griffin-1,1,2,Rounds 1-3,48,MIN,Cedric Griffin,26,13.5,Success,SR,0,FS,DB,Defense,23,Texas,Big 12,1,72,199,26.99,32.63,9.38,4.51,96.2,93.27,35.5,7506.62,17,1.4,125,21305.55,6.84,4.1,97.25,1,9,14.05,10.93,24.98,0,0,0,0,0.08,0,3.19,0,1.96,0,5.14,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0.02,0
2015,cedric-reed-1,0,8,Undrafted,999,Undrafted,Cedric Reed,NULL,NULL,Success,SR,0,DE,DL,Defense,NULL,Texas,Big 12,1,77,269,31.9,33.38,9.75,4.89,94.09,100.89,NULL,NULL,22,1.5,NULL,NULL,NULL,NULL,NULL,109,31,-4.98,8.96,3.98,0,0,0,0,0,0.97,2.48,0.79,2.15,1.77,4.63,0.39,0.67,0.26,0.39,0,0,0.14,0.07,0.11,0.07,0.04,0,0,0,0,0
2006,chad-greenway-1,1,1,Rounds 1-3,17,MIN,Chad Greenway,64,22.8,Success,SR,0,OLB,LB,Defense,23,Iowa,Big Ten,1,74,242,31.07,31.25,9.13,4.76,94.28,95.24,33.5,8081.66,16,-3.4,117,20955.53,7,4.22,106.89,37,22,3.66,7.64,11.3,0,0,0,0,0,0,6.53,0,4.54,0,11.07,0,0.71,0,0.13,0.11,0.07,0,0,0,0,0,0,0.04,0,0,0
2010,chad-jones-1,1,3,Rounds 1-3,76,NYG,Chad Jones,0,9.2,Bust,JR,1,SS,DB,Defense,NULL,LSU,SEC,1,74,221,28.37,32.5,9,4.59,99.58,100.6,36,8035.68,9,-7.8,115,20215.74,6.83,4.14,106.82,77,11,2.28,10.42,12.7,0,0,0,0,0.08,1.73,2.64,1.39,2.57,3.13,5.21,0.18,0.18,0.07,0,0.07,0.22,0,0,0,0,0,0,0,0,0,0
2018,chad-thomas-1,1,3,Rounds 1-3,67,CLE,Chad Thomas,5,10.4,Bust,SR,0,DE,DL,Defense,22,Miami (FL),ACC,1,78,281,32.47,33.5,10.25,4.92,95.91,104.85,29,8189.09,NULL,NULL,116,21602.57,NULL,NULL,NULL,59,28,7.05,7.94,14.98,0,0,0,0,0,0.98,1.25,0.97,1.45,1.95,2.7,0.4,0.82,0.15,0.3,0,0,0.19,0,0.06,0,0.06,0,0,0,0,0
2002,chad-williams-1,0,6,Rounds 4-7,209,BAL,Chad Williams,9,0.6,Success,SR,0,SS,DB,Defense,23,Southern Mississippi,CUSA,0,69,207,30.57,31,9.25,4.58,94.09,85.58,36.5,7825.15,20,1.2,121,20853.19,6.96,NULL,NULL,73,8,-6.39,7.23,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0
2012,chandler-jones-2,1,1,Rounds 1-3,21,NWE,Chandler Jones,65,21,Success,SR,0,DE,DL,Defense,22,Syracuse,Big East,1,77,266,31.54,35.5,NULL,4.77,102.76,110.19,35,8805.99,22,1.9,120,21911.12,7.07,4.38,108.33,84,73,-1.38,-1.77,-3.15,0,0,0,0,0,2.89,3.93,1.55,1.05,4.44,4.98,0.8,0.98,0.23,0.56,0,0.12,0.16,0,0.11,0,0,0,0,0,0,0
2018,chandon-sullivan-1,0,8,Undrafted,999,Undrafted,Chandon Sullivan,NULL,NULL,Success,SR,0,CB,DB,Defense,NULL,Georgia State,Sun Belt,0,71,195,27.19,NULL,NULL,4.6,87.1,82.7,40.5,8195.33,15,-0.8,134,22610.97,NULL,4.36,NULL,117,49,-9.21,-1.46,-10.66,0,0,0,0,0,2.49,3.32,0.71,0.41,3.21,3.73,0.12,0.08,0.04,0,0.16,0.07,0.32,0.37,0.02,0,0.03,0.08,0.02,0,0,0.08
2017,channing-stribling-1,0,8,Undrafted,999,Undrafted,Channing Stribling,NULL,NULL,Success,SR,0,CB,DB,Defense,NULL,Michigan,Big Ten,1,73,188,24.8,31.5,8.5,4.6,83.98,83.12,31.5,6663.92,5,-8.5,114,19383.6,6.94,4.56,75.24,11,2,4.71,12.85,17.56,0,0,0,0,0,1.37,1.83,0.24,0.7,1.61,2.53,0.03,0.26,0,0.1,0.08,0.4,0.11,1.19,0.03,0,0,0,0,0.1,0,0
2020,chapelle-russell-1,0,7,Rounds 4-7,241,TAM,Chapelle Russell,0,0.1,Bust,SO,1,ILB,LB,Defense,NULL,Temple,American,0,74,236,30.3,32.375,10,4.69,97.56,98.55,35,8189.67,21,2.3,121,21448.97,7.38,4.41,85.5,86,51,-2.23,3.45,1.22,0,0,0,0,0,2.37,3.14,1.26,1.57,3.63,4.7,0.24,0.56,0.07,0,0,0,0.15,0.2,0.08,0.07,0.09,0,0,0,0.02,0
2010,charles-alexander-2,0,8,Undrafted,999,Undrafted,Charles Alexander,NULL,NULL,Success,SR,0,DT,DL,Defense,NULL,LSU,SEC,1,76,300,36.51,NULL,NULL,5.4,70.56,74.19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,11,2.28,10.42,12.7,0,0,0,0,0,0.84,0.71,1.01,1.36,1.85,2.07,0.1,0.14,0.07,0.07,0,0,0,0,0,0,0,0,0,0,0,0
2006,charles-bennett-1,0,7,Rounds 4-7,241,TAM,Charles Bennett,0,0.1,Bust,SR,0,DE,DL,Defense,23,Clemson,ACC,1,76,258,31.4,33.88,10.63,4.7,105.74,111.19,33.5,8410.37,19,-0.9,115,20975.88,7.48,4.52,87.09,61,11,4.87,6.22,11.09,0,0,0,0,0,0,2.34,0,1.13,0,3.48,0,1.17,0,0.32,0.17,0.08,0,0,0,0,0,0,0,0,0,0
2012,charles-brown-1,0,8,Undrafted,999,Undrafted,Charles Brown,NULL,NULL,Success,SR,0,CB,DB,Defense,NULL,North Carolina,ACC,1,69,202,29.83,28.88,11.38,4.53,95.94,87.26,35.5,7568.25,18,-0.2,114,19671.22,6.94,4.06,96.58,56,55,2.7,0.93,3.63,0,0,0,0,0,2.86,2.87,1.14,1.24,3.99,4.11,0.21,0.47,0.03,0,0.16,0.14,0,0,0,0,0,0,0.03,0,0,0
2003,charles-drake-1,0,7,Rounds 4-7,240,NYG,Charles Drake,0,0.1,Bust,SR,0,FS,DB,Defense,NULL,Michigan,Big Ten,1,73,205,27.04,30.25,8.88,4.52,98.23,97.23,NULL,NULL,20,4.4,NULL,NULL,NULL,NULL,NULL,54,26,6.91,6.52,13.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0
2015,charles-gaines-2,0,6,Rounds 4-7,189,CLE,Charles Gaines,1,1.5,Bust,JR,1,CB,DB,Defense,22,Louisville,ACC,1,70,180,25.82,31.38,8.75,4.44,92.63,86.1,34.5,6962.1,NULL,NULL,123,20606.85,7.07,4.2,78.1,53,25,5.74,4.79,10.52,0,0,0,0.17,0,1.54,2.31,0.45,0.39,1.99,2.7,0,0,0,0,0.44,0.15,0.61,0.73,0,0,0.09,0,0.09,0,0,0
2008,charles-godfrey-1,1,3,Rounds 1-3,67,CAR,Charles Godfrey,28,10.4,Success,SR,0,CB,DB,Defense,22,Iowa,Big Ten,1,72,207,28.07,31,9.25,4.43,107.49,104.22,32.5,7208.44,14,-2.6,121,20853.19,7.28,4.4,77.86,111,13,-10.19,6.76,-3.43,0,0,0,0,0,3.24,3.1,1.1,1.7,4.34,4.8,0.09,0.07,0,0,0.07,0.35,0,0,0.04,0,0,0,0,0,0,0
2006,charles-gordon-1,0,8,Undrafted,999,Undrafted,Charles Gordon,NULL,NULL,Success,JR,1,CB,DB,Defense,NULL,Kansas,Big 12,1,70,183,26.25,29.25,8.38,4.6,81.74,75.97,35.5,7177.91,12,-3.1,115,19435.06,6.95,4.2,82.88,84,29,-1.76,6.98,5.22,0,0,0,0,0,0,1.17,0,1.01,0,2.18,0,0.12,0,0.07,0.28,0.14,0,0,0,0,0,0,0,0,0,0
2017,charles-harris-4,1,1,Rounds 1-3,22,MIA,Charles Harris,7,20.6,Bust,JR,1,DE,DL,Defense,22,Missouri,SEC,1,75,253,31.62,32.375,9.625,4.82,93.75,96.63,32,8076.38,21,1,109,19948.09,7.47,4.42,88.61,48,89,0.19,-2.69,-2.5,0,0,0,0,0,1.78,2.4,1.18,1.78,2.95,4.18,0.88,0.82,0.38,0.65,0,0,0.12,0.14,0.12,0.14,0,0.07,0,0,0,0
2007,charles-johnson-1,1,3,Rounds 1-3,83,CAR,Charles Johnson,47,8.4,Success,JR,1,DE,DL,Defense,21,Georgia,SEC,1,74,270,34.66,34.25,9.63,4.84,98.4,99.41,34,8733.99,33,10.1,118,21684.94,7.5,NULL,NULL,52,21,5.18,5.03,10.21,0,0,0,0,0,1.14,3.02,0.61,0.67,1.75,3.69,0.65,1.59,0.33,0.83,0,0,0.08,0.88,0.08,0.25,0,0.08,0,0,0.08,0
2012,charles-mitchell-1,0,6,Rounds 4-7,192,ATL,Charles Mitchell,1,1.4,Bust,SR,0,SS,DB,Defense,22,Mississippi State,SEC,1,71,202,28.17,30.25,9.5,4.56,93.44,88.71,37,7799.52,19,2.3,127,21675.54,6.93,4.22,91.49,73,16,-0.82,5.96,5.13,0,0,0,0,0,2.92,3.35,2.03,3.02,4.95,6.37,0.12,0.2,0,0.07,0.12,0,0.05,0.21,0,0.07,0,0,0.03,0,0,0
2019,charles-omenihu-1,0,5,Rounds 4-7,161,HOU,Charles Omenihu,1,2.8,Bust,SR,0,DE,DL,Defense,22,Texas,Big 12,1,77,280,33.2,36,9.375,4.92,95.57,102.48,36.5,9324.88,NULL,NULL,115,21427.85,7.48,4.36,99.74,47,58,5.83,5.33,11.15,0,0,0,0,0,1.31,2.19,0.43,0.8,1.74,2.98,0.29,1.19,0.16,0.57,0,0,0,0.06,0.08,0.07,0.03,0.07,0,0,0,0
2016,charles-tapper-1,0,4,Rounds 4-7,101,DAL,Charles Tapper,0,6.8,Bust,SR,0,DE,DL,Defense,23,Oklahoma,Big 12,1,75,271,33.87,34.375,11.5,4.59,122.11,125.87,34,8754.53,23,0.7,119,21859.66,NULL,NULL,NULL,4,29,8.23,9.6,17.84,0,0,0,0,0,0.86,2.03,1.15,1.25,2.01,3.28,0.34,0.66,0.15,0.48,0,0,0.06,0.21,0.02,0.26,0.02,0.07,0,0,0,0
2003,charles-tillman-1,1,2,Rounds 1-3,35,CHI,Charles Tillman,68,16.4,Success,SR,0,CB,DB,Defense,22,Louisiana,Sun Belt,0,73,207,27.31,NULL,NULL,4.49,101.86,100.83,40,8364.77,12,-3.8,131,22394.97,7.05,3.89,101.16,114,80,-10.07,-3.73,-13.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0.2,0,0,0,0,0,0,0,0,0,0
2017,charles-walker-3,0,8,Undrafted,999,Undrafted,Charles Walker,NULL,NULL,Success,JR,1,DT,DL,Defense,NULL,Oklahoma,Big 12,1,74,310,39.8,33.75,9.625,4.96,102.44,103.49,28,8630.69,25,-2.9,107,20810.75,7.89,4.96,79.59,3,69,14.64,0.34,14.98,0,0,0,0,0,1.24,0.44,0.91,1.1,2.15,1.54,0.44,0.44,0.26,0,0,0,0.04,0.79,0.04,0,0,0,0,0,0,0
2006,charlie-peprah-1,0,5,Rounds 4-7,158,NYG,Charlie Peprah,11,3,Success,SR,0,SS,DB,Defense,23,Alabama,SEC,1,71,206,28.73,31.75,9.5,4.66,87.37,82.95,37.5,7958.78,15,-2.2,119,20524.29,6.81,4.09,102.15,86,1,0.15,12.74,12.89,0,0,0,0,0,0,2.55,0,1.37,0,3.92,0,0.27,0,0,0.24,0,0,0.43,0,0.18,0,0.09,0.03,0,0,0
2006,charlton-keith-1,0,8,Undrafted,999,Undrafted,Charlton Keith,NULL,NULL,Success,SR,0,OLB,LB,Defense,NULL,Kansas,Big 12,1,76,237,28.85,32.5,9.25,4.78,90.8,95.47,30.5,7516.41,12,-5.3,109,19619.38,7.03,4.36,98.57,84,29,-1.76,6.98,5.22,0,0,0,0,0,0,2.49,0,2.18,0,4.68,0,1.6,0,0.61,0,0.07,0,0,0,0,0.09,0,0,0.07,0.09,0
2012,chas-alecxih-1,0,8,Undrafted,999,Undrafted,Chas Alecxih,NULL,NULL,Success,SR,0,DT,DL,Defense,NULL,Pitt,Big East,1,76,296,36.03,33.38,10.38,5.31,74.46,78.29,25.5,7957.63,19,-5.6,99,19289.71,7.74,4.62,88.78,83,38,-0.23,1.32,1.09,0,0,0,0,0,1.06,2.28,0.86,1.78,1.92,4.06,0.37,1.1,0.3,0.43,0,0.07,0.08,0,0.03,0,0,0,0,0,0,0
2019,chase-hansen-1,0,8,Undrafted,999,Undrafted,Chase Hansen,NULL,NULL,Success,SR,0,ILB,LB,Defense,NULL,Utah,Pac-12,1,75,222,27.75,30.5,9.375,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,76,17,1.68,8.23,9.91,0,0,0,0,0,3.18,5.58,2.22,3.51,5.41,9.09,0.32,1.75,0.06,0.37,0.1,0.15,0.33,0.3,0.15,0,0.1,0.08,0.02,0.07,0.02,0
2012,chase-minnifield-1,0,8,Undrafted,999,Undrafted,Chase Minnifield,NULL,NULL,Success,SR,0,CB,DB,Defense,NULL,Virginia,ACC,1,70,183,26.25,31.5,9,4.63,79.64,74.02,NULL,NULL,7,-8.1,NULL,NULL,NULL,NULL,NULL,86,47,-2.81,2.95,0.14,0,0,0,0,0,2.03,2.67,0.67,1.38,2.7,4.05,0.13,0.57,0.02,0.12,0.31,0.24,0.13,0.64,0,0,0,0,0,0.08,0,0
2008,chase-ortiz-1,0,8,Undrafted,999,Undrafted,Chase Ortiz,NULL,NULL,Success,SR,0,DE,DL,Defense,NULL,Texas Christian,MWC,1,74,249,31.97,32.5,9.5,4.9,86.39,87.27,29.5,7608.76,24,3.7,108,19711.73,7.03,4.23,108.43,72,11,-1.21,5.66,4.45,0,0,0,0,0,1.57,2.11,0.96,0.84,2.53,2.95,0.99,1.16,0.41,0.58,0.04,0,0.04,0.26,0.07,0.21,0,0,0,0,0,0
2007,chase-pittman-1,0,7,Rounds 4-7,213,CLE,Chase Pittman,0,0.5,Bust,SR,0,DE,DL,Defense,NULL,LSU,SEC,1,77,270,32.01,NULL,NULL,5.03,84.36,90.45,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,9,4,6.91,11.94,18.86,0,0,0,0,0,1.48,0.85,0.78,1.45,2.26,2.3,0.55,0.55,0.14,0.45,0,0,0.28,0,0.16,0.09,0,0,0,0,0,0
2013,chase-thomas-1,0,8,Undrafted,999,Undrafted,Chase Thomas,NULL,NULL,Success,SR,0,OLB,LB,Defense,NULL,Stanford,Pac-12,1,75,244,30.49,32.28,9.63,4.91,83.96,86.55,32,7891.49,18,-0.9,113,20379.9,7.17,4.31,98.34,71,11,2.47,13.11,15.58,0,0,0,0,0,2.65,2.81,1.45,1.83,4.1,4.64,0.94,0.95,0.45,0.41,0.02,0.05,0.07,0,0.23,0,0.05,0,0,0,0,0.07
2019,chase-winovich-1,1,3,Rounds 1-3,77,NWE,Chase Winovich,3,9.1,Bust,SR,0,DE,DL,Defense,24,Michigan,Big Ten,1,75,256,31.99,32.75,10,4.59,115.35,118.9,30.5,7906.75,18,-2.4,116,21088.97,6.94,4.11,120.2,21,16,5.92,10.56,16.47,0,0,0,0,0,1.75,2.75,1.48,2.17,3.23,4.92,0.76,1.29,0.41,0.45,0,0,0,0.09,0.08,0,0.06,0.08,0,0,0,0
2020,chase-young-1,1,1,Rounds 1-3,2,WAS,Chase Young,0,36.3,Bust,JR,1,DE,DL,Defense,21,Ohio State,Big Ten,1,77,264,31.3,33.75,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,4,14.04,13.36,27.39,1,0,0,0,0,1.48,2.77,0.7,1.21,2.18,3.98,0.79,1.82,0.53,1.47,0,0,0.17,0.27,0.09,0.61,0,0,0,0,0,0
2019,chauncey-gardner-1,0,4,Rounds 4-7,105,NOR,Chauncey Gardner-Johnson,3,6.4,Bust,JR,1,SS,DB,Defense,21,Florida,SEC,1,71,210,29.29,30.875,9.25,4.48,104.26,98.99,36,7809.69,17,-0.7,117,20298.11,7.03,4.2,92.43,22,20,5.91,7.75,13.66,0,0,0,0,0,2.64,2.77,1.68,2.55,4.32,5.32,0.31,0.67,0.06,0.24,0.27,0.32,0.55,0.16,0,0,0,0,0.05,0.16,0,0
2020,chauncey-rivers-1,0,8,Undrafted,999,Undrafted,Chauncey Rivers,NULL,NULL,Success,SR,0,DE,DL,Defense,NULL,Mississippi State,SEC,1,74,262,33.64,32.875,9.75,4.97,85.88,86.76,30.5,8030.01,20,-1.9,106,19670.45,7.33,4.7,87.57,74,73,3.51,1.37,4.87,0,0,0,0,0,1.1,1.9,0.93,1.5,2.04,3.4,0.57,0.63,0.12,0.41,0,0,0,0.16,0,0.08,0,0,0,0,0,0
