Year,Player_ID,NCAA_Link,Player,Pos,School,Ht,Wt,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Team,Round,Pick
2013,KleiCo00,https://www.sports-reference.com/cfb/players/collin-klein-1.html,Collin Klein,QB,Kansas State,77,226,4.78,29.0,,111.0,7.17,4.4,,999,999
2013,KleiAJ00,https://www.sports-reference.com/cfb/players/aj-klein-1.html,A.J. Klein,ILB,Iowa State,73,250,4.66,,20.0,113.0,,,Carolina Panthers,5,148
2013,KnotJa00,https://www.sports-reference.com/cfb/players/jake-knott-1.html,Jake Knott,OLB,Iowa State,74,243,4.84,,,,,,,999,999
2013,KovaSc00,https://www.sports-reference.com/cfb/players/scott-kovanda-1.html,Scott Kovanda,P,Ball State,74,207,4.84,,,,,,,999,999
2013,KrugJo00,https://www.sports-reference.com/cfb/players/joe-kruger-1.html,Joe Kruger,DE,Utah,78,269,4.83,34.0,24.0,117.0,7.17,4.46,Philadelphia Eagles,7,212
2013,KugbEd00,,Edmund Kugbila,OG,Valdosta State,76,317,5.13,22.5,23.0,105.0,7.72,4.65,Carolina Panthers,4,108
2013,LacyEd00,https://www.sports-reference.com/cfb/players/eddie-lacy-1.html,Eddie Lacy,RB,Alabama,71,231,4.55,,,,,,Green Bay Packers,2,61
2013,LattMa00,https://www.sports-reference.com/cfb/players/marcus-lattimore-1.html,Marcus Lattimore,RB,South Carolina,71,221,4.65,,,,,,San Francisco 49ers,4,131
2013,LemoAl00,https://www.sports-reference.com/cfb/players/alec-lemon-1.html,Alec Lemon,WR,Syracuse,73,202,4.59,32.0,7.0,112.0,7.04,4.29,,999,999
2013,LemoCo00,https://www.sports-reference.com/cfb/players/corey-lemonier-1.html,Corey Lemonier,DE,Auburn,75,255,4.6,33.0,27.0,119.0,7.14,4.4,San Francisco 49ers,3,88
2013,LestRo00,https://www.sports-reference.com/cfb/players/robert-lester-1.html,Robert Lester,SS,Alabama,73,220,4.66,33.5,,117.0,,,,999,999
2013,LewiKa00,https://www.sports-reference.com/cfb/players/kapron-lewis-moore-1.html,Kapron Lewis-Moore,DT,Notre Dame,76,298,4.95,,,,,,Baltimore Ravens,6,200
2013,LineZa01,https://www.sports-reference.com/cfb/players/zach-line-1.html,Zach Line,FB,SMU,72,232,4.77,30.5,26.0,111.0,,,,999,999
2013,LockJe00,https://www.sports-reference.com/cfb/players/jeff-locke-1.html,Jeff Locke,P,UCLA,73,209,4.82,,,,,,Minnesota Vikings,5,155
2013,LogaBe00,https://www.sports-reference.com/cfb/players/bennie-logan-1.html,Bennie Logan,DT,LSU,74,309,5.08,25.0,30.0,104.0,7.53,4.67,Philadelphia Eagles,3,67
2013,,,P.J. Lonergan,C,LSU,75,304,5.38,,25.0,,,,,999,999
2013,LongKy00,,Kyle Long,OG,Oregon,78,313,4.91,28.0,,107.0,7.83,4.63,Chicago Bears,1,20
2013,LotuSt00,https://www.sports-reference.com/cfb/players/star-lotulelei-1.html,Star Lotulelei,DT,Utah,74,311,5.14,,,,,,Carolina Panthers,1,14
2013,LotuJo00,https://www.sports-reference.com/cfb/players/john-lotulelei-1.html,John Lotulelei,OLB,UNLV,71,233,4.84,35.5,25.0,117.0,6.91,4.3,,999,999
2013,,https://www.sports-reference.com/cfb/players/philip-lutzenkirchen-1.html,Philip Lutzenkirchen,TE,Auburn,75,258,4.94,30.5,21.0,112.0,7.15,4.35,,999,999
2013,,,Joe Madsen,C,West Virginia,75,310,5.2,25.0,25.0,98.0,7.6,4.83,,999,999
2013,MadyLa00,,Lamar Mady,OG,Youngstown State,74,317,5.48,23.0,35.0,95.0,8.07,4.82,,999,999
2013,MageBr00,https://www.sports-reference.com/cfb/players/brandon-magee-1.html,Brandon Magee,OLB,Arizona State,71,223,4.74,,,114.0,,,,999,999
2013,MaheBr01,https://www.sports-reference.com/cfb/players/brett-maher-1.html,Brett Maher,K,Nebraska,72,186,4.89,,,,,,,999,999
2013,ManuEJ00,https://www.sports-reference.com/cfb/players/ej-manuel-1.html,E.J. Manuel,QB,Florida State,77,237,4.65,34.0,,118.0,7.08,4.21,Buffalo Bills,1,16
2013,MapoSt00,https://www.sports-reference.com/cfb/players/stansly-maponga-1.html,Stansly Maponga,DE,TCU,74,256,4.78,,30.0,,,,Atlanta Falcons,5,153
2013,MarqLu00,,Luke Marquardt,OT,Azusa Pacific,80,315,5.34,,31.0,,,,,999,999
2013,MathTy00,,Tyrann Mathieu,CB,LSU,69,186,4.5,34.0,4.0,117.0,6.87,4.14,Arizona Cardinals,3,69
2013,MautMi00,https://www.sports-reference.com/cfb/players/michael-mauti-1.html,Michael Mauti,OLB,Penn State,74,243,4.83,,28.0,,,,Minnesota Vikings,7,213
2013,MaysMi00,,Miguel Maysonet,RB,Stony Brook,69,209,4.54,,20.0,,7.21,4.43,,999,999
2013,McCaOn00,https://www.sports-reference.com/cfb/players/onterio-mccalebb-1.html,Onterio McCalebb,RB,Auburn,70,168,4.34,34.0,,121.0,,,,999,999
2013,McCrLe01,https://www.sports-reference.com/cfb/players/lerentee-mccray-1.html,Lerentee McCray,OLB,Florida,74,250,4.74,,,,,,,999,999
2013,McCrDe00,,Demetrius McCray,CB,Appalachian State,73,187,4.54,36.0,4.0,126.0,7.17,4.32,Jacksonville Jaguars,7,210
2013,McDoVa00,https://www.sports-reference.com/cfb/players/vance-mcdonald-1.html,Vance McDonald,TE,Rice,76,267,4.69,33.5,31.0,119.0,7.08,4.53,San Francisco 49ers,2,55
2013,McDoTJ00,https://www.sports-reference.com/cfb/players/tj-mcdonald-1.html,T.J. McDonald,FS,USC,74,219,4.59,40.0,19.0,131.0,6.89,4.2,St. Louis Rams,3,71
2013,,,Brad McDougald,FS,Illinois,72,215,4.51,34.5,19.0,122.0,7.07,4.44,,999,999
2013,McFaLe00,https://www.sports-reference.com/cfb/players/leon-mcfadden-1.html,Leon McFadden,CB,San Diego State,70,193,4.54,34.5,10.0,119.0,6.81,4.27,Cleveland Browns,3,68
2013,McGeSt01,https://www.sports-reference.com/cfb/players/stacy-mcgee-1.html,Stacy McGee,DT,Oklahoma,75,308,4.98,,,,,,Oakland Raiders,6,205
2013,McGeBr00,https://www.sports-reference.com/cfb/players/brandon-mcgee-1.html,Brandon McGee,CB,Miami (FL),71,193,4.4,33.5,14.0,119.0,6.71,4.18,St. Louis Rams,5,149
2013,MellAa00,,Aaron Mellette,WR,Elon,74,217,4.54,33.5,9.0,123.0,7.11,4.41,Baltimore Ravens,7,238
2013,MichCh00,https://www.sports-reference.com/cfb/players/christine-michael-1.html,Christine Michael,RB,Texas A&M,70,220,4.54,43.0,27.0,125.0,6.69,4.02,Seattle Seahawks,2,62
2013,MileRo00,,Rontez Miles,FS,California (PA),72,203,4.62,36.5,,123.0,6.97,4.27,,999,999
2013,MilhSt00,https://www.sports-reference.com/cfb/players/stephane-milhim-1.html,Stephane Milhim,OG,Massachusetts,76,314,5.14,28.5,,104.0,,4.87,,999,999
2013,MillDe00,https://www.sports-reference.com/cfb/players/demarcus-milliner-1.html,Dee Milliner,CB,Alabama,72,201,4.37,36.0,,122.0,6.95,4.32,New York Jets,1,9
2013,MillJo02,,Jordan Mills,OT,Louisiana Tech,77,316,5.37,28.5,20.0,101.0,8.1,4.88,Chicago Bears,5,163
2013,MingBa00,https://www.sports-reference.com/cfb/players/barkevious-mingo-1.html,Barkevious Mingo,OLB,LSU,76,241,4.58,37.0,,128.0,6.84,4.39,Cleveland Browns,1,6
2013,MintKe00,https://www.sports-reference.com/cfb/players/kevin-minter-1.html,Kevin Minter,ILB,LSU,72,246,4.81,33.0,25.0,119.0,,,Arizona Cardinals,2,45
2013,MoexT.00,https://www.sports-reference.com/cfb/players/tj-moe-1.html,T.J. Moe,WR,Missouri,71,204,4.74,36.0,26.0,120.0,6.53,3.96,,999,999
2013,MontSa00,https://www.sports-reference.com/cfb/players/sam-montgomery-1.html,Sam Montgomery,DE,LSU,75,262,4.81,34.5,,114.0,7.18,4.51,Houston Texans,3,95
2013,MoodNi00,https://www.sports-reference.com/cfb/players/nick-moody-1.html,Nick Moody,OLB,Florida State,73,236,4.71,,17.0,118.0,,,San Francisco 49ers,6,180
2013,MoorSi00,https://www.sports-reference.com/cfb/players/sio-moore-1.html,Sio Moore,OLB,Connecticut,73,245,4.65,38.0,29.0,127.0,7.49,4.31,Oakland Raiders,3,66
2013,MoorDa01,https://www.sports-reference.com/cfb/players/damontre-moore-1.html,Damontre Moore,DE,Texas A&M,76,250,4.95,35.5,12.0,122.0,,,New York Giants,3,81
2013,MottZe00,https://www.sports-reference.com/cfb/players/zeke-motta-1.html,Zeke Motta,SS,Notre Dame,74,213,4.75,35.5,11.0,126.0,6.75,4.16,Atlanta Falcons,7,244
2013,NassRy00,https://www.sports-reference.com/cfb/players/ryan-nassib-1.html,Ryan Nassib,QB,Syracuse,74,227,5.06,28.5,,105.0,7.34,4.53,New York Giants,4,110
2013,NixoXa00,,Xavier Nixon,OT,Florida,78,321,5.23,,,,,,,999,999
2013,OgleAl00,https://www.sports-reference.com/cfb/players/alec-ogletree-1.html,Alec Ogletree,OLB,Georgia,74,242,4.7,33.5,20.0,122.0,7.16,4.39,St. Louis Rams,1,30
2013,OkafAl00,https://www.sports-reference.com/cfb/players/alex-okafor-1.html,Alex Okafor,DE,Texas,76,264,4.78,,21.0,,,,Arizona Cardinals,4,103
2013,OtteRy01,https://www.sports-reference.com/cfb/players/ryan-otten-1.html,Ryan Otten,TE,San Jose State,77,230,4.69,,,,,,,999,999
2013,PainVi00,,Vinston Painter,OT,Virginia Tech,76,306,4.95,30.5,32.0,97.0,7.71,4.56,Denver Broncos,6,173
2013,PantCh00,https://www.sports-reference.com/cfb/players/chris-pantale-1.html,Chris Pantale,TE,Boston Col.,77,254,4.99,33.5,17.0,110.0,7.48,4.5,,999,999
2013,PattCo00,https://www.sports-reference.com/cfb/players/cordarrelle-patterson-1.html,Cordarrelle Patterson,WR,Tennessee,74,216,4.42,37.0,,128.0,,,Minnesota Vikings,1,29
2013,PattQu00,https://www.sports-reference.com/cfb/players/quinton-patton-1.html,Quinton Patton,WR,Louisiana Tech,72,204,4.53,33.0,8.0,118.0,6.91,4.01,San Francisco 49ers,4,128
2013,PortSe00,https://www.sports-reference.com/cfb/players/sean-porter-1.html,Sean Porter,OLB,Texas A&M,73,229,4.75,35.0,22.0,119.0,,,Cincinnati Bengals,4,118
2013,PougKe01,,Keith Pough,ILB,Howard,74,239,4.87,33.0,17.0,118.0,7.28,4.47,,999,999
2013,PoweTy00,,Ty Powell,OLB,Harding,74,249,4.64,37.0,28.0,122.0,6.98,4.4,Seattle Seahawks,7,231
2013,PoyeJo00,https://www.sports-reference.com/cfb/players/jordan-poyer-1.html,Jordan Poyer,CB,Oregon State,72,191,4.54,30.5,8.0,118.0,6.87,4.18,Philadelphia Eagles,7,218
2013,PryoLo00,https://www.sports-reference.com/cfb/players/lonnie-pryor-1.html,Lonnie Pryor,FB,Florida State,71,227,4.7,30.0,17.0,114.0,7.28,4.55,,999,999
2013,PughJu00,https://www.sports-reference.com/cfb/players/justin-pugh-1.html,Justin Pugh,OT,Syracuse,76,307,5.12,28.5,,103.0,7.45,4.63,New York Giants,1,19
2013,QuesDa00,,David Quessenberry,OT,San Jose State,77,302,5.08,29.5,25.0,112.0,7.49,4.45,Houston Texans,6,176
2013,RambBa00,https://www.sports-reference.com/cfb/players/bacarri-rambo-1.html,Bacarri Rambo,FS,Georgia,72,211,4.56,,17.0,,,,Washington Redskins,6,191
2013,RandJo01,https://www.sports-reference.com/cfb/players/joseph-randle-1.html,Joseph Randle,RB,Oklahoma State,72,204,4.63,35.0,,123.0,,,Dallas Cowboys,5,151
2013,ReddKe00,https://www.sports-reference.com/cfb/players/kevin-reddick-1.html,Kevin Reddick,ILB,North Carolina,73,243,4.72,,23.0,113.0,,,,999,999
2013,ReedJo02,https://www.sports-reference.com/cfb/players/jordan-reed-1.html,Jordan Reed,TE,Florida,74,236,4.72,,16.0,,,,Washington Redskins,3,85
2013,,,Greg Reid,CB,Florida State,68,190,4.46,,10.0,,,,,999,999
2013,ReidEr00,https://www.sports-reference.com/cfb/players/eric-reid-1.html,Eric Reid,FS,LSU,73,213,4.53,40.5,17.0,134.0,6.99,4.22,San Francisco 49ers,1,18
2013,RenfSe00,https://www.sports-reference.com/cfb/players/sean-renfree-1.html,Sean Renfree,QB,Duke,75,219,4.76,,,,,,Atlanta Falcons,7,249
2013,RhodXa00,https://www.sports-reference.com/cfb/players/xavier-rhodes-1.html,Xavier Rhodes,CB,Florida State,73,210,4.43,40.5,14.0,132.0,,,Minnesota Vikings,1,25
2013,RichSh00,https://www.sports-reference.com/cfb/players/sheldon-richardson-1.html,Sheldon Richardson,DT,Missouri,74,294,5.02,32.0,30.0,116.0,,,New York Jets,1,13
2013,RiddTh00,https://www.sports-reference.com/cfb/players/theo-riddick-1.html,Theo Riddick,RB,Notre Dame,70,201,4.68,32.0,,118.0,,,Detroit Lions,6,199
2013,RiveMy00,https://www.sports-reference.com/cfb/players/mychal-rivera-1.html,Mychal Rivera,TE,Tennessee,75,242,4.81,31.0,17.0,112.0,7.17,4.43,Oakland Raiders,6,184
2013,RobeNi00,https://www.sports-reference.com/cfb/players/nickell-robey-1.html,Nickell Robey,CB,USC,67,169,4.53,37.5,10.0,127.0,6.74,4.09,,999,999
2013,RobiDe00,https://www.sports-reference.com/cfb/players/denard-robinson-1.html,Denard Robinson,WR,Michigan,70,199,4.43,36.5,,123.0,7.09,4.22,Jacksonville Jaguars,5,135
2013,RogeDa01,,Da'Rick Rogers,WR,Tennessee Tech,74,217,4.5,39.5,10.0,132.0,6.71,4.06,,999,999
2013,,https://www.sports-reference.com/cfb/players/robbie-rouse-1.html,Robbie Rouse,RB,Fresno State,66,190,4.8,34.0,15.0,114.0,6.97,4.25,,999,999
2013,RyanLo00,https://www.sports-reference.com/cfb/players/logan-ryan-1.html,Logan Ryan,CB,Rutgers,71,191,4.56,32.5,14.0,116.0,6.69,4.06,New England Patriots,3,83
2013,SabiEt00,https://www.sports-reference.com/cfb/players/etienne-sabino-1.html,Etienne Sabino,OLB,Ohio State,74,247,4.75,,24.0,114.0,,,,999,999
2013,SampLa00,https://www.sports-reference.com/cfb/players/lanear-sampson-1.html,Lanear Sampson,WR,Baylor,71,204,4.46,33.5,20.0,119.0,7.1,4.38,,999,999
2013,SandAc00,https://www.sports-reference.com/cfb/players/ace-sanders-1.html,Ace Sanders,WR,South Carolina,67,173,4.58,32.0,7.0,117.0,6.81,4.37,Jacksonville Jaguars,4,101
2013,SchwBr00,https://www.sports-reference.com/cfb/players/brian-schwenke-1.html,Brian Schwenke,C,California,75,314,4.99,26.5,31.0,108.0,7.31,4.74,Tennessee Titans,4,107
2013,ScotMa01,https://www.sports-reference.com/cfb/players/matt-scott-1.html,Matt Scott,QB,Arizona,74,213,4.69,31.0,,118.0,6.69,3.99,,999,999
2013,SharQu00,https://www.sports-reference.com/cfb/players/quinn-sharp-1.html,Quinn Sharp,P,Oklahoma State,73,189,4.86,,,,,,,999,999
2013,ShorKa00,https://www.sports-reference.com/cfb/players/kawann-short-1.html,Kawann Short,DT,Purdue,75,299,5.08,,,,,,Carolina Panthers,2,44
2013,SimoTh00,https://www.sports-reference.com/cfb/players/tharold-simon-1.html,Tharold Simon,CB,LSU,74,202,4.51,34.0,9.0,128.0,,,Seattle Seahawks,5,138
2013,SimoJo01,https://www.sports-reference.com/cfb/players/john-simon-2.html,John Simon,OLB,Ohio State,73,257,4.62,,,,,,Baltimore Ravens,4,129
2013,SimsDi00,https://www.sports-reference.com/cfb/players/dion-sims-1.html,Dion Sims,TE,Michigan State,77,262,4.75,35.0,22.0,112.0,7.36,4.52,Miami Dolphins,4,106
2013,SlauJa00,https://www.sports-reference.com/cfb/players/jamoris-slaughter-1.html,Jamoris Slaughter,SS,Notre Dame,72,195,4.57,,,,,,Cleveland Browns,6,175
2013,SlayDa00,https://www.sports-reference.com/cfb/players/darius-slay-1.html,Darius Slay,CB,Mississippi State,72,192,4.36,35.5,14.0,124.0,6.9,4.21,Detroit Lions,2,36
2013,SmitRo05,https://www.sports-reference.com/cfb/players/rodney-smith-1.html,Rodney Smith,WR,Florida State,76,225,4.51,34.5,,120.0,7.03,4.07,,999,999
2013,SmitQu00,https://www.sports-reference.com/cfb/players/quanterus-smith-1.html,Quanterus Smith,DE,Western Kentucky,77,250,4.74,,,,,,Denver Broncos,5,146
2013,SmitJa02,,Jared Smith,DT,New Hampshire,75,302,5.08,32.5,28.0,115.0,7.2,4.39,Seattle Seahawks,7,241
2013,SmitGe00,https://www.sports-reference.com/cfb/players/geno-smith-1.html,Geno Smith,QB,West Virginia,74,218,4.58,33.5,,124.0,,,New York Jets,2,39
2013,SoreBr00,,Brad Sorensen,QB,Southern Utah,76,229,4.97,29.0,,112.0,7.17,4.55,San Diego Chargers,7,221
2013,SpadRy00,,Ryan Spadola,WR,Lehigh,73,204,4.48,33.5,15.0,119.0,6.72,4.07,,999,999
2013,SpenAk00,https://www.sports-reference.com/cfb/players/akeem-spence-1.html,Akeem Spence,DT,Illinois,73,307,5.15,30.0,37.0,107.0,7.82,4.72,Tampa Bay Buccaneers,4,100
2013,SquaDa00,https://www.sports-reference.com/cfb/players/damion-square-1.html,Damion Square,DE,Alabama,74,293,5.23,,,,,,,999,999
2013,StacZa00,https://www.sports-reference.com/cfb/players/zac-stacy-1.html,Zac Stacy,RB,Vanderbilt,68,216,4.55,33.0,27.0,122.0,6.7,4.17,St. Louis Rams,5,160
2013,StafDa00,https://www.sports-reference.com/cfb/players/daimion-stafford-1.html,Daimion Stafford,FS,Nebraska,72,221,4.69,30.5,21.0,111.0,7.06,,Tennessee Titans,7,248
2013,,,Matt Stankiewitch,C,Penn State,75,302,5.43,24.0,27.0,92.0,7.9,4.96,,999,999
2013,StarJa01,https://www.sports-reference.com/cfb/players/jawanza-starling-1.html,Jawanza Starling,SS,USC,73,202,4.64,36.0,17.0,122.0,6.68,4.34,,999,999
2013,StewJo01,https://www.sports-reference.com/cfb/players/jonathan-stewart-4.html,Jonathan Stewart,ILB,Texas A&M,76,242,4.68,31.0,19.0,118.0,7.44,4.53,,999,999
2013,StewWa01,https://www.sports-reference.com/cfb/players/walter-stewart-1.html,Walter Stewart,DE,Cincinnati,76,246,4.69,,,,,,,999,999
2013,StilKe00,https://www.sports-reference.com/cfb/players/kenny-stills-1.html,Kenny Stills,WR,Oklahoma,72,194,4.38,33.5,16.0,124.0,,4.35,New Orleans Saints,5,144
2013,StonJa01,https://www.sports-reference.com/cfb/players/jake-stoneburner-1.html,Jake Stoneburner,TE,Ohio State,75,252,4.65,34.5,18.0,116.0,7.12,4.27,,999,999
2013,SturCa00,https://www.sports-reference.com/cfb/players/caleb-sturgis-1.html,Caleb Sturgis,K,Florida,70,188,4.77,,,,,,Miami Dolphins,5,166
2013,,,Dax Swanson,CB,SMU,70,186,4.56,33.0,15.0,122.0,,,,999,999
2013,SweaDJ00,https://www.sports-reference.com/cfb/players/dj-swearinger-1.html,D.J. Swearinger,FS,South Carolina,70,208,4.67,37.0,17.0,124.0,6.7,4.11,Houston Texans,2,57
2013,SweeRo01,https://www.sports-reference.com/cfb/players/rod-sweeting-1.html,Rod Sweeting,CB,Georgia Tech,71,189,4.42,37.0,11.0,124.0,,,,999,999
2013,SwopRy00,https://www.sports-reference.com/cfb/players/ryan-swope-1.html,Ryan Swope,WR,Texas A&M,72,205,4.34,37.0,16.0,125.0,6.76,4.25,Arizona Cardinals,6,174
2013,TaylBr03,https://www.sports-reference.com/cfb/players/bruce-taylor-1.html,Bruce Taylor,ILB,Virginia Tech,73,237,5.01,30.5,19.0,115.0,7.21,4.39,,999,999
2013,TaylDe00,https://www.sports-reference.com/cfb/players/devin-taylor-1.html,Devin Taylor,DE,South Carolina,79,266,4.72,35.0,14.0,128.0,6.89,4.3,Detroit Lions,4,132
2013,TaylJa01,https://www.sports-reference.com/cfb/players/jamar-taylor-2.html,Jamar Taylor,CB,Boise State,71,192,4.39,35.0,22.0,127.0,6.82,4.06,Miami Dolphins,2,54
2013,TaylMi00,https://www.sports-reference.com/cfb/players/mike-taylor-1.html,Mike Taylor,OLB,Wisconsin,73,234,4.75,,,,,,,999,999
2013,TaylSt00,https://www.sports-reference.com/cfb/players/stepfan-taylor-1.html,Stepfan Taylor,RB,Stanford,69,214,4.76,30.0,17.0,110.0,7.13,4.5,Arizona Cardinals,5,140
2013,TeoxMa00,https://www.sports-reference.com/cfb/players/manti-teo-1.html,Manti Te'o,ILB,Notre Dame,73,241,4.82,33.0,,113.0,7.13,4.27,San Diego Chargers,2,38
2013,ThomCh02,https://www.sports-reference.com/cfb/players/chase-thomas-1.html,Chase Thomas,OLB,Stanford,75,244,4.91,32.0,18.0,113.0,7.17,4.31,,999,999
2013,ThomDa04,,Dallas Thomas,OT,Tennessee,77,306,5.08,,,,,,Miami Dolphins,3,77
2013,ThomPh00,https://www.sports-reference.com/cfb/players/phillip-thomas-2.html,Phillip Thomas,FS,Fresno State,72,208,4.65,35.0,14.0,122.0,,,Washington Redskins,4,119
2013,ThomSh00,https://www.sports-reference.com/cfb/players/shamarko-thomas-1.html,Shamarko Thomas,SS,Syracuse,69,213,4.42,40.5,28.0,133.0,,4.26,Pittsburgh Steelers,4,111
2013,ThomKe02,https://www.sports-reference.com/cfb/players/kenbrell-thompkins-1.html,Kenbrell Thompkins,WR,Cincinnati,73,193,4.54,33.5,8.0,121.0,6.88,4.21,,999,999
2013,ThomCh03,https://www.sports-reference.com/cfb/players/chris-thompson-1.html,Chris Thompson,RB,Florida State,67,192,4.42,,21.0,,,,Washington Redskins,5,154
2013,ThorHu00,https://www.sports-reference.com/cfb/players/hugh-thornton-1.html,Hugh Thornton,OG,Illinois,75,320,5.11,,27.0,,7.45,4.63,Indianapolis Colts,3,86
2013,ToilLe00,https://www.sports-reference.com/cfb/players/levine-toilolo-1.html,Levine Toilolo,TE,Stanford,80,260,4.86,31.0,17.0,113.0,7.09,4.57,Atlanta Falcons,4,133
2013,TretJC00,,J.C. Tretter,OG,Cornell,76,307,5.09,29.5,29.0,109.0,7.48,4.69,Green Bay Packers,4,122
2013,TrufDe00,https://www.sports-reference.com/cfb/players/desmond-trufant-1.html,Desmond Trufant,CB,Washington,72,190,4.38,37.5,16.0,125.0,,3.85,Atlanta Falcons,1,22
2013,TuckMa00,https://www.sports-reference.com/cfb/players/matthew-tucker-1.html,Matthew Tucker,RB,TCU,72,221,4.55,35.5,17.0,118.0,,,,999,999
2013,VaccKe00,https://www.sports-reference.com/cfb/players/kenny-vaccaro-1.html,Kenny Vaccaro,FS,Texas,72,214,4.63,38.0,15.0,121.0,6.78,4.06,New Orleans Saints,1,15
2013,,https://www.sports-reference.com/cfb/players/james-vandenberg-1.html,James Vandenberg,QB,Iowa,75,226,4.92,32.0,,116.0,6.95,4.52,,999,999
2013,VernCo01,https://www.sports-reference.com/cfb/players/conner-vernon-1.html,Conner Vernon,WR,Duke,72,196,4.68,32.5,,125.0,6.93,4.22,,999,999
2013,WagnRi00,,Ricky Wagner,OT,Wisconsin,78,308,5.17,31.5,20.0,101.0,7.94,4.91,Baltimore Ravens,5,168
2013,WareSp00,https://www.sports-reference.com/cfb/players/spencer-ware-1.html,Spencer Ware,RB,LSU,70,228,4.62,,,,,,Seattle Seahawks,6,194
2013,WarfLa00,,Larry Warford,OG,Kentucky,75,332,5.58,22.5,28.0,96.0,7.78,5.1,Detroit Lions,3,65
2013,WarmCh00,https://www.sports-reference.com/cfb/players/chance-warmack-1.html,Chance Warmack,OG,Alabama,74,317,5.49,,,110.0,,,Tennessee Titans,1,10
2013,WashCo00,https://www.sports-reference.com/cfb/players/cornelius-washington-1.html,Cornelius Washington,DE,Georgia,76,265,4.55,39.0,36.0,128.0,,,Chicago Bears,6,188
2013,WatfEa00,,Earl Watford,OG,James Madison,75,300,5.06,30.0,24.0,107.0,7.77,5.0,Arizona Cardinals,4,116
2013,WatsMe00,,Menelik Watson,OT,Florida State,77,310,5.29,24.5,,103.0,8.31,5.01,Oakland Raiders,2,42
2013,WeavJa00,,Jason Weaver,OT,Southern Miss,76,313,5.44,21.0,23.0,94.0,8.23,5.07,,999,999
2013,WebbBW00,,B.W. Webb,CB,William & Mary,70,184,4.51,40.5,14.0,132.0,6.82,3.84,Dallas Cowboys,4,114
2013,WebsKa00,https://www.sports-reference.com/cfb/players/kayvon-webster-1.html,Kayvon Webster,CB,South Florida,70,195,4.41,35.0,14.0,125.0,,,Denver Broncos,3,90
2013,WernBj00,https://www.sports-reference.com/cfb/players/bjoern-werner-1.html,Bjoern Werner,DE,Florida State,75,266,4.83,31.0,25.0,111.0,7.3,4.4,Indianapolis Colts,1,24
2013,WetzJo00,,John Wetzel,OT,Boston Col.,79,315,5.46,25.0,22.0,105.0,7.9,4.81,,999,999
2013,WheaMa00,https://www.sports-reference.com/cfb/players/markus-wheaton-1.html,Markus Wheaton,WR,Oregon State,71,189,4.45,37.0,20.0,120.0,6.8,4.02,Pittsburgh Steelers,3,79
2013,WilcJ.00,,J.J. Wilcox,SS,Georgia Southern,72,213,4.57,35.0,17.0,124.0,7.02,4.09,Dallas Cowboys,3,80
2013,WillBr02,,Brandon Williams,DT,Missouri Southern,73,335,5.37,29.5,38.0,102.0,8.09,4.91,Baltimore Ravens,3,94
2013,WillBr03,https://www.sports-reference.com/cfb/players/brennan-williams-1.html,Brennan Williams,OT,North Carolina,78,318,5.27,,,,,,Houston Texans,3,89
2013,WillDu00,https://www.sports-reference.com/cfb/players/duke-williams-1.html,Duke Williams,SS,Nevada,71,203,4.48,37.5,13.0,126.0,,4.0,Buffalo Bills,4,105
2013,WillJe02,https://www.sports-reference.com/cfb/players/jesse-williams-3.html,Jesse Williams,DT,Alabama,75,323,4.94,,30.0,,,,Seattle Seahawks,5,137
2013,WillKe05,https://www.sports-reference.com/cfb/players/kerwynn-williams-1.html,Kerwynn Williams,RB,Utah State,68,195,4.48,35.0,17.0,118.0,7.15,4.15,Indianapolis Colts,7,230
2013,,https://www.sports-reference.com/cfb/players/nathan-williams-1.html,Nathan Williams,OLB,Ohio State,75,241,4.88,35.0,24.0,113.0,6.99,4.44,,999,999
2013,WillNi01,,Nicholas Williams,DT,Samford,76,309,4.94,33.0,28.0,111.0,7.55,4.65,Pittsburgh Steelers,7,223
2013,WillSh02,https://www.sports-reference.com/cfb/players/shawn-williams-1.html,Shawn Williams,SS,Georgia,72,213,4.46,36.0,25.0,120.0,7.01,4.25,Cincinnati Bengals,3,84
2013,WillSt02,https://www.sports-reference.com/cfb/players/steve-williams-1.html,Steve Williams,CB,California,69,181,4.42,40.5,12.0,128.0,6.89,4.1,San Diego Chargers,5,145
2013,WillSy00,https://www.sports-reference.com/cfb/players/sylvester-williams-1.html,Sylvester Williams,DT,North Carolina,75,313,5.03,26.5,27.0,102.0,7.93,4.8,Denver Broncos,1,28
2013,WillTe01,https://www.sports-reference.com/cfb/players/terrance-williams-2.html,Terrance Williams,WR,Baylor,74,208,4.52,32.5,11.0,119.0,7.01,4.32,Dallas Cowboys,3,74
2013,WillTo00,https://www.sports-reference.com/cfb/players/tourek-williams-1.html,Tourek Williams,DE,Florida International,75,260,4.92,33.0,25.0,112.0,,,San Diego Chargers,6,179
2013,WillTr02,https://www.sports-reference.com/cfb/players/trevardo-williams-1.html,Trevardo Williams,OLB,Connecticut,73,241,4.57,38.0,30.0,124.0,,,Houston Texans,4,124
2013,WilsBr00,https://www.sports-reference.com/cfb/players/braden-wilson-1.html,Braden Wilson,FB,Kansas State,75,251,4.81,,22.0,,,,Kansas City Chiefs,6,204
