Year,Name,College,POS,Height (in),Weight (lbs),Hand Size (in),Arm Length (in),Wonderlic,40 Yard,Bench Press,Vert Leap (in),Broad Jump (in),Shuttle,3Cone,60Yd Shuttle
2014,Jarvis Landry,Louisiana State,WR,71.5,205,10.25,31.75,,4.65,12,28.5,110,9.99,9.99,
2014,Tyler Larsen,Utah State,C,75.625,313,9.25,31.5,,5.17,36,23.5,101,4.7,8.22,
2014,Cody Latimer,Indiana,WR,74.5,215,9.63,32.63,,4.52,23,,,9.99,9.99,
2014,Demarcus Lawrence,Boise State,DE,74.875,251,11,33.75,,4.8,20,34.5,112,4.31,7.46,
2014,Nevin Lawson,Utah State,CB,69.5,190,9,31.5,,4.48,16,33,120,4.4,7.12,
2014,Marqise Lee,Southern California,WR,71.75,192,9.5,31.75,,4.52,,38,126,4.01,9.99,
2014,Charles Leno,Boise State,OG,75.875,303,10.13,34.38,,5.21,21,29,108,4.4,7.57,
2014,A.C. Leonard,Tennessee State,TE,74.375,252,9.25,33,,4.5,20,34,127,9.99,9.99,
2014,Richie Leone,Houston,P,75.5,211,,,,9.99,,,,9.99,9.99,
2014,Taylor Lewan,Michigan,OT,79.125,309,9.25,33.88,,4.87,29,30.5,116,4.49,7.39,
2014,Isaiah Lewis,Michigan State,SS,69.875,211,9.63,31.5,,4.6,15,36.5,122,4.47,7.05,
2014,Brandon Linder,Miami (FL),OG,77.625,311,10.25,34.5,,5.35,30,26.5,99,9.99,9.99,
2014,Corey Linsley,Ohio State,C,74.625,296,9.88,32,,5.24,36,27,,9.99,9.99,
2014,Boseko Lokombo,Oregon,OLB,74.125,225,9.88,33.38,,4.66,,,122,4.3,7.15,
2014,Spencer Long,Nebraska,OG,76.625,320,,,,9.99,,,,9.99,9.99,
2014,Craig Loston,Louisiana State,SS,72.625,217,9.75,30.75,,4.65,12,32.5,117,4.35,7.15,
2014,Cornelius Lucas,Kansas State,OT,80.375,316,,,,9.99,,,,9.99,9.99,
2014,Marcus Lucas,Missouri,WR,75.75,218,9.38,33.63,,4.6,20,36,123,4.25,7.07,
2014,Colt Lyerla,Oregon,TE,75.875,242,10.25,32.75,24,4.61,15,39,127,9.99,9.99,
2014,Aaron Lynch,South Florida,DE,77,249,,,,4.76,18,,,9.99,9.99,
2014,Arthur Lynch,Georgia,TE,76.625,258,10.13,32.5,,4.82,28,29.5,115,4.35,7.38,
2014,Jordan Lynch,Northern Illinois,QB,72.125,217,8.88,29.75,,4.76,,29.5,109,4.2,6.55,
2014,Khalil Mack,Buffalo,OLB,74.625,251,10.25,33.25,,4.65,23,40,127,4.18,7.08,
2014,Cody Mandell,Alabama,P,74.5,216,9.75,31.13,,4.89,,27,109,9.99,9.99,
2014,Eathyn Manumaleuna,Brigham Young,DT,74.25,296,10,32.25,,5.16,29,28,100,4.61,7.78,
2014,Johnny Manziel,Texas A&M,QB,71.75,207,9.88,31.38,32,4.68,,31.5,112,4.03,6.75,
2014,Cassius Marsh,UCLA,DE,76,252,9.5,32.75,,4.89,14,32,108,4.25,7.08,
2014,Kareem Martin,North Carolina,DE,77.875,272,10,35,,4.72,22,35.5,128,4.33,7.2,
2014,Marcus Martin,Southern California,C,75.375,320,10,34,,5.38,23,,,9.99,9.99,
2014,Zack Martin,Notre Dame,OT,76.25,308,9.5,32.88,,5.22,29,28,104,4.59,7.65,
2014,Tre Mason,Auburn,RB,68.5,207,9,30,,4.5,,38.5,125,4.15,9.99,
2014,Jeff Mathews,Cornell (NY),QB,75.75,223,10.13,32.13,,5.26,,25.5,104,4.36,7.14,
2014,Jake Matthews,Texas A&M,OT,77.5,308,9.88,33.38,,5.07,24,30.5,104,4.47,7.34,
2014,Jordan Matthews,Vanderbilt,WR,75.125,212,10.38,33.25,29,4.46,21,35.5,120,4.18,6.95,11.84
2014,Josh Mauro,Stanford,DE,77.875,271,9.5,33,,5.21,21,32,115,4.51,7.43,
2014,A.J. McCarron,Alabama,QB,75.25,220,,,,4.94,,28,99,4.34,7.18,
2014,Daniel McCullers,Tennessee,DT,78.75,352,11,36.63,,5.18,27,20.5,104,9.99,9.99,
2014,Dexter McDougle,Maryland,CB,70.25,196,,,,9.99,,,,9.99,9.99,
2014,Keith McGill,Utah,CB,75.375,211,10.25,33.25,,4.51,,39,128,4.18,7.29,
2014,Jerick McKinnon,Georgia Southern,RB,68.875,209,8.63,30.25,,4.41,32,40.5,132,4.12,6.83,
2014,Zach Mettenberger,Louisiana State,QB,76.875,224,9.75,32.38,,9.99,,,,9.99,9.99,
2014,Jack Mewhort,Ohio State,OT,78,309,9.75,34,,5.37,28,26,100,4.64,7.79,
2014,Trey Millard,Oklahoma,FB,74.375,247,,,,9.99,,,,9.99,9.99,
2014,Tevin Mims,South Florida,DE,76,260,9.38,33.5,,4.95,17,27.5,116,9.99,9.99,
2014,Terrance Mitchell,Oregon,CB,71.125,192,8.5,30.13,,4.63,,34,116,4,6.57,11.22
2014,Donte Moncrief,Mississippi,WR,74.375,221,9.13,32.38,,4.4,13,39.5,132,4.3,7.02,
2014,Zach Moore,Concordia - St Paul (MN),DE,77.5,269,9.63,33.75,,4.84,23,33.5,123,4.46,7.41,
2014,James Morris,Iowa,ILB,72.875,241,9.13,30.75,,4.8,18,34.5,116,4.36,6.94,
2014,Stephen Morris,Miami (FL),QB,73.875,213,10.25,32.75,,4.63,,30,111,4.49,7.36,
2014,Morgan Moses,Virginia,OT,78,314,9.88,35.38,,5.35,,21.5,104,4.95,7.93,
2014,C.J. Mosley,Alabama,ILB,74,234,10.75,33.38,,4.65,,35,116,4.4,7.3,
2014,Jake Murphy,Utah,TE,76,249,10,31.75,,4.79,24,33,113,4.27,7.18,
2014,Trent Murphy,Stanford,DE,77.375,250,11.13,33.88,,4.86,19,35.5,116,4.2,6.78,
2014,Aaron Murray,Georgia,QB,72.5,207,,,,9.99,,,,9.99,9.99,
2014,Jordan Najvar,Baylor,TE,77.875,256,10,32.25,,4.93,18,32.5,111,4.47,7.14,12.02
2014,Rajion Neal,Tennessee,RB,71.125,220,,,,9.99,,,,9.99,9.99,
2014,Corey Nelson,Oklahoma,OLB,72.375,231,,,,9.99,,,,9.99,9.99,
2014,Jonathan Newsome,Ball State (IN),OLB,74.625,247,9.63,33.25,,4.73,21,34,116,4.63,7.31,
2014,Troy Niklas,Notre Dame,TE,78.5,270,10,34.13,,4.84,27,32,113,4.55,7.57,12.19
2014,Louis Nix,Notre Dame,DT,74,331,9.88,33,,5.42,,25.5,104,4.94,8.29,
2014,Kevin Norwood,Alabama,WR,74,198,10,32.13,,4.48,8,33,121,4.32,6.68,11.46
2014,Pat O'Donnell,Miami (FL),P,76.125,220,9.75,32.5,,4.64,23,30.5,120,9.99,9.99,
2014,Jeoffrey Pagan,Alabama,DE,75.5,310,,,,9.99,,,,9.99,9.99,
2014,Tenny Palepoi,Utah,DT,73.5,298,9.88,30.5,,5.1,31,30.5,111,4.53,7.67,
2014,Kevin Pamphile,Purdue,OT,76.625,310,,,,9.99,,,,9.99,9.99,
2014,Matt Paradis,Boise State,C,74.625,306,,,,5.34,23,26,102,4.46,7.6,
2014,Matt Patchan,Boston College,OT,78.25,302,9.38,33,,4.97,22,33.5,,9.99,9.99,
2014,Jacob Pedersen,Wisconsin,TE,75.5,238,,,,4.89,,28.5,111,4.4,7.55,
2014,Mike Pennel,Colorado State-Pueblo,DT,76.25,332,9.88,33.38,,5.23,23,28.5,101,4.84,7.94,
2014,LaDarius Perkins,Mississippi State,RB,67.375,195,9.63,31,,4.46,23,35.5,123,4.3,7.08,
2014,Kevin Pierre-Louis,Boston College,OLB,72.5,232,10.13,32.25,,4.51,28,39,127,4.02,6.92,
2014,Eric Pinkins,San Diego State,FS,74.75,220,,,,9.99,,,,9.99,9.99,
2014,Ronald Powell,Florida,OLB,75.125,237,9.38,32.5,,4.65,21,35.5,113,9.99,9.99,
2014,Walter Powell,Murray State (KY),WR,71.375,189,,,,4.63,10,31.5,120,4.23,6.7,
2014,Jabari Price,North Carolina,CB,70.625,200,9.13,31.63,,4.45,16,,,4.3,7.04,11.38
2014,Jay Prosch,Auburn,FB,72.875,254,,,,9.99,,,,9.99,9.99,
2014,Calvin Pryor,Louisville,FS,71.125,207,9.13,31.38,,4.58,18,34.5,115,9.99,9.99,
2014,Loucheiz Purifoy,Florida,CB,71.5,190,8.5,32.75,,4.61,6,35.5,120,9.99,9.99,
2014,Kelcy Quarles,South Carolina,DT,75.75,297,9.38,33.25,,5.03,27,23.5,101,9.99,9.99,
2014,Kaleb Ramsey,Boston College,DT,75,293,9.75,32.88,,9.99,36,,,9.99,9.99,
2014,Keith Reaser,Florida Atlantic,CB,70.75,189,9.5,30.75,,4.43,22,,,9.99,9.99,
2014,Silas Redd,Southern California,RB,69.75,212,9,30.75,,4.7,18,37,122,9.99,9.99,
2014,Tevin Reese,Baylor,WR,70.5,163,8.63,31.63,,4.46,,41,132,4.18,6.63,
2014,Caraun Reid,Princeton,DT,74.125,302,10.5,33,,4.91,20,26.5,104,4.58,7.59,
2014,Trevor Reilly,Utah,OLB,76.75,245,9.5,32.25,,4.67,26,,,9.99,9.99,
2014,Bryn Renner,North Carolina,QB,75.25,228,9.13,30.38,,4.87,,25.5,108,4.3,7.22,
2014,Ed Reynolds,Stanford,FS,73,207,8.5,30.75,,4.57,15,32.5,116,9.99,9.99,
2014,Rashaad Reynolds,Oregon State,CB,69.875,189,9.75,31.63,,4.51,20,37.5,123,4,6.72,
2014,Demetrius Rhaney,Tennessee State,C,73.75,301,,,,9.99,,,,9.99,9.99,
2014,Antonio Richardson,Tennessee,OT,77.75,336,10.25,35,,5.3,36,24.5,,9.99,9.99,
2014,Cyril Richardson,Baylor,OG,76.75,329,9.5,34.63,,5.36,25,25.5,90,4.83,7.7,
2014,Paul Richardson,Colorado,WR,72.375,175,8.88,32.63,,4.4,,38,123,9.99,7.09,
2014,Shaquille Richardson,Arizona,CB,72.125,194,,,,9.99,,,,9.99,9.99,
2014,Weston Richburg,Colorado State,C,75.375,298,9.25,33.38,,5.1,25,25.5,104,4.63,7.93,
2014,Marcus Roberson,Florida,CB,72.25,191,9.25,31,,4.61,8,37.5,120,4.08,6.84,
2014,Allen Robinson,Penn State,WR,74.625,220,9.5,32,,4.6,,39,126,4,7,11.36
2014,Greg Robinson,Auburn,OT,77,332,10,35,,4.92,32,28.5,112,4.86,7.8,
2014,Bradley Roby,Ohio State,CB,71.25,194,10.25,31.5,,4.39,17,38.5,123,4.04,9.99,
2014,Richard Rodgers,California,TE,76,257,10.13,32.63,,4.87,16,31.5,115,4.47,7.23,
2014,Michael Sam,Missouri,DE,74,261,9.38,33.38,,4.91,17,25.5,113,4.7,7.8,
2014,Bishop Sankey,Washington,RB,69.5,209,10,31,,4.49,26,35.5,125,4,6.75,
2014,Cairo Santos,Tulane (LA),K,68.125,164,,,,9.99,,,,9.99,9.99,
2014,Jalen Saunders,Oklahoma,WR,68.875,165,8.88,30,,4.44,,34,122,9.99,9.99,
2014,Tom Savage,Pittsburgh,QB,75.875,228,9.63,31.63,,4.97,,27,104,4.36,7.33,
2014,Michael Schofield,Michigan,OT,78.5,301,9.63,34,,5.01,,24,92,4.57,7.62,
2014,Garrett Scott,Marshall (WV),OT,76.5,307,,,,9.99,,,,9.99,9.99,
2014,Lache Seastrunk,Baylor,RB,69.5,201,9.25,30,,4.51,15,41.5,134,9.99,9.99,
2014,Austin Seferian-Jenkins,Washington,TE,77.5,262,9.75,33.75,,4.75,20,,,9.99,9.99,
2014,Connor Shaw,South Carolina,QB,72.375,206,9.25,30,,4.66,,34,115,4.33,7.07,
2014,Ryan Shazier,Ohio State,OLB,73.125,237,10,32.38,,4.58,25,42,128,4.21,6.91,
2014,Prince Shembo,Notre Dame,OLB,73.375,253,10.5,33.13,,4.71,26,38.5,122,4.31,7.29,
2014,Charles Sims,West Virginia,RB,72,214,8.25,31,,4.48,17,37.5,125,4.3,7.16,
2014,Shayne Skov,Stanford,ILB,74.25,245,,,,9.99,,,,9.99,9.99,
2014,Kiero Small,Arkansas,FB,68,244,,,,9.99,,,,9.99,9.99,
2014,Yawin Smallwood,Connecticut,ILB,74.25,246,9.5,31.75,,9.99,18,36.5,108,9.99,9.99,
2014,Chris Smith,Arkansas,DE,73,266,9.5,34.13,,4.71,28,37,121,4.46,7.55,
2014,Jerome Smith,Syracuse,RB,71.125,220,9.75,30.88,,4.84,14,36,116,4.6,7.53,
2014,Marcus Smith,Louisville,DE,75.38,251,10,34,,4.68,23,35,121,4.47,7.48,
2014,Telvin Smith,Florida State,OLB,75,218,10.25,32.5,,4.52,,31.5,117,9.99,9.99,
2014,Will Smith,Texas Tech,OLB,74.125,231,,,,9.99,,,,9.99,9.99,
2014,Willie Snead,Ball State (IN),WR,71,195,10.25,33,,4.62,11,33.5,112,4.39,7.19,11.96
2014,Daniel Sorensen,Brigham Young,SS,73.375,205,8.5,31,,4.67,13,32,113,3.95,6.47,10.8
2014,Dezmen Southward,Wisconsin,SS,72.25,211,,,,9.99,,,,9.99,9.99,
2014,Marquis Spruill,Syracuse,ILB,73.125,231,,,,9.99,,,,9.99,9.99,
2014,Tyler Starr,South Dakota,OLB,76.125,250,9.5,32.5,,4.95,24,32,115,4.15,6.64,
2014,Jimmy Staten,Middle Tennessee State,DT,76.5,303,,,,9.99,,,,9.99,9.99,
2014,Anthony Steen,Alabama,OG,75.375,314,,,,9.99,,,,9.99,9.99,
2014,Shamar Stephen,Connecticut,DT,76.875,309,10,33.13,,5.25,25,30.5,102,9.99,9.99,
2014,Josh Stewart,Oklahoma State,WR,69.875,178,9.38,30,,4.69,11,35,116,4.33,7.1,
2014,Ed Stinson,Alabama,DE,75.25,287,,,,9.99,,,,9.99,9.99,
2014,James Stone,Tennessee,C,75.625,306,10.13,33.88,,5.17,22,27.5,104,4.63,8.16,
2014,Bryan Stork,Florida State,C,75.875,315,,,,9.99,,,,9.99,9.99,
2014,Devin Street,Pittsburgh,WR,74.875,198,9.25,33.38,,4.55,,37,123,4.01,6.89,
2014,Xavier Su'a-Filo,UCLA,OG,76.125,307,9.38,33.38,,5.04,25,25,101,4.44,7.6,
2014,Vinnie Sunseri,Alabama,SS,71.125,210,10,30,,9.99,18,,,9.99,9.99,
2014,Will Sutton,Arizona State,DT,72.5,303,10,31.25,,5.36,24,28.5,99,4.82,7.93,
2014,Travis Swanson,Arkansas,C,77,312,10,33.13,,5.28,20,26,93,4.65,7.73,
2014,Lorenzo Taliaferro,Coastal Carolina (SC),RB,72.25,229,8.38,32,,4.58,18,33,116,4.22,6.88,
2014,Brandon Thomas,Clemson,OG,75.25,317,10.5,34.75,,5.09,35,29,98,4.83,8.13,
2014,DeAnthony Thomas,Oregon,RB,68.625,174,8.13,29.88,,4.5,8,32,123,9.99,9.99,
2014,Jemea Thomas,Georgia Tech,FS,69.25,192,10,30.63,,4.55,19,37,124,9.99,9.99,
2014,Logan Thomas,Virginia Tech,QB,78.125,248,10.88,34.25,,4.61,,35.5,116,4.18,7.05,
2014,Robert Thomas,Arkansas,DT,73.25,327,10,33.88,,5.26,32,,,9.99,9.99,
2014,Khyri Thornton,Southern Mississippi,DT,74.625,304,9.5,32.5,,5.03,28,29,111,4.76,7.83,
2014,D.J. Tialavea,Utah State,TE,75.5,267,,,,9.99,,,,9.99,9.99,
2014,Jordan Tripp,Montana,OLB,74.75,234,9.63,30.75,,4.67,22,37.5,120,3.96,6.89,
2014,Stephon Tuitt,Notre Dame,DT,77.5,304,10,34.75,,4.92,31,,,9.99,9.99,
2014,Billy Turner,North Dakota State,OT,76.875,315,10,34,,5.16,25,28,108,4.71,7.92,
2014,Trai Turner,Louisiana State,OG,74.625,310,9.5,34,,4.93,25,27.5,,9.99,9.99,
2014,George Uko,Southern California,DT,74.625,284,10.13,33.25,,4.99,18,29.5,110,9.99,9.99,
2014,Uani Unga,Brigham Young,ILB,73.125,231,,,,9.99,,,,9.99,9.99,
2014,Brent Urban,Virginia,DE,78.625,295,,,,9.99,,,,9.99,9.99,
2014,John Urschel,Penn State,OG,75,313,10.38,33,,5.31,30,29,101,4.47,7.55,
2014,Kirby Van Der Kamp,Iowa State,P,75.75,202,,,,9.99,,,,9.99,9.99,
2014,Mitchell Van Dyk,Portland State (OR),OT,79,313,,,,9.99,,,,9.99,9.99,
2014,Kyle Van Noy,Brigham Young,OLB,75.125,243,,,,4.71,21,32.5,111,4.2,7.22,
2014,Dustin Vaughan,West Texas A&M,QB,76.875,235,8.88,33,,4.95,,29,108,4.43,7.25,
2014,Brock Vereen,Minnesota,SS,71.625,199,8.25,30,,4.47,25,34,116,4.07,6.9,
2014,Jason Verrett,Texas Christian,CB,69.5,189,9.25,30.63,,4.38,,39,127,4,6.69,
2014,Jimmie Ward,Northern Illinois,SS,70.625,193,9.38,31,,4.59,9,,,9.99,9.99,
2014,L'Damian Washington,Missouri,WR,75.875,195,9,33.38,,4.46,8,32,114,4.35,7.19,
2014,Todd Washington,Southeast Louisiana,CB,71.38,196,8.75,31.13,,4.57,13,,,9.99,9.99,
2014,Todd Washington,Southeastern Louisiana,CB,71.375,196,,,,9.99,13,,,9.99,9.99,
2014,Jaylen Watkins,Florida,CB,71.5,194,9.63,30.63,,4.41,22,,,9.99,9.99,
2014,Sammy Watkins,Clemson,WR,72.75,211,9.63,32,,4.43,16,34,125,4.34,6.95,
2014,Chris Watt,Notre Dame,OG,74.625,310,9.5,32.75,,5.5,29,,,9.99,9.99,
2014,Brandon Watts,Georgia Tech,OLB,73.75,225,,,,9.99,,,,9.99,9.99,
2014,Larry Webster,Bloomsburg,DE,77.75,252,10.13,33.5,,4.58,17,36.5,123,4.44,7.29,
2014,Keith Wenning,Ball State (IN),QB,74.625,218,10,31.25,,5,,28,99,4.25,7.07,
2014,Terrance West,Towson (MD),RB,69.25,225,9.13,31,,4.56,16,33.5,120,9.99,9.99,
2014,Ethan Westbrooks,West Texas A&M,DE,75.5,267,9.63,33.25,,4.9,19,29,110,4.67,7.3,
2014,Lavelle Westbrooks,Georgia Southern,CB,71.5,186,9.75,32.38,,4.63,15,36,121,4.27,6.98,
2014,Chris Whaley,Texas,DT,75.125,269,,,,9.99,,,,9.99,9.99,
2014,James White,Wisconsin,RB,69.125,204,8.25,29.25,,4.57,23,32,113,4.2,7.05,11.76
2014,Ryan White,Auburn,CB,70.375,194,,,,9.99,,,,9.99,9.99,
2014,James Wilder,Florida State,RB,74.63,232,9.75,32,,4.86,18,35,121,4.24,6.92,12.03
2014,Andre Williams,Boston College,RB,71.375,230,,,,4.56,,38,128,4.06,7.27,
2014,Damien Williams,Oklahoma,RB,71.25,222,9.13,30.63,,4.45,16,35.5,121,4.25,7.37,11.76
2014,Avery Williamson,Kentucky,ILB,73,246,9.5,32.75,,4.66,25,30.5,120,4.07,7.11,
2014,Albert Wilson,Georgia State,WR,69.375,202,9.13,30.38,,4.43,10,37.5,123,4.21,7,
2014,Kerry Wynn,Richmond (VA),DE,76.875,266,9.13,31.75,,4.97,31,34,113,9.99,7.11,
2014,David Yankey,Stanford,OG,77.625,315,9.5,34,,5.48,22,28.5,102,4.86,7.81,
2014,Jordan Zumwalt,UCLA,OLB,76,235,8.75,31.25,,4.76,,33,115,4.25,6.99,
2015,Ameer Abdullah,Nebraska,RB,68.75,205,8.63,30,,4.6,24,42.5,130,3.95,6.79,11.18
2015,Nelson Agholor,Southern California,WR,72.125,198,9.25,32.25,,4.42,12,,,9.99,9.99,
2015,Malcolm Agnew,Southern Illinois,RB,69.125,202,,,,4.59,,,,9.99,9.99,
2015,Jay Ajayi,Boise State,RB,71.75,221,10,32,24,4.57,19,39,121,4.1,7.1,11.1
2015,Brandon Alexander,Central Florida,FS,72,195,,,,4.59,,,,9.99,9.99,
2015,D.J. Alexander,Oregon State,OLB,73.625,233,,,,9.99,,,,9.99,9.99,
2015,Kwon Alexander,Louisiana State,OLB,72.75,227,9.25,30.25,,4.55,24,36,121,4.2,7.14,
2015,Mario Alford,West Virginia,WR,68.5,180,9.38,31.25,,4.43,13,34,121,4.07,6.64,11.22
2015,Detric Allen,East Carolina (NC),CB,73,200,,,,4.59,,,,9.99,9.99,
2015,Javorius Allen,Southern California,RB,72.5,221,9.38,31.75,12,4.53,11,35.5,121,4.28,6.96,
2015,Jordan Allen,Arizona,DE,77,254,,,,4.83,,,,9.99,9.99,
2015,Quinton Alston,Iowa,ILB,72.75,232,,,,4.69,,,,9.99,9.99,
2015,Adrian Amos,Penn State,FS,72.5,218,9.13,32.25,,4.56,,35.5,122,4.03,7.09,11.33
2015,Dres Anderson,Utah,WR,73.125,187,9.38,31.63,,4.53,13,,,9.99,9.99,
2015,Henry Anderson,Stanford,DE,78.25,294,9.75,33.5,36,4.97,,30,111,4.19,7.2,
2015,Rory Anderson,South Carolina,TE,76.625,244,,,,4.73,,,,9.99,9.99,
2015,Zaire Anderson,Nebraska,OLB,70.75,224,,,,4.68,,,,9.99,9.99,
2015,David Andrews,Georgia,C,74.125,294,,,,5.12,,,,9.99,9.99,
2015,Stephone Anthony,Clemson,ILB,74.625,243,10.38,32.5,23,4.56,23,37,122,4.03,7.07,
2015,Chi Chi Ariguzo,Northwestern,OLB,73.25,234,,,,4.87,,,,9.99,9.99,
2015,Thurston Armbrister,Miami (FL),OLB,73.75,241,,,,4.77,,,,9.99,9.99,
2015,Arik Armstead,Oregon,DT,79.125,292,10.5,33,26,5.1,24,34,117,4.53,7.57,
2015,Cameron Artis-Payne,Auburn,RB,69.75,212,8.88,29.63,,4.53,,36.5,118,9.99,7.13,
2015,Kennard Backman,Alabama-Birmingham,TE,75.25,239,,,,4.76,,,,9.99,9.99,
2015,Quinn Backus,Coastal Carolina (SC),SS,69.375,216,,,,4.67,,,,9.99,9.99,
2015,Darryl Baldwin,Ohio State,OT,77.625,305,,,,9.99,,,,9.99,9.99,
2015,Neiron Ball,Florida,OLB,74.375,236,9.38,33.63,,4.68,22,,,9.99,9.99,
2015,Deion Barnes,Penn State,DE,76,260,,,,4.75,,,,9.99,9.99,
2015,Tavaris Barnes,Clemson,DE,75.75,282,8.5,33.13,,4.8,22,,,9.99,9.99,
2015,Austin Barron,Florida State,C,75,293,,,,5.17,,,,9.99,9.99,
2015,Jermaine Barton,Illinois State,OT,78.625,315,,,,5.38,,,,9.99,9.99,
2015,Houston Bates,Louisiana Tech,OLB,73.125,245,,,,4.77,,,,9.99,9.99,
2015,Mickey Baucus,Arizona,OT,78.5,309,,,,5.33,,,,9.99,9.99,
2015,Will Baumann,North Carolina State,P,77.625,187,,,,5.14,,,,9.99,9.99,
2015,DeJuan Beard,Washburn (KS),WR,73,195,,,,4.56,,,,9.99,9.99,
2015,Vic Beasley,Clemson,OLB,75,246,9.38,32.5,29,4.53,35,41,130,4.15,6.91,
2015,Ben Beckwith,Mississippi State,OG,75.25,317,,,,5.24,,,,9.99,9.99,
2015,Blake Bell,Oklahoma,TE,78.25,252,10,33.13,,4.8,14,33,116,4.32,6.85,11.81
2015,Kenny Bell,Nebraska,WR,73.125,197,9.25,31.63,,4.42,7,41.5,129,4.15,6.66,11.6
2015,Mitchell Bell,Louisiana Tech,OG,74.625,348,,,,5.48,,,,9.99,9.99,
2015,Bill Belton,Penn State,RB,68.875,204,,,,4.55,,,,9.99,9.99,
2015,Bryan Bennett,Southeastern Louisiana,QB,74.25,211,9.5,31,,4.81,,37,125,4.2,7.13,
2015,Bryon Bennett,Mississippi,DT,74,293,,,,5.12,,,,9.99,9.99,
2015,Michael Bennett,Georgia,WR,73.625,202,10.25,33.63,,4.59,,,,9.99,9.99,
2015,Mike Bennett,Ohio State,DT,74,293,,,43,4.96,,,,9.99,9.99,
2015,Tim Bennett,Indiana,CB,69.75,186,,,,4.52,,,,9.99,9.99,
2015,Joe Bergeron,Texas A&M-Commerce,RB,72.125,235,,,,4.62,,,,9.99,9.99,
2015,Seth Betancourt,Boston College,OT,77,300,,,,5.16,,,,9.99,9.99,
2015,Brennen Beyer,Michigan,OLB,76,256,,,,4.9,,,,9.99,9.99,
2015,E.J. Bibbs,Iowa State,TE,74,258,10.25,31.13,,4.76,20,,,9.99,9.99,
2015,Craig Bills,Brigham Young,SS,73.125,205,,,,4.68,,,,9.99,9.99,
2015,Angelo Blackson,Auburn,DT,76.375,318,9.75,33.75,,5.02,20,31,101,4.57,7.5,
2015,Bernard Blake,Colorado State,CB,71,177,,,,4.52,,,,9.99,9.99,
2015,Brian Blechen,Utah,SS,74.25,216,,,,4.7,,,,9.99,9.99,
2015,Al Bond,Memphis,OG,75.75,303,10.25,33.38,,5.57,22,23.5,90,4.65,7.9,
2015,TraMayne Bondurant,Arizona,FS,69.75,212,,,,4.54,,,,9.99,9.99,
2015,Chris Bonner,Colorado State-Pueblo,QB,78.25,237,,,,5.12,,,,9.99,9.99,
2015,Detrick Bonner,Virginia Tech,FS,71.75,207,8.88,31.25,,4.56,15,,,9.99,9.99,
2015,Anthony Boone,Duke,QB,72.25,231,9.63,31.63,20,5.03,,26.5,100,4.62,7.47,
2015,Cameron Botticelli,Minnesota,DT,76.5,292,,,,4.98,,,,9.99,9.99,
2015,Gerald Bowman,Southern California,SS,71.125,205,,,,4.58,,,,9.99,9.99,
2015,Brett Boyko,Nevada Las Vegas,OG,78.625,301,9,32,,5.6,,25,103,4.75,7.91,
2015,Nick Boyle,Delaware,TE,76.5,268,10.38,33.38,,5.04,20,30.5,112,4.23,7.13,11.65
2015,Brandon Bridge,South Alabama,QB,76.375,229,9.25,34.25,,4.72,,33,110,4.37,7.18,
2015,Kyle Brindza,Notre Dame,K,72.625,236,10,33.25,,5.17,14,,,9.99,9.99,
2015,Terrance Broadway,Louisiana-Lafayette,QB,72.625,223,,,,4.62,,,,9.99,9.99,
2015,Cariel Brooks,Adams State (CO),CB,68.75,196,,,,4.53,,,,9.99,9.99,
2015,Artez Brown,Arkansas State,CB,73,182,,,,4.52,,,,9.99,9.99,
2015,Da'Ron Brown,Northern Illinois,WR,72.125,205,,,,4.54,17,37,120,4.11,7.04,
2015,Dominique Brown,Louisville,RB,73.875,234,9.5,32.38,,4.62,17,,,9.99,9.99,
2015,Jamon Brown,Louisville,OT,75.625,323,9.75,34.38,,5.44,,,,9.99,9.99,
2015,Leon Brown,Alabama,OG,77.75,346,,,,5.67,,,,9.99,9.99,
2015,Malcolm Brown,Texas,RB,71.375,224,10.25,32.75,,4.62,19,34.5,117,4.15,6.86,11.32
2015,Malcom Brown,Texas,DT,74.375,319,10,32.5,19,5.05,26,29.5,98,4.59,7.84,
2015,Trent Brown,Florida,OT,80.5,355,,,,5.29,20,23.5,97,4.78,8.23,
2015,Serderius Bryant,Mississippi,SS,69,228,,,,4.64,,,,9.99,9.99,
2015,Quayshawne Buckley,Idaho,DT,74.375,302,,,,5.26,,,,9.99,9.99,
2015,Betim Bujari,Rutgers,C,75.5,298,,,,5.27,,,,9.99,9.99,
2015,Malcolm Bunche,UCLA,OG,77.875,320,,,,5.24,,,,9.99,9.99,
2015,Blair Burns,Wyoming,CB,69.25,186,,,,4.55,,,,9.99,9.99,
2015,Clay Burton,Florida,TE,75.75,248,,,,4.76,,,,9.99,9.99,
2015,Michael Burton,Rutgers,FB,71.25,242,,,,4.74,25,33,115,4.34,7.2,
2015,Damiere Byrd,South Carolina,WR,69.25,162,,,,4.39,,,,9.99,9.99,
2015,Bryce Callahan,Rice (TX),CB,69.125,184,,,,4.49,,,,9.99,9.99,
2015,Jesse Callier,Washington,RB,70.25,202,,,,4.53,,,,9.99,9.99,
2015,Ibraheim Campbell,Northwestern,SS,71.375,208,10.25,30.38,26,4.59,23,,,9.99,9.99,
2015,A.J. Cann,South Carolina,OG,74.75,313,10.25,32.63,,5.18,26,,,9.99,9.99,
2015,Nordly Capi,Akron,DE,73.875,252,,,,4.86,,,,9.99,9.99,
