Year,Player_NCAA_ID,NCAA_Link,Rk,Player,School,Conf,G,Punts,Yds,Avg
2007,thomas-morstead-1,/cfb/players/thomas-morstead-1.html,8,Thomas Morstead,SMU,CUSA,12,57,2545,44.6
2007,patrick-fisher-1,/cfb/players/patrick-fisher-1.html,9,Patrick Fisher*,LSU,SEC,14,59,2627,44.5
2007,tim-reyer-1,/cfb/players/tim-reyer-1.html,10,Tim Reyer,Kansas State,Big 12,12,58,2583,44.5
2007,louie-sakoda-1,/cfb/players/louie-sakoda-1.html,11,Louie Sakoda*,Utah,MWC,13,73,3231,44.3
2007,justin-brantly-1,/cfb/players/justin-brantly-1.html,12,Justin Brantly*,Texas A&M,Big 12,12,56,2475,44.2
2007,michael-hughes-1,/cfb/players/michael-hughes-1.html,13,Michael Hughes,San Diego State,MWC,12,72,3163,43.9
2007,jim-laney-1,/cfb/players/jim-laney-1.html,14,Jim Laney,Western Michigan,MAC,12,62,2720,43.9
2007,keenyn-crier-1,/cfb/players/keenyn-crier-1.html,15,Keenyn Crier,Arizona,Pac-10,12,59,2577,43.7
2007,andy-dittbenner-1,/cfb/players/andy-dittbenner-1.html,16,Andy Dittbenner,Northern Illinois,MAC,12,59,2564,43.5
2007,graham-gano-1,/cfb/players/graham-gano-1.html,17,Graham Gano*,Florida State,ACC,13,59,2563,43.4
2007,jim-kaylor-1,/cfb/players/jim-kaylor-1.html,18,Jim Kaylor,Colorado State,MWC,12,52,2244,43.2
2007,jimmie-kaylor-1,/cfb/players/jimmie-kaylor-1.html,19,Jimmie Kaylor,Colorado State,MWC,12,52,2244,43.2
2007,jeremy-boone-1,/cfb/players/jeremy-boone-1.html,20,Jeremy Boone*,Penn State,Big Ten,13,59,2538,43.0
2007,ryan-harrison-1,/cfb/players/ryan-harrison-1.html,21,Ryan Harrison*,Air Force,MWC,13,46,1975,42.9
2007,jimmy-maners-1,/cfb/players/jimmy-maners-1.html,22,Jimmy Maners*,Clemson,ACC,13,55,2354,42.8
2007,billy-vinnedge-1,/cfb/players/billy-vinnedge-1.html,23,Billy Vinnedge,Wyoming,MWC,12,68,2901,42.7
2007,justin-kucek-1,/cfb/players/justin-kucek-1.html,24,Justin Kucek,Minnesota,Big Ten,12,62,2645,42.7
2007,pat-mcafee-1,/cfb/players/pat-mcafee-1.html,25,Pat McAfee*,West Virginia,Big East,13,46,1962,42.7
2007,chase-turner-1,/cfb/players/chase-turner-1.html,26,Chase Turner,Houston,CUSA,13,45,1921,42.7
2007,brent-bowden-1,/cfb/players/brent-bowden-1.html,27,Brent Bowden*,Virginia Tech,ACC,14,88,3742,42.5
2007,derek-wash-1,/cfb/players/derek-wash-1.html,28,Derek Wash*,Texas Christian,MWC,13,64,2723,42.5
2007,britt-barefoot-1,/cfb/players/britt-barefoot-1.html,29,Britt Barefoot*,Southern Mississippi,CUSA,13,48,2039,42.5
2007,brian-mimbs-1,/cfb/players/brian-mimbs-1.html,30,Brian Mimbs*,Georgia,SEC,13,57,2414,42.4
2007,matt-fodge-1,/cfb/players/matt-fodge-1.html,31,Matt Fodge*,Oklahoma State,Big 12,13,51,2164,42.4
2007,ryan-shoemaker-1,/cfb/players/ryan-shoemaker-1.html,32,Ryan Shoemaker*,Auburn,SEC,12,49,2080,42.4
2007,aaron-perez-1,/cfb/players/aaron-perez-1.html,33,Aaron Perez*,UCLA,Pac-10,13,91,3853,42.3
2007,scott-love-1,/cfb/players/scott-love-1.html,34,Scott Love,Louisiana-Monroe,Sun Belt,12,70,2946,42.1
2007,brian-pacheco-1,/cfb/players/brian-pacheco-1.html,35,Brian Pacheco,UNLV,MWC,12,63,2651,42.1
2007,zach-johnson-1,/cfb/players/zach-johnson-1.html,36,Zach Johnson,Eastern Michigan,MAC,12,56,2355,42.1
2007,rob-long-1,/cfb/players/rob-long-1.html,37,Rob Long,Syracuse,Big East,12,75,3139,41.9
2007,geoff-price-1,/cfb/players/geoff-price-1.html,38,Geoff Price,Notre Dame,Ind,9,54,2260,41.9
2007,josh-syria-1,/cfb/players/josh-syria-1.html,39,Josh Syria*,Oregon,Pac-10,13,71,2962,41.7
2007,ben-woods-1,/cfb/players/ben-woods-1.html,40,Ben Woods,Buffalo,MAC,12,62,2583,41.7
2007,brett-shrable-1,/cfb/players/brett-shrable-1.html,41,Brett Shrable,Arkansas State,Sun Belt,12,47,1958,41.7
2007,jeremy-moore-1,/cfb/players/jeremy-moore-1.html,42,Jeremy Moore,Western Kentucky,Ind,12,46,1919,41.7
2007,truman-spencer-1,/cfb/players/truman-spencer-1.html,43,Truman Spencer,North Texas,Sun Belt,10,65,2703,41.6
2007,britton-colquitt-1,/cfb/players/britton-colquitt-1.html,44,Britton Colquitt*,Tennessee,SEC,13,62,2579,41.6
2007,delbert-alvarado-1,/cfb/players/delbert-alvarado-1.html,45,Delbert Alvarado*,South Florida,Big East,13,58,2414,41.6
2007,kenneth-debauche-1,/cfb/players/kenneth-debauche-1.html,46,Kenneth Debauche*,Wisconsin,Big Ten,13,58,2412,41.6
2007,ryan-succop-1,/cfb/players/ryan-succop-1.html,47,Ryan Succop,South Carolina,SEC,12,56,2330,41.6
2007,aj-trapasso-1,/cfb/players/aj-trapasso-1.html,48,A.J. Trapasso*,Ohio State,Big Ten,13,53,2199,41.5
2007,swayze-waters-1,/cfb/players/swayze-waters-1.html,49,Swayze Waters,UAB,CUSA,12,69,2859,41.4
2007,terrence-brown-1,/cfb/players/terrence-brown-1.html,50,Terrence Brown,North Carolina,ACC,12,64,2650,41.4
2007,matt-dodge-1,/cfb/players/matt-dodge-1.html,51,Matt Dodge*,East Carolina,CUSA,13,80,3307,41.3
2007,chris-keagle-1,/cfb/players/chris-keagle-1.html,52,Chris Keagle,Louisiana Tech,WAC,12,76,3139,41.3
2007,jared-kaufman-1,/cfb/players/jared-kaufman-1.html,53,Jared Kaufman,New Mexico State,WAC,13,62,2558,41.3
2007,leon-jackson-iii-1,/cfb/players/leon-jackson-iii-1.html,54,Leon Jackson III,Utah State,WAC,12,62,2558,41.3
2007,dan-titchener-1,/cfb/players/dan-titchener-1.html,55,Dan Titchener,Nebraska,Big 12,12,49,2023,41.3
2007,greg-whibbs-1,/cfb/players/greg-whibbs-1.html,56,Greg Whibbs,Troy,Sun Belt,12,47,1942,41.3
2007,jay-ottovegio-1,/cfb/players/jay-ottovegio-1.html,57,Jay Ottovegio,Stanford,Pac-10,12,78,3215,41.2
2007,ryan-donahue-1,/cfb/players/ryan-donahue-1.html,58,Ryan Donahue,Iowa,Big Ten,12,86,3533,41.1
2007,zoltan-mesko-1,/cfb/players/zoltan-mesko-1.html,59,Zoltan Mesko*,Michigan,Big Ten,13,70,2876,41.1
2007,andrew-larson-1,/cfb/players/andrew-larson-1.html,60,Andrew Larson*,California,Pac-10,13,61,2505,41.1
2007,justin-moore-2,/cfb/players/justin-moore-2.html,61,Justin Moore*,Texas,Big 12,10,34,1395,41.0
2007,david-defatta-1,/cfb/players/david-defatta-1.html,62,David Defatta,Middle Tennessee State,Sun Belt,12,73,2987,40.9
2007,jared-ballman-1,/cfb/players/jared-ballman-1.html,63,Jared Ballman,Washington,Pac-10,13,71,2906,40.9
2007,travis-baltz-1,/cfb/players/travis-baltz-1.html,64,Travis Baltz*,Maryland,ACC,13,68,2782,40.9
2007,johnny-ayers-1,/cfb/players/johnny-ayers-1.html,65,Johnny Ayers*,Boston College,ACC,14,75,3061,40.8
2007,desi-cullen-1,/cfb/players/desi-cullen-1.html,66,Desi Cullen*,Connecticut,Big East,13,75,3055,40.7
2007,tj-conley-1,/cfb/players/tj-conley-1.html,67,T.J. Conley,Idaho,WAC,12,67,2730,40.7
2007,jared-armstrong-1,/cfb/players/jared-armstrong-1.html,68,Jared Armstrong*,Purdue,Big Ten,13,67,2724,40.7
2007,blake-clingan-1,/cfb/players/blake-clingan-1.html,69,Blake Clingan*,UCF,CUSA,13,59,2404,40.7
2007,brent-sutherland-1,/cfb/players/brent-sutherland-1.html,70,Brent Sutherland*,Memphis,CUSA,13,52,2115,40.7
2007,kyle-petersen-1,/cfb/players/kyle-petersen-1.html,71,Kyle Petersen,UTEP,CUSA,12,51,2075,40.7
2007,jordan-scott-1,/cfb/players/jordan-scott-1.html,72,Jordan Scott*,New Mexico,MWC,13,74,3001,40.6
2007,chris-cook-1,/cfb/players/chris-cook-1.html,73,Chris Cook,Florida International,Sun Belt,12,75,3040,40.5
2007,reid-forrest-1,/cfb/players/reid-forrest-1.html,74,Reid Forrest,Washington State,Pac-10,10,46,1863,40.5
2007,matt-bosher-1,/cfb/players/matt-bosher-1.html,75,Matt Bosher,Miami (FL),ACC,12,58,2329,40.2
2007,keegan-peterson-1,/cfb/players/keegan-peterson-1.html,76,Keegan Peterson,Florida Atlantic,Sun Belt,12,40,1607,40.2
2007,jeremy-davis-1,/cfb/players/jeremy-davis-1.html,77,Jeremy Davis*,Arkansas,SEC,13,60,2403,40.1
2007,stefan-demos-1,/cfb/players/stefan-demos-1.html,78,Stefan Demos,Northwestern,Big Ten,12,54,2168,40.1
2007,sam-swank-1,/cfb/players/sam-swank-1.html,79,Sam Swank*,Wake Forest,ACC,13,76,3023,39.8
2007,matt-dilallo-1,/cfb/players/matt-dilallo-1.html,80,Matt Dilallo*,Colorado,Big 12,13,64,2550,39.8
2007,tim-masthay-1,/cfb/players/tim-masthay-1.html,81,Tim Masthay*,Kentucky,SEC,13,50,1992,39.8
2007,aaron-bates-1,/cfb/players/aaron-bates-1.html,82,Aaron Bates*,Michigan State,Big Ten,13,69,2742,39.7
2007,cj-santiago-1,/cfb/players/cj-santiago-1.html,83,C.J. Santiago*,Brigham Young,MWC,13,62,2459,39.7
2007,justin-sparks-1,/cfb/players/justin-sparks-1.html,84,Justin Sparks,Ole Miss,SEC,12,51,2023,39.7
2007,tim-grasso-1,/cfb/players/tim-grasso-1.html,85,Tim Grasso*,Hawaii,WAC,13,35,1390,39.7
2007,dave-brytus-1,/cfb/players/dave-brytus-1.html,86,Dave Brytus,Pitt,Big East,12,66,2613,39.6
2007,anthony-binswanger-1,/cfb/players/anthony-binswanger-1.html,87,Anthony Binswanger,Marshall,CUSA,12,44,1742,39.6
2007,waylon-prather-1,/cfb/players/waylon-prather-1.html,88,Waylon Prather,San Jose State,WAC,12,62,2450,39.5
2007,mike-brandtner-1,/cfb/players/mike-brandtner-1.html,89,Mike Brandtner,Iowa State,Big 12,12,69,2721,39.4
2007,blake-mcadams-1,/cfb/players/blake-mcadams-1.html,90,Blake McAdams*,Mississippi State,SEC,13,77,3024,39.3
2007,kyle-zimmerman-1,/cfb/players/kyle-zimmerman-1.html,91,Kyle Zimmerman*,Fresno State,WAC,12,49,1925,39.3
2007,thomas-weber-1,/cfb/players/thomas-weber-1.html,92,Thomas Weber*,Arizona State,Pac-10,13,47,1847,39.3
2007,chas-henry-1,/cfb/players/chas-henry-1.html,93,Chas Henry*,Florida,SEC,13,37,1453,39.3
2007,brett-upson-1,/cfb/players/brett-upson-1.html,94,Brett Upson,Vanderbilt,SEC,12,61,2391,39.2
2007,luke-juist-1,/cfb/players/luke-juist-1.html,95,Luke Juist,Rice,CUSA,12,67,2618,39.1
2007,derek-epperson-1,/cfb/players/derek-epperson-1.html,96,Derek Epperson,Baylor,Big 12,12,66,2579,39.1
2007,michael-hines-1,/cfb/players/michael-hines-1.html,97,Michael Hines*,Indiana,Big Ten,13,59,2301,39.0
2007,michael-such-1,/cfb/players/michael-such-1.html,98,Michael Such*,Tulsa,CUSA,13,43,1675,39.0
2007,spencer-ortego-1,/cfb/players/spencer-ortego-1.html,99,Spencer Ortego,Louisiana,Sun Belt,12,56,2177,38.9
2007,kyle-tucker-1,/cfb/players/kyle-tucker-1.html,100,Kyle Tucker*,Kansas,Big 12,13,46,1788,38.9
2007,ross-thevenot-1,/cfb/players/ross-thevenot-1.html,101,Ross Thevenot,Tulane,CUSA,12,44,1713,38.9
2007,cory-goettsche-1,/cfb/players/cory-goettsche-1.html,102,Cory Goettsche,Louisville,Big East,11,42,1633,38.9
2007,zacary-whited-1,/cfb/players/zacary-whited-1.html,103,Zacary Whited*,Nevada,WAC,13,61,2369,38.8
2007,zachary-whited-1,/cfb/players/zachary-whited-1.html,104,Zachary Whited*,Nevada,WAC,13,61,2369,38.8
2007,pj-fitzgerald-1,/cfb/players/pj-fitzgerald-1.html,105,P.J. Fitzgerald*,Alabama,SEC,13,64,2475,38.7
2007,darren-derochemont-1,/cfb/players/darren-derochemont-1.html,106,Darren Derochemont,Tulane,CUSA,10,30,1162,38.7
2007,adam-crossett-1,/cfb/players/adam-crossett-1.html,107,Adam Crossett*,Missouri,Big 12,14,52,2008,38.6
2007,nick-iovinelli-1,/cfb/players/nick-iovinelli-1.html,108,Nick Iovinelli*,Bowling Green State,MAC,12,53,2035,38.4
2007,kevin-jones-1,/cfb/players/kevin-jones-1.html,109,Kevin Jones,Duke,ACC,12,75,2871,38.3
2007,jeff-wathne-1,/cfb/players/jeff-wathne-1.html,110,Jeff Wathne,Temple,MAC,12,68,2596,38.2
2007,tony-mikulec-1,/cfb/players/tony-mikulec-1.html,111,Tony Mikulec*,Central Michigan,MAC,14,66,2519,38.2
2007,greg-woidneck-1,/cfb/players/greg-woidneck-1.html,112,Greg Woidneck*,USC,Pac-10,12,60,2274,37.9
2007,anthony-santella-1,/cfb/players/anthony-santella-1.html,113,Anthony Santella*,Illinois,Big Ten,13,64,2410,37.7
2007,matt-schulte-1,/cfb/players/matt-schulte-1.html,114,Matt Schulte,Ohio,MAC,12,62,2329,37.6
2007,john-stec-1,/cfb/players/john-stec-1.html,115,John Stec,Akron,MAC,12,75,2816,37.5
2007,bradley-pierson-1,/cfb/players/bradley-pierson-1.html,116,Bradley Pierson,North Carolina State,ACC,12,62,2307,37.2
2007,jake-kilroy-1,/cfb/players/jake-kilroy-1.html,117,Jake Kilroy,Kent State,MAC,12,57,2084,36.6
2007,jeremy-ito-1,/cfb/players/jeremy-ito-1.html,118,Jeremy Ito*,Rutgers,Big East,13,50,1787,35.7
2007,alexis-serna-1,/cfb/players/alexis-serna-1.html,119,Alexis Serna*,Oregon State,Pac-10,13,81,2866,35.4
2008,tj-conley-1,/cfb/players/tj-conley-1.html,1,T.J. Conley,Idaho,WAC,12,58,2751,47.4
2008,ross-thevenot-1,/cfb/players/ross-thevenot-1.html,2,Ross Thevenot,Tulane,CUSA,12,45,2061,45.8
2008,kyle-brotzman-1,/cfb/players/kyle-brotzman-1.html,3,Kyle Brotzman*,Boise State,WAC,13,37,1693,45.8
2008,justin-brantly-1,/cfb/players/justin-brantly-1.html,4,Justin Brantly,Texas A&M,Big 12,12,51,2331,45.7
2008,chase-turner-1,/cfb/players/chase-turner-1.html,5,Chase Turner*,Houston,CUSA,13,41,1864,45.5
2008,jacob-richardson-1,/cfb/players/jacob-richardson-1.html,6,Jacob Richardson,Miami (OH),MAC,12,52,2360,45.4
2008,aaron-perez-1,/cfb/players/aaron-perez-1.html,7,Aaron Perez,UCLA,Pac-10,12,79,3571,45.2
2008,tim-masthay-1,/cfb/players/tim-masthay-1.html,8,Tim Masthay*,Kentucky,SEC,13,53,2397,45.2
2008,kevin-huber-1,/cfb/players/kevin-huber-1.html,9,Kevin Huber*,Cincinnati,Big East,14,60,2697,45.0
2008,pat-mcafee-1,/cfb/players/pat-mcafee-1.html,10,Pat McAfee*,West Virginia,Big East,13,62,2772,44.7
2008,derek-epperson-1,/cfb/players/derek-epperson-1.html,11,Derek Epperson,Baylor,Big 12,12,49,2169,44.3
2008,anthony-hartz-1,/cfb/players/anthony-hartz-1.html,12,Anthony Hartz*,Colorado State,MWC,11,44,1940,44.1
2008,brian-mimbs-1,/cfb/players/brian-mimbs-1.html,13,Brian Mimbs*,Georgia,SEC,13,47,2068,44.0
2008,brad-langley-1,/cfb/players/brad-langley-1.html,14,Brad Langley*,Nevada,WAC,10,42,1850,44.0
2008,matt-dodge-1,/cfb/players/matt-dodge-1.html,15,Matt Dodge*,East Carolina,CUSA,14,73,3207,43.9
2008,rob-long-1,/cfb/players/rob-long-1.html,16,Rob Long,Syracuse,Big East,12,66,2898,43.9
2008,keenyn-crier-1,/cfb/players/keenyn-crier-1.html,17,Keenyn Crier*,Arizona,Pac-10,13,48,2109,43.9
2008,swayze-waters-1,/cfb/players/swayze-waters-1.html,18,Swayze Waters,UAB,CUSA,12,55,2396,43.6
2008,chris-miller-2,/cfb/players/chris-miller-2.html,19,Chris Miller*,Ball State,MAC,14,45,1956,43.5
2008,chas-henry-1,/cfb/players/chas-henry-1.html,20,Chas Henry*,Florida,SEC,14,44,1908,43.4
2008,britton-colquitt-1,/cfb/players/britton-colquitt-1.html,21,Britton Colquitt,Tennessee,SEC,7,42,1821,43.4
2008,jeremy-davis-1,/cfb/players/jeremy-davis-1.html,22,Jeremy Davis,Arkansas,SEC,12,57,2460,43.2
2008,bryan-anger-1,/cfb/players/bryan-anger-1.html,23,Bryan Anger*,California,Pac-10,13,71,3063,43.1
2008,zoltan-mesko-1,/cfb/players/zoltan-mesko-1.html,24,Zoltan Mesko,Michigan,Big Ten,12,80,3436,43.0
2008,kyle-petersen-1,/cfb/players/kyle-petersen-1.html,25,Kyle Petersen,UTEP,CUSA,11,46,1978,43.0
2008,jeremy-boone-1,/cfb/players/jeremy-boone-1.html,26,Jeremy Boone*,Penn State,Big Ten,13,39,1678,43.0
2008,matt-fodge-1,/cfb/players/matt-fodge-1.html,27,Matt Fodge*,Oklahoma State,Big 12,13,36,1544,42.9
2008,robert-malone-1,/cfb/players/robert-malone-1.html,28,Robert Malone*,Fresno State,WAC,13,54,2311,42.8
2008,kyle-hughes-1,/cfb/players/kyle-hughes-1.html,29,Kyle Hughes,New Mexico State,WAC,12,52,2219,42.7
2008,josh-syria-1,/cfb/players/josh-syria-1.html,30,Josh Syria*,Oregon,Pac-10,13,53,2252,42.5
2008,truman-spencer-1,/cfb/players/truman-spencer-1.html,31,Truman Spencer,North Texas,Sun Belt,12,69,2925,42.4
2008,chris-hagerup-1,/cfb/players/chris-hagerup-1.html,32,Chris Hagerup,Indiana,Big Ten,12,61,2586,42.4
2008,clinton-durst-1,/cfb/players/clinton-durst-1.html,33,Clinton Durst,Auburn,SEC,11,70,2947,42.1
2008,louie-sakoda-1,/cfb/players/louie-sakoda-1.html,34,Louie Sakoda*,Utah,MWC,13,56,2357,42.1
2008,spencer-lanning-1,/cfb/players/spencer-lanning-1.html,35,Spencer Lanning*,South Carolina,SEC,12,48,2019,42.1
2008,aaron-bates-1,/cfb/players/aaron-bates-1.html,36,Aaron Bates*,Michigan State,Big Ten,13,71,2979,42.0
2008,justin-kucek-1,/cfb/players/justin-kucek-1.html,37,Justin Kucek*,Minnesota,Big Ten,13,74,3103,41.9
2008,peter-caldwell-1,/cfb/players/peter-caldwell-1.html,38,Peter Caldwell,Utah State,WAC,12,65,2723,41.9
2008,brad-nortman-1,/cfb/players/brad-nortman-1.html,39,Brad Nortman*,Wisconsin,Big Ten,13,66,2761,41.8
2008,thomas-morstead-1,/cfb/players/thomas-morstead-1.html,40,Thomas Morstead,SMU,CUSA,12,59,2465,41.8
2008,cj-santiago-1,/cfb/players/cj-santiago-1.html,41,C.J. Santiago*,Brigham Young,MWC,13,41,1712,41.8
2008,mike-brandtner-1,/cfb/players/mike-brandtner-1.html,42,Mike Brandtner,Iowa State,Big 12,10,51,2124,41.6
2008,ryan-donahue-1,/cfb/players/ryan-donahue-1.html,43,Ryan Donahue*,Iowa,Big Ten,13,50,2078,41.6
2008,kyle-delahooke-1,/cfb/players/kyle-delahooke-1.html,44,Kyle Delahooke*,Navy,Ind,12,42,1746,41.6
2008,thomas-weber-1,/cfb/players/thomas-weber-1.html,45,Thomas Weber,Arizona State,Pac-10,12,59,2442,41.4
2008,anson-kelton-1,/cfb/players/anson-kelton-1.html,46,Anson Kelton*,Texas Christian,MWC,13,54,2230,41.3
2008,reid-forrest-1,/cfb/players/reid-forrest-1.html,47,Reid Forrest,Washington State,Pac-10,12,77,3174,41.2
2008,aj-trapasso-1,/cfb/players/aj-trapasso-1.html,48,A.J. Trapasso*,Ohio State,Big Ten,13,58,2390,41.2
2008,teddy-dellaganna-1,/cfb/players/teddy-dellaganna-1.html,49,Teddy Dellaganna*,Rutgers,Big East,13,55,2268,41.2
2008,carlos-munera-1,/cfb/players/carlos-munera-1.html,50,Carlos Munera,Florida International,Sun Belt,12,70,2876,41.1
2008,travis-baltz-1,/cfb/players/travis-baltz-1.html,51,Travis Baltz*,Maryland,ACC,13,61,2506,41.1
2008,pj-fitzgerald-1,/cfb/players/pj-fitzgerald-1.html,52,P.J. Fitzgerald*,Alabama,SEC,14,59,2427,41.1
2008,eric-maust-1,/cfb/players/eric-maust-1.html,53,Eric Maust*,Notre Dame,Ind,13,54,2218,41.1
2008,david-defatta-1,/cfb/players/david-defatta-1.html,54,David Defatta,Middle Tennessee State,Sun Belt,12,62,2534,40.9
2008,brent-sutherland-1,/cfb/players/brent-sutherland-1.html,55,Brent Sutherland*,Memphis,CUSA,13,52,2127,40.9
2008,kevin-jones-1,/cfb/players/kevin-jones-1.html,56,Kevin Jones,Duke,ACC,12,71,2899,40.8
2008,dave-brytus-1,/cfb/players/dave-brytus-1.html,57,Dave Brytus*,Pitt,Big East,13,60,2443,40.7
2008,alonso-rojas-1,/cfb/players/alonso-rojas-1.html,58,Alonso Rojas*,Kansas,Big 12,13,58,2358,40.7
2008,ben-armer-1,/cfb/players/ben-armer-1.html,59,Ben Armer*,Western Michigan,MAC,13,50,2032,40.6
2008,britt-barefoot-1,/cfb/players/britt-barefoot-1.html,60,Britt Barefoot*,Southern Mississippi,CUSA,13,49,1987,40.6
2008,blake-clingan-1,/cfb/players/blake-clingan-1.html,61,Blake Clingan,UCF,CUSA,12,88,3560,40.5
2008,chris-keagle-1,/cfb/players/chris-keagle-1.html,62,Chris Keagle*,Louisiana Tech,WAC,13,72,2915,40.5
2008,jimmy-maners-1,/cfb/players/jimmy-maners-1.html,63,Jimmy Maners*,Clemson,ACC,12,49,1985,40.5
2008,matt-dilallo-1,/cfb/players/matt-dilallo-1.html,64,Matt Dilallo,Colorado,Big 12,8,41,1660,40.5
2008,brett-upson-1,/cfb/players/brett-upson-1.html,65,Brett Upson*,Vanderbilt,SEC,13,77,3113,40.4
2008,brent-bowden-1,/cfb/players/brent-bowden-1.html,66,Brent Bowden*,Virginia Tech,ACC,14,69,2785,40.4
2008,tim-grasso-1,/cfb/players/tim-grasso-1.html,67,Tim Grasso*,Hawaii,WAC,14,68,2750,40.4
2008,jeff-wathne-1,/cfb/players/jeff-wathne-1.html,68,Jeff Wathne,Temple,MAC,12,65,2623,40.4
2008,nick-iovinelli-1,/cfb/players/nick-iovinelli-1.html,69,Nick Iovinelli,Bowling Green State,MAC,12,47,1900,40.4
2008,matt-bosher-1,/cfb/players/matt-bosher-1.html,70,Matt Bosher*,Miami (FL),ACC,13,66,2659,40.3
2008,brady-dalfrey-1,/cfb/players/brady-dalfrey-1.html,71,Brady Dalfrey*,LSU,SEC,13,59,2366,40.1
2008,cory-goettsche-1,/cfb/players/cory-goettsche-1.html,72,Cory Goettsche,Louisville,Big East,12,63,2521,40.0
2008,brett-hartmann-1,/cfb/players/brett-hartmann-1.html,73,Brett Hartmann*,Central Michigan,MAC,13,51,2040,40.0
2008,matt-rinehart-1,/cfb/players/matt-rinehart-1.html,74,Matt Rinehart,Kent State,MAC,12,45,1799,40.0
2008,david-green-1,/cfb/players/david-green-1.html,75,David Green,Stanford,Pac-10,12,53,2116,39.9
2008,desi-cullen-1,/cfb/players/desi-cullen-1.html,76,Desi Cullen*,Connecticut,Big East,13,59,2351,39.8
2008,adam-miller-1,/cfb/players/adam-miller-1.html,77,Adam Miller,New Mexico,MWC,12,58,2310,39.8
2008,johnny-hekker-1,/cfb/players/johnny-hekker-1.html,78,Johnny Hekker*,Oregon State,Pac-10,13,59,2342,39.7
2008,dack-ishii-1,/cfb/players/dack-ishii-1.html,79,Dack Ishii,UNLV,MWC,12,58,2303,39.7
2008,delbert-alvarado-1,/cfb/players/delbert-alvarado-1.html,80,Delbert Alvarado*,South Florida,Big East,13,48,1905,39.7
2008,scott-love-1,/cfb/players/scott-love-1.html,81,Scott Love,Louisiana-Monroe,Sun Belt,12,67,2650,39.6
2008,ryan-quigley-1,/cfb/players/ryan-quigley-1.html,82,Ryan Quigley*,Boston College,ACC,14,59,2334,39.6
2008,brian-stahovich-1,/cfb/players/brian-stahovich-1.html,83,Brian Stahovich,San Diego State,MWC,12,71,2807,39.5
2008,terrence-brown-1,/cfb/players/terrence-brown-1.html,84,Terrence Brown*,North Carolina,ACC,13,59,2331,39.5
2008,anthony-santella-1,/cfb/players/anthony-santella-1.html,85,Anthony Santella,Illinois,Big Ten,12,53,2088,39.4
2008,dan-titchener-1,/cfb/players/dan-titchener-1.html,86,Dan Titchener*,Nebraska,Big 12,12,42,1649,39.3
2008,andrew-rinehart-1,/cfb/players/andrew-rinehart-1.html,87,Andrew Rinehart,Army,Ind,12,60,2349,39.2
2008,shane-popham-1,/cfb/players/shane-popham-1.html,88,Shane Popham*,Wake Forest,ACC,9,54,2115,39.2
2008,will-goggans-1,/cfb/players/will-goggans-1.html,89,Will Goggans*,Troy,Sun Belt,13,52,2037,39.2
2008,peter-fardon-1,/cfb/players/peter-fardon-1.html,90,Peter Fardon*,Buffalo,MAC,14,65,2540,39.1
2008,spencer-ortego-1,/cfb/players/spencer-ortego-1.html,91,Spencer Ortego,Louisiana,Sun Belt,12,48,1875,39.1
2008,andy-dittbenner-1,/cfb/players/andy-dittbenner-1.html,92,Andy Dittbenner*,Northern Illinois,MAC,13,41,1605,39.1
2008,stefan-demos-1,/cfb/players/stefan-demos-1.html,93,Stefan Demos*,Northwestern,Big Ten,13,64,2499,39.0
2008,jimmy-howell-1,/cfb/players/jimmy-howell-1.html,94,Jimmy Howell,Virginia,ACC,12,64,2494,39.0
2008,rob-park-1,/cfb/players/rob-park-1.html,95,Rob Park*,Ole Miss,SEC,13,54,2099,38.9
2008,ryan-harrison-1,/cfb/players/ryan-harrison-1.html,96,Ryan Harrison*,Air Force,MWC,13,43,1673,38.9
2008,scott-blair-1,/cfb/players/scott-blair-1.html,97,Scott Blair*,Georgia Tech,ACC,13,41,1595,38.9
2008,bradley-pierson-1,/cfb/players/bradley-pierson-1.html,98,Bradley Pierson*,North Carolina State,ACC,13,61,2369,38.8
2008,bill-claus-1,/cfb/players/bill-claus-1.html,99,Bill Claus,Toledo,MAC,12,49,1902,38.8
2008,kase-whitehead-1,/cfb/players/kase-whitehead-1.html,100,Kase Whitehead,Marshall,CUSA,12,63,2438,38.7
2008,blake-mcadams-1,/cfb/players/blake-mcadams-1.html,101,Blake McAdams,Mississippi State,SEC,12,79,3049,38.6
