Year,Player_NCAA_ID,NCAA_Link,Rk,Player,School,Conf,G,Punts,Yds,Avg
2005,brendan-carney-1,/cfb/players/brendan-carney-1.html,24,Brendan Carney,Syracuse,Big East,11,82,3491,42.6
2005,troy-blankenship-1,/cfb/players/troy-blankenship-1.html,25,Troy Blankenship*,Iowa State,Big 12,12,68,2894,42.6
2005,steve-weatherford-1,/cfb/players/steve-weatherford-1.html,26,Steve Weatherford,Illinois,Big Ten,11,67,2856,42.6
2005,sean-douglas-1,/cfb/players/sean-douglas-1.html,27,Sean Douglas,Washington,Pac-10,11,51,2175,42.6
2005,joshua-brazen-1,/cfb/players/joshua-brazen-1.html,28,Joshua Brazen,Kent State,MAC,11,67,2844,42.4
2005,cody-freeby-1,/cfb/players/cody-freeby-1.html,29,Cody Freeby*,Oklahoma,Big 12,12,71,3004,42.3
2005,aaron-horne-1,/cfb/players/aaron-horne-1.html,30,Aaron Horne*,UCF,CUSA,13,52,2197,42.3
2005,chris-macdonald-1,/cfb/players/chris-macdonald-1.html,31,Chris Macdonald*,Arizona State,Pac-10,8,33,1396,42.3
2005,adam-graessle-1,/cfb/players/adam-graessle-1.html,32,Adam Graessle,Pitt,Big East,11,60,2532,42.2
2005,colby-smith-1,/cfb/players/colby-smith-1.html,33,Colby Smith,Middle Tennessee State,Sun Belt,11,59,2484,42.1
2005,mike-barrow-1,/cfb/players/mike-barrow-1.html,34,Mike Barrow,Idaho,WAC,11,43,1811,42.1
2005,david-lonie-1,/cfb/players/david-lonie-1.html,35,David Lonie*,California,Pac-10,12,61,2559,42.0
2005,blake-mcadams-1,/cfb/players/blake-mcadams-1.html,36,Blake McAdams,Mississippi State,SEC,11,69,2891,41.9
2005,brad-evans-1,/cfb/players/brad-evans-1.html,37,Brad Evans,New Mexico State,WAC,12,66,2761,41.8
2005,jacob-skinner-1,/cfb/players/jacob-skinner-1.html,38,Jacob Skinner,Arkansas,SEC,11,50,2091,41.8
2005,tyson-beattie-1,/cfb/players/tyson-beattie-1.html,39,Tyson Beattie,Indiana,Big Ten,11,75,3124,41.7
2005,eric-wilbur-1,/cfb/players/eric-wilbur-1.html,40,Eric Wilbur*,Florida,SEC,12,59,2459,41.7
2005,adam-brooks-1,/cfb/players/adam-brooks-1.html,41,Adam Brooks,Wyoming,MWC,11,31,1293,41.7
2005,brandon-fields-1,/cfb/players/brandon-fields-1.html,42,Brandon Fields,Michigan State,Big Ten,11,40,1664,41.6
2005,chris-jackson-1,/cfb/players/chris-jackson-1.html,43,Chris Jackson*,LSU,SEC,13,59,2447,41.5
2005,kyle-stringer-1,/cfb/players/kyle-stringer-1.html,44,Kyle Stringer*,Boise State,WAC,13,52,2159,41.5
2005,chris-sprague-1,/cfb/players/chris-sprague-1.html,45,Chris Sprague,Duke,ACC,11,76,3144,41.4
2005,johnny-ayers-1,/cfb/players/johnny-ayers-1.html,46,Johnny Ayers*,Boston College,ACC,12,62,2561,41.3
2005,jeremy-kapinos-1,/cfb/players/jeremy-kapinos-1.html,47,Jeremy Kapinos*,Penn State,Big Ten,12,61,2522,41.3
2005,justin-bergendahl-1,/cfb/players/justin-bergendahl-1.html,48,Justin Bergendahl*,Nevada,WAC,12,54,2229,41.3
2005,britton-colquitt-1,/cfb/players/britton-colquitt-1.html,49,Britton Colquitt,Tennessee,SEC,11,59,2431,41.2
2005,david-wooldridge-1,/cfb/players/david-wooldridge-1.html,50,David Wooldridge,North Carolina,ACC,11,66,2713,41.1
2005,bryant-hahnfeldt-1,/cfb/players/bryant-hahnfeldt-1.html,51,Bryant Hahnfeldt,Vanderbilt,SEC,11,36,1481,41.1
2005,kip-facer-1,/cfb/players/kip-facer-1.html,52,Kip Facer,UNLV,MWC,11,66,2709,41.0
2005,chris-beckman-1,/cfb/players/chris-beckman-1.html,53,Chris Beckman,Tulane,CUSA,9,53,2166,40.9
2005,todd-flannery-1,/cfb/players/todd-flannery-1.html,54,Todd Flannery*,Louisville,Big East,12,34,1389,40.9
2005,ryan-mentzel-1,/cfb/players/ryan-mentzel-1.html,55,Ryan Mentzel,SMU,CUSA,11,60,2450,40.8
2005,jim-laney-1,/cfb/players/jim-laney-1.html,56,Jim Laney,Western Michigan,MAC,11,60,2449,40.8
2005,ryan-dougherty-1,/cfb/players/ryan-dougherty-1.html,57,Ryan Dougherty,East Carolina,CUSA,11,58,2368,40.8
2005,tyler-gaus-1,/cfb/players/tyler-gaus-1.html,58,Tyler Gaus,New Mexico,MWC,11,52,2117,40.7
2005,jay-ottovegio-1,/cfb/players/jay-ottovegio-1.html,59,Jay Ottovegio,Stanford,Pac-10,11,67,2723,40.6
2005,kyle-basler-1,/cfb/players/kyle-basler-1.html,60,Kyle Basler,Washington State,Pac-10,11,50,2029,40.6
2005,brandon-baker-1,/cfb/players/brandon-baker-1.html,61,Brandon Baker*,South Florida,Big East,12,65,2630,40.5
2005,thomas-olmsted-1,/cfb/players/thomas-olmsted-1.html,62,Thomas Olmsted,Troy,Sun Belt,11,62,2506,40.4
2005,aj-trapasso-1,/cfb/players/aj-trapasso-1.html,63,A.J. Trapasso*,Ohio State,Big Ten,12,43,1738,40.4
2005,tim-reyer-1,/cfb/players/tim-reyer-1.html,64,Tim Reyer,Kansas State,Big 12,11,65,2620,40.3
2005,dj-fitzpatrick-1,/cfb/players/dj-fitzpatrick-1.html,65,D.J. Fitzpatrick*,Notre Dame,Ind,12,45,1815,40.3
2005,owen-tolson-1,/cfb/players/owen-tolson-1.html,66,Owen Tolson,Army,Ind,11,59,2370,40.2
2005,john-deraney-1,/cfb/players/john-deraney-1.html,67,John Deraney*,North Carolina State,ACC,12,72,2884,40.1
2005,josh-brown-3,/cfb/players/josh-brown-3.html,68,Josh Brown*,South Carolina,SEC,12,58,2322,40.0
2005,chris-gould-1,/cfb/players/chris-gould-1.html,69,Chris Gould*,Virginia,ACC,12,53,2122,40.0
2005,derek-mclaughlin-1,/cfb/players/derek-mclaughlin-1.html,70,Derek McLaughlin*,Brigham Young,MWC,12,48,1922,40.0
2005,tj-conley-1,/cfb/players/tj-conley-1.html,71,T.J. Conley,Idaho,WAC,4,28,1121,40.0
2005,matt-fodge-1,/cfb/players/matt-fodge-1.html,72,Matt Fodge,Oklahoma State,Big 12,11,65,2593,39.9
2005,aaron-perez-1,/cfb/players/aaron-perez-1.html,73,Aaron Perez*,UCLA,Pac-10,12,54,2157,39.9
2005,brian-monroe-1,/cfb/players/brian-monroe-1.html,74,Brian Monroe*,Miami (FL),ACC,12,64,2549,39.8
2005,phil-brady-1,/cfb/players/phil-brady-1.html,75,Phil Brady*,West Virginia,Big East,12,51,2029,39.8
2005,ryan-pederson-1,/cfb/players/ryan-pederson-1.html,76,Ryan Pederson*,Northwestern,Big Ten,11,45,1783,39.6
2005,ben-arndt-1,/cfb/players/ben-arndt-1.html,77,Ben Arndt*,Georgia Tech,ACC,12,87,3433,39.5
2005,dave-brytus-1,/cfb/players/dave-brytus-1.html,78,Dave Brytus,Purdue,Big Ten,11,62,2446,39.5
2005,justin-laird-1,/cfb/players/justin-laird-1.html,79,Justin Laird*,Houston,CUSA,11,47,1858,39.5
2005,brett-kern-1,/cfb/players/brett-kern-1.html,80,Brett Kern*,Toledo,MAC,12,33,1305,39.5
2005,billy-sullivan-1,/cfb/players/billy-sullivan-1.html,81,Billy Sullivan*,Akron,MAC,13,77,3034,39.4
2005,chet-ervin-1,/cfb/players/chet-ervin-1.html,82,Chet Ervin,Cincinnati,Big East,10,68,2680,39.4
2005,joe-radigan-1,/cfb/players/joe-radigan-1.html,83,Joe Radigan*,Rutgers,Big East,12,60,2361,39.4
2005,justin-kucek-1,/cfb/players/justin-kucek-1.html,84,Justin Kucek*,Minnesota,Big Ten,12,37,1456,39.4
2005,waylon-prather-1,/cfb/players/waylon-prather-1.html,85,Waylon Prather,San Jose State,WAC,11,74,2908,39.3
2005,shane-hussar-1,/cfb/players/shane-hussar-1.html,86,Shane Hussar,Connecticut,Big East,8,50,1962,39.2
2005,donny-heaton-1,/cfb/players/donny-heaton-1.html,87,Donny Heaton,Air Force,MWC,11,28,1098,39.2
2005,matt-dragich-1,/cfb/players/matt-dragich-1.html,88,Matt Dragich*,Oregon,Pac-10,8,32,1246,38.9
2005,mike-brown-2,/cfb/players/mike-brown-2.html,89,Mike Brown,Florida Atlantic,Sun Belt,11,72,2797,38.8
2005,jake-hendy-1,/cfb/players/jake-hendy-1.html,90,Jake Hendy,Temple,Ind,7,35,1356,38.7
2005,matthew-miller-1,/cfb/players/matthew-miller-1.html,91,Matthew Miller,Ohio,MAC,11,84,3245,38.6
2005,chris-hall-1,/cfb/players/chris-hall-1.html,92,Chris Hall*,Florida State,ACC,13,74,2859,38.6
2005,brian-cortney-1,/cfb/players/brian-cortney-1.html,93,Brian Cortney*,Texas Christian,MWC,12,62,2394,38.6
2005,andy-dittbenner-1,/cfb/players/andy-dittbenner-1.html,94,Andy Dittbenner,Northern Illinois,MAC,12,54,2083,38.6
2005,ryan-hotchkiss-1,/cfb/players/ryan-hotchkiss-1.html,95,Ryan Hotchkiss*,UTEP,CUSA,10,45,1739,38.6
2005,parker-mullins-1,/cfb/players/parker-mullins-1.html,96,Parker Mullins,UAB,CUSA,11,44,1698,38.6
2005,nate-fry-1,/cfb/players/nate-fry-1.html,97,Nate Fry,Bowling Green State,MAC,11,51,1965,38.5
2005,andy-fenstermaker-1,/cfb/players/andy-fenstermaker-1.html,98,Andy Fenstermaker*,Iowa,Big Ten,12,49,1885,38.5
2005,marty-biagi-1,/cfb/players/marty-biagi-1.html,99,Marty Biagi,Marshall,CUSA,11,61,2343,38.4
2005,jacob-richardson-1,/cfb/players/jacob-richardson-1.html,100,Jacob Richardson,Miami (OH),MAC,11,46,1766,38.4
2005,eric-shuey-1,/cfb/players/eric-shuey-1.html,101,Eric Shuey*,Navy,Ind,11,37,1420,38.4
2005,jeremy-schatz-1,/cfb/players/jeremy-schatz-1.html,102,Jeremy Schatz*,Alabama,SEC,11,60,2300,38.3
2005,andrew-wellock-1,/cfb/players/andrew-wellock-1.html,103,Andrew Wellock,Eastern Michigan,MAC,11,57,2183,38.3
2005,ross-ryan-1,/cfb/players/ross-ryan-1.html,104,Ross Ryan*,Michigan,Big Ten,12,52,1992,38.3
2005,brit-framel-1,/cfb/players/brit-framel-1.html,105,Brit Framel,Louisiana,Sun Belt,11,47,1801,38.3
2005,rob-park-1,/cfb/players/rob-park-1.html,106,Rob Park,Ole Miss,SEC,10,43,1641,38.2
2005,tony-mikulec-1,/cfb/players/tony-mikulec-1.html,107,Tony Mikulec,Central Michigan,MAC,11,72,2742,38.1
2005,chris-kindred-1,/cfb/players/chris-kindred-1.html,108,Chris Kindred*,Tulsa,CUSA,13,63,2385,37.9
2005,richmond-mcgee-1,/cfb/players/richmond-mcgee-1.html,109,Richmond McGee*,Texas,Big 12,13,35,1325,37.9
2005,truman-spencer-1,/cfb/players/truman-spencer-1.html,110,Truman Spencer,North Texas,Sun Belt,10,76,2859,37.6
2005,chris-keagle-1,/cfb/players/chris-keagle-1.html,111,Chris Keagle,Louisiana Tech,WAC,10,52,1946,37.4
2005,eric-neihouse-1,/cfb/players/eric-neihouse-1.html,112,Eric Neihouse*,Arkansas State,Sun Belt,12,37,1383,37.4
2005,justin-hamblin-1,/cfb/players/justin-hamblin-1.html,113,Justin Hamblin,Utah State,WAC,11,60,2234,37.2
2005,ben-woods-1,/cfb/players/ben-woods-1.html,114,Ben Woods,Buffalo,MAC,11,80,2967,37.1
2005,louie-sakoda-1,/cfb/players/louie-sakoda-1.html,115,Louie Sakoda*,Utah,MWC,12,54,2002,37.1
2005,tim-masthay-1,/cfb/players/tim-masthay-1.html,116,Tim Masthay,Kentucky,SEC,11,54,1965,36.4
2005,cole-chason-1,/cfb/players/cole-chason-1.html,117,Cole Chason*,Clemson,ACC,12,50,1822,36.4
2005,chris-patullo-1,/cfb/players/chris-patullo-1.html,118,Chris Patullo,Florida International,Sun Belt,11,43,1558,36.2
2005,kurt-milne-1,/cfb/players/kurt-milne-1.html,119,Kurt Milne,Hawaii,WAC,12,41,1479,36.1
2005,mike-lingua-1,/cfb/players/mike-lingua-1.html,120,Mike Lingua*,Fresno State,WAC,12,35,1230,35.1
2006,daniel-sepulveda-1,/cfb/players/daniel-sepulveda-1.html,1,Daniel Sepulveda,Baylor,Big 12,12,66,3068,46.5
2006,chris-miller-2,/cfb/players/chris-miller-2.html,2,Chris Miller,Ball State,MAC,12,57,2637,46.3
2006,kody-bliss-1,/cfb/players/kody-bliss-1.html,3,Kody Bliss*,Auburn,SEC,13,47,2149,45.7
2006,durant-brooks-1,/cfb/players/durant-brooks-1.html,4,Durant Brooks*,Georgia Tech,ACC,14,79,3596,45.5
2006,geoff-price-1,/cfb/players/geoff-price-1.html,5,Geoff Price*,Notre Dame,Ind,12,50,2272,45.4
2006,kip-facer-1,/cfb/players/kip-facer-1.html,6,Kip Facer,UNLV,MWC,12,46,2078,45.2
2006,alex-reyes-1,/cfb/players/alex-reyes-1.html,7,Alex Reyes*,Texas Tech,Big 12,13,43,1943,45.2
2006,matt-fodge-1,/cfb/players/matt-fodge-1.html,8,Matt Fodge*,Oklahoma State,Big 12,13,50,2244,44.9
2006,britton-colquitt-1,/cfb/players/britton-colquitt-1.html,9,Britton Colquitt*,Tennessee,SEC,12,46,2066,44.9
2006,kyle-stringer-1,/cfb/players/kyle-stringer-1.html,10,Kyle Stringer*,Boise State,WAC,13,47,2097,44.6
2006,justin-brantly-1,/cfb/players/justin-brantly-1.html,11,Justin Brantly*,Texas A&M,Big 12,13,50,2215,44.3
2006,joe-radigan-1,/cfb/players/joe-radigan-1.html,12,Joe Radigan*,Rutgers,Big East,13,56,2467,44.1
2006,nick-folk-1,/cfb/players/nick-folk-1.html,13,Nick Folk,Arizona,Pac-10,12,74,3259,44.0
2006,waylon-prather-1,/cfb/players/waylon-prather-1.html,14,Waylon Prather*,San Jose State,WAC,13,63,2771,44.0
2006,louie-sakoda-1,/cfb/players/louie-sakoda-1.html,15,Louie Sakoda*,Utah,MWC,13,59,2598,44.0
2006,thomas-morstead-1,/cfb/players/thomas-morstead-1.html,16,Thomas Morstead,SMU,CUSA,12,50,2191,43.8
2006,jim-kaylor-1,/cfb/players/jim-kaylor-1.html,17,Jim Kaylor,Colorado State,MWC,12,63,2754,43.7
2006,jimmie-kaylor-1,/cfb/players/jimmie-kaylor-1.html,18,Jimmie Kaylor,Colorado State,MWC,12,63,2754,43.7
2006,matt-dilallo-1,/cfb/players/matt-dilallo-1.html,19,Matt Dilallo,Colorado,Big 12,12,47,2056,43.7
2006,ryan-dougherty-1,/cfb/players/ryan-dougherty-1.html,20,Ryan Dougherty*,East Carolina,CUSA,13,51,2226,43.6
2006,brandon-fields-1,/cfb/players/brandon-fields-1.html,21,Brandon Fields,Michigan State,Big Ten,12,57,2469,43.3
2006,sean-douglas-1,/cfb/players/sean-douglas-1.html,22,Sean Douglas,Washington,Pac-10,12,72,3110,43.2
2006,billy-vinnedge-1,/cfb/players/billy-vinnedge-1.html,23,Billy Vinnedge,Wyoming,MWC,12,61,2634,43.2
2006,jared-armstrong-1,/cfb/players/jared-armstrong-1.html,24,Jared Armstrong*,Purdue,Big Ten,14,50,2154,43.1
2006,michael-gibson-1,/cfb/players/michael-gibson-1.html,25,Michael Gibson,Memphis,CUSA,12,42,1812,43.1
2006,adam-podlesh-1,/cfb/players/adam-podlesh-1.html,26,Adam Podlesh*,Maryland,ACC,13,56,2400,42.9
2006,aaron-perez-1,/cfb/players/aaron-perez-1.html,27,Aaron Perez*,UCLA,Pac-10,13,62,2639,42.6
2006,andrew-larson-1,/cfb/players/andrew-larson-1.html,28,Andrew Larson*,California,Pac-10,13,49,2087,42.6
2006,chris-beckman-1,/cfb/players/chris-beckman-1.html,29,Chris Beckman,Tulane,CUSA,12,52,2207,42.4
2006,eric-wilbur-1,/cfb/players/eric-wilbur-1.html,30,Eric Wilbur*,Florida,SEC,13,53,2244,42.3
2006,nic-schmitt-1,/cfb/players/nic-schmitt-1.html,31,Nic Schmitt*,Virginia Tech,ACC,13,61,2575,42.2
2006,owen-tolson-1,/cfb/players/owen-tolson-1.html,32,Owen Tolson,Army,Ind,12,49,2067,42.2
2006,tim-reyer-1,/cfb/players/tim-reyer-1.html,33,Tim Reyer*,Kansas State,Big 12,13,61,2566,42.1
2006,johnny-ayers-1,/cfb/players/johnny-ayers-1.html,34,Johnny Ayers*,Boston College,ACC,13,59,2483,42.1
2006,brendan-carney-1,/cfb/players/brendan-carney-1.html,35,Brendan Carney,Syracuse,Big East,12,72,3021,42.0
2006,tony-mikulec-1,/cfb/players/tony-mikulec-1.html,36,Tony Mikulec*,Central Michigan,MAC,14,63,2644,42.0
2006,adam-graessle-1,/cfb/players/adam-graessle-1.html,37,Adam Graessle,Pitt,Big East,12,49,2059,42.0
2006,jeremy-kapinos-1,/cfb/players/jeremy-kapinos-1.html,38,Jeremy Kapinos*,Penn State,Big Ten,13,61,2555,41.9
2006,chris-jackson-1,/cfb/players/chris-jackson-1.html,39,Chris Jackson*,LSU,SEC,13,37,1549,41.9
2006,kenneth-debauche-1,/cfb/players/kenneth-debauche-1.html,40,Kenneth Debauche*,Wisconsin,Big Ten,13,59,2468,41.8
2006,jared-kaufman-1,/cfb/players/jared-kaufman-1.html,41,Jared Kaufman,New Mexico State,WAC,12,31,1296,41.8
2006,brett-kern-1,/cfb/players/brett-kern-1.html,42,Brett Kern,Toledo,MAC,12,60,2502,41.7
2006,brian-monroe-1,/cfb/players/brian-monroe-1.html,43,Brian Monroe*,Miami (FL),ACC,12,58,2419,41.7
2006,zoltan-mesko-1,/cfb/players/zoltan-mesko-1.html,44,Zoltan Mesko*,Michigan,Big Ten,13,50,2079,41.6
2006,jonathan-johnson-1,/cfb/players/jonathan-johnson-1.html,45,Jonathan Johnson*,Arizona State,Pac-10,13,54,2241,41.5
2006,jonathon-johnson-1,/cfb/players/jonathon-johnson-1.html,46,Jonathon Johnson*,Arizona State,Pac-10,13,54,2241,41.5
2006,darryl-blunt-1,/cfb/players/darryl-blunt-1.html,47,Darryl Blunt,Washington State,Pac-10,11,53,2192,41.4
2006,kyle-loomis-1,/cfb/players/kyle-loomis-1.html,48,Kyle Loomis*,Oregon State,Pac-10,14,62,2558,41.3
2006,cole-chason-1,/cfb/players/cole-chason-1.html,49,Cole Chason*,Clemson,ACC,13,50,2064,41.3
2006,sam-swank-1,/cfb/players/sam-swank-1.html,50,Sam Swank*,Wake Forest,ACC,14,70,2887,41.2
2006,mike-brandtner-1,/cfb/players/mike-brandtner-1.html,51,Mike Brandtner,Iowa State,Big 12,12,56,2309,41.2
2006,david-wooldridge-1,/cfb/players/david-wooldridge-1.html,52,David Wooldridge,North Carolina,ACC,11,62,2548,41.1
2006,jacob-richardson-1,/cfb/players/jacob-richardson-1.html,53,Jacob Richardson,Miami (OH),MAC,12,58,2383,41.1
2006,michael-hughes-1,/cfb/players/michael-hughes-1.html,54,Michael Hughes,San Diego State,MWC,10,48,1971,41.1
2006,ian-oconnor-1,/cfb/players/ian-oconnor-1.html,55,Ian O'Connor,Marshall,CUSA,12,37,1520,41.1
2006,colby-smith-1,/cfb/players/colby-smith-1.html,56,Colby Smith*,Middle Tennessee State,Sun Belt,13,69,2830,41.0
2006,michael-cohen-1,/cfb/players/michael-cohen-1.html,57,Michael Cohen*,Oklahoma,Big 12,13,51,2091,41.0
2006,derek-mclaughlin-1,/cfb/players/derek-mclaughlin-1.html,58,Derek McLaughlin*,Brigham Young,MWC,13,40,1636,40.9
2006,graham-gano-1,/cfb/players/graham-gano-1.html,59,Graham Gano*,Florida State,ACC,13,67,2736,40.8
2006,truman-spencer-1,/cfb/players/truman-spencer-1.html,60,Truman Spencer,North Texas,Sun Belt,10,55,2245,40.8
2006,greg-johnson-1,/cfb/players/greg-johnson-1.html,61,Greg Johnson*,Texas,Big 12,12,46,1877,40.8
2006,zach-sasser-1,/cfb/players/zach-sasser-1.html,62,Zach Sasser,Air Force,MWC,12,39,1591,40.8
2006,aj-trapasso-1,/cfb/players/aj-trapasso-1.html,63,A.J. Trapasso*,Ohio State,Big Ten,13,49,1990,40.6
2006,kevin-payne-1,/cfb/players/kevin-payne-1.html,64,Kevin Payne,Louisiana-Monroe,Sun Belt,12,45,1826,40.6
2006,tyson-beattie-1,/cfb/players/tyson-beattie-1.html,65,Tyson Beattie,Indiana,Big Ten,12,64,2592,40.5
2006,justin-kucek-1,/cfb/players/justin-kucek-1.html,66,Justin Kucek*,Minnesota,Big Ten,13,56,2257,40.3
2006,jordan-scott-1,/cfb/players/jordan-scott-1.html,67,Jordan Scott*,New Mexico,MWC,13,70,2815,40.2
2006,chris-pavasaris-1,/cfb/players/chris-pavasaris-1.html,68,Chris Pavasaris,Connecticut,Big East,12,71,2845,40.1
2006,zach-johnson-1,/cfb/players/zach-johnson-1.html,69,Zach Johnson,Eastern Michigan,MAC,12,65,2603,40.0
2006,jason-wright-2,/cfb/players/jason-wright-2.html,70,Jason Wright*,Troy,Sun Belt,13,59,2359,40.0
2006,parker-mullins-1,/cfb/players/parker-mullins-1.html,71,Parker Mullins,UAB,CUSA,12,58,2314,39.9
2006,matt-lasher-1,/cfb/players/matt-lasher-1.html,72,Matt Lasher*,Ohio,MAC,14,77,3055,39.7
2006,jay-ottovegio-1,/cfb/players/jay-ottovegio-1.html,73,Jay Ottovegio,Stanford,Pac-10,12,61,2417,39.6
2006,aaron-horne-1,/cfb/players/aaron-horne-1.html,74,Aaron Horne,UCF,CUSA,12,44,1742,39.6
2006,tj-conley-1,/cfb/players/tj-conley-1.html,75,T.J. Conley,Idaho,WAC,12,67,2640,39.4
2006,gordon-ely-kelso-1,/cfb/players/gordon-ely-kelso-1.html,76,Gordon Ely-Kelso*,Georgia,SEC,13,51,2007,39.4
2006,adam-crossett-1,/cfb/players/adam-crossett-1.html,77,Adam Crossett*,Missouri,Big 12,13,47,1852,39.4
2006,dan-titchener-1,/cfb/players/dan-titchener-1.html,78,Dan Titchener*,Nebraska,Big 12,14,66,2592,39.3
2006,kyle-tucker-1,/cfb/players/kyle-tucker-1.html,79,Kyle Tucker,Kansas,Big 12,12,58,2276,39.2
2006,tim-masthay-1,/cfb/players/tim-masthay-1.html,80,Tim Masthay*,Kentucky,SEC,13,50,1959,39.2
2006,john-deraney-1,/cfb/players/john-deraney-1.html,81,John Deraney,North Carolina State,ACC,12,76,2968,39.1
2006,brit-framel-1,/cfb/players/brit-framel-1.html,82,Brit Framel,Louisiana,Sun Belt,12,54,2109,39.1
2006,zacary-whited-1,/cfb/players/zacary-whited-1.html,83,Zacary Whited*,Nevada,WAC,11,40,1564,39.1
2006,zachary-whited-1,/cfb/players/zachary-whited-1.html,84,Zachary Whited*,Nevada,WAC,11,40,1564,39.1
2006,rob-park-1,/cfb/players/rob-park-1.html,85,Rob Park,Ole Miss,SEC,12,58,2256,38.9
2006,brian-steel-1,/cfb/players/brian-steel-1.html,86,Brian Steel*,Cincinnati,Big East,13,70,2715,38.8
2006,jared-scruggs-1,/cfb/players/jared-scruggs-1.html,87,Jared Scruggs,Rice,CUSA,13,63,2444,38.8
2006,justin-laird-1,/cfb/players/justin-laird-1.html,88,Justin Laird*,Houston,CUSA,13,40,1552,38.8
2006,john-stec-1,/cfb/players/john-stec-1.html,89,John Stec,Akron,MAC,12,60,2318,38.6
2006,britt-barefoot-1,/cfb/players/britt-barefoot-1.html,90,Britt Barefoot*,Southern Mississippi,CUSA,14,52,2007,38.6
2006,brian-cortney-1,/cfb/players/brian-cortney-1.html,91,Brian Cortney*,Texas Christian,MWC,12,39,1506,38.6
2006,jake-brownell-1,/cfb/players/jake-brownell-1.html,92,Jake Brownell,Temple,Ind,12,78,3004,38.5
2006,chris-keagle-1,/cfb/players/chris-keagle-1.html,93,Chris Keagle,Louisiana Tech,WAC,13,66,2534,38.4
2006,chris-gould-1,/cfb/players/chris-gould-1.html,94,Chris Gould,Virginia,ACC,12,56,2148,38.4
2006,greg-woidneck-1,/cfb/players/greg-woidneck-1.html,95,Greg Woidneck*,USC,Pac-10,13,48,1838,38.3
2006,blake-mcadams-1,/cfb/players/blake-mcadams-1.html,96,Blake McAdams,Mississippi State,SEC,12,68,2598,38.2
2006,jim-laney-1,/cfb/players/jim-laney-1.html,97,Jim Laney*,Western Michigan,MAC,13,62,2369,38.2
2006,pj-fitzgerald-1,/cfb/players/pj-fitzgerald-1.html,98,P.J. Fitzgerald*,Alabama,SEC,13,57,2176,38.2
2006,justin-teachey-1,/cfb/players/justin-teachey-1.html,99,Justin Teachey*,South Florida,Big East,13,45,1718,38.2
2006,jacob-skinner-1,/cfb/players/jacob-skinner-1.html,100,Jacob Skinner*,Arkansas,SEC,14,61,2327,38.1
2006,brett-shrable-1,/cfb/players/brett-shrable-1.html,101,Brett Shrable,Arkansas State,Sun Belt,12,52,1983,38.1
2006,greg-veteto-1,/cfb/players/greg-veteto-1.html,102,Greg Veteto*,Navy,Ind,11,41,1563,38.1
2006,ben-woods-1,/cfb/players/ben-woods-1.html,103,Ben Woods,Buffalo,MAC,12,67,2539,37.9
2006,andy-dittbenner-1,/cfb/players/andy-dittbenner-1.html,104,Andy Dittbenner*,Northern Illinois,MAC,10,55,2085,37.9
2006,leon-jackson-iii-1,/cfb/players/leon-jackson-iii-1.html,105,Leon Jackson III,Utah State,WAC,12,74,2791,37.7
2006,alex-feinberg-1,/cfb/players/alex-feinberg-1.html,106,Alex Feinberg,Duke,ACC,12,63,2366,37.6
2006,andy-fenstermaker-1,/cfb/players/andy-fenstermaker-1.html,107,Andy Fenstermaker*,Iowa,Big Ten,13,56,2107,37.6
2006,brett-upson-1,/cfb/players/brett-upson-1.html,108,Brett Upson,Vanderbilt,SEC,12,52,1945,37.4
2006,kyle-yelton-1,/cfb/players/kyle-yelton-1.html,109,Kyle Yelton,Illinois,Big Ten,12,49,1833,37.4
2006,slade-larscheid-1,/cfb/players/slade-larscheid-1.html,110,Slade Larscheid,Northwestern,Big Ten,12,65,2417,37.2
2006,mike-oneill-1,/cfb/players/mike-oneill-1.html,111,Mike O'Neill,Florida Atlantic,Sun Belt,12,60,2233,37.2
2006,kyle-zimmerman-1,/cfb/players/kyle-zimmerman-1.html,112,Kyle Zimmerman,Fresno State,WAC,8,42,1546,36.8
2006,ryan-hotchkiss-1,/cfb/players/ryan-hotchkiss-1.html,113,Ryan Hotchkiss,UTEP,CUSA,12,50,1813,36.3
2006,alonso-rojas-1,/cfb/players/alonso-rojas-1.html,114,Alonso Rojas,Bowling Green State,MAC,12,56,1996,35.6
2006,chris-cook-1,/cfb/players/chris-cook-1.html,115,Chris Cook,Florida International,Sun Belt,11,54,1909,35.4
2006,jake-kilroy-1,/cfb/players/jake-kilroy-1.html,116,Jake Kilroy,Kent State,MAC,12,53,1751,33.0
2007,kevin-huber-1,/cfb/players/kevin-huber-1.html,1,Kevin Huber*,Cincinnati,Big East,13,57,2672,46.9
2007,brett-kern-1,/cfb/players/brett-kern-1.html,2,Brett Kern,Toledo,MAC,12,52,2399,46.1
2007,chris-miller-2,/cfb/players/chris-miller-2.html,3,Chris Miller*,Ball State,MAC,13,61,2772,45.4
2007,ryan-weigand-1,/cfb/players/ryan-weigand-1.html,4,Ryan Weigand*,Virginia,ACC,13,52,2352,45.2
2007,durant-brooks-1,/cfb/players/durant-brooks-1.html,5,Durant Brooks*,Georgia Tech,ACC,13,65,2929,45.1
2007,owen-tolson-1,/cfb/players/owen-tolson-1.html,6,Owen Tolson,Army,Ind,12,73,3283,45.0
2007,jacob-richardson-1,/cfb/players/jacob-richardson-1.html,7,Jacob Richardson,Miami (OH),MAC,13,68,3063,45.0
